var_1,var_2,var_3,var_4,var_5
a,e,e,d,e
a,d,d,b,b
a,e,d,d,f
d,f,a,c,b
c,c,e,f,f
e,e,c,d,c
c,f,e,c,e
b,d,b,c,d
a,f,e,f,f
c,e,c,b,d
b,f,b,b,f
e,c,f,f,d
a,d,c,c,d
e,a,e,e,a
e,e,f,d,c
e,d,b,a,c
b,a,d,c,d
a,c,f,c,a
a,d,c,d,f
e,d,a,c,f
f,e,f,b,d
b,d,e,c,c
b,d,e,d,f
f,d,e,a,f
f,e,f,b,f
c,d,a,c,b
a,c,e,e,f
e,a,d,e,b
f,a,a,f,d
b,a,e,d,f
c,c,f,c,a
a,d,d,c,f
f,b,f,f,e
d,b,b,e,a
c,c,d,d,d
a,b,b,c,f
a,c,d,c,b
d,d,b,c,b
f,a,f,b,e
f,d,d,f,f
d,c,c,a,a
d,d,a,a,b
b,d,f,c,a
b,a,a,d,a
b,e,d,b,b
e,f,b,d,b
f,b,b,b,a
d,e,a,a,e
d,d,e,d,d
b,d,f,d,a
a,e,e,a,d
c,e,c,f,b
d,d,e,e,f
a,b,e,b,c
f,e,a,d,d
c,e,a,f,e
d,f,c,c,b
f,b,a,f,c
c,e,c,c,a
d,f,e,a,e
c,d,f,c,d
f,b,b,b,c
a,d,c,b,d
b,d,b,e,b
e,a,c,b,d
d,d,b,c,f
b,a,e,c,d
d,f,e,b,a
f,e,d,a,b
b,b,e,f,c
c,f,d,b,c
f,f,a,a,d
e,b,f,a,d
f,d,d,e,a
d,a,a,c,c
e,b,f,b,d
f,d,b,f,d
d,d,f,a,f
e,d,b,c,e
d,b,d,f,d
b,e,e,d,f
b,d,a,b,d
f,b,b,d,b
b,f,e,e,a
c,d,d,f,e
e,a,e,d,d
a,d,e,d,b
d,b,d,d,a
e,d,a,f,f
c,a,e,f,e
d,d,b,e,e
d,b,e,c,c
c,e,c,d,a
c,c,b,e,b
c,a,b,c,b
f,c,a,d,a
d,b,a,d,d
b,b,c,e,b
c,b,c,c,b
e,e,d,f,f
e,a,a,b,d
c,a,b,f,a
e,f,e,f,d
b,e,b,b,e
a,f,d,b,b
f,d,a,b,e
e,a,b,b,a
f,c,c,b,c
a,d,f,c,b
d,e,f,d,b
d,d,e,c,f
f,e,c,c,a
d,b,d,c,e
a,e,d,c,c
c,d,d,c,e
b,e,e,f,a
b,a,e,c,b
e,b,f,a,a
e,b,f,a,a
b,a,d,c,e
f,a,f,f,b
b,f,e,e,c
