var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50
g,t,g,k,d,c,h,f,t,k,n,o,k,g,n,i,c,i,i,g,n,h,s,s,m,q,a,r,g,q,d,t,b,l,f,m,c,f,r,h,g,s,n,d,s,r,o,c,m,r
f,j,r,r,q,b,k,a,c,n,n,j,i,h,b,p,p,e,f,a,j,e,i,b,s,b,i,h,n,t,d,e,q,f,d,q,e,o,a,l,f,k,e,j,k,s,h,s,i,h
a,i,e,q,d,o,e,j,c,h,q,s,b,k,s,j,a,n,n,o,k,f,j,b,l,a,f,q,h,g,k,n,n,t,h,p,b,k,s,s,q,e,o,t,s,c,i,a,o,n
t,r,o,d,c,t,b,f,l,e,h,g,e,h,a,f,e,o,l,i,o,f,r,i,f,r,g,a,r,t,d,g,h,o,a,k,d,i,t,k,h,k,q,p,r,f,j,k,d,j
c,h,p,m,b,q,p,h,b,r,n,a,n,p,h,r,c,h,s,f,j,o,g,h,e,q,s,r,o,j,i,k,p,b,r,s,h,r,g,e,q,k,i,c,s,j,p,p,d,r
l,d,o,g,h,j,t,p,o,b,a,b,d,g,n,j,o,a,b,g,h,e,p,f,e,r,t,k,s,t,r,b,d,k,e,o,f,o,j,f,b,i,o,s,b,s,r,i,f,f
r,m,n,j,o,c,d,d,g,k,s,d,o,e,p,c,e,i,j,t,p,q,e,q,p,d,h,e,b,n,r,g,h,j,b,k,i,d,q,b,b,h,p,o,n,n,q,d,o,o
h,r,q,a,i,q,l,l,r,e,i,l,j,h,m,b,d,h,g,h,g,b,j,n,n,q,t,f,n,i,j,f,p,i,g,s,f,o,e,e,t,d,a,i,j,f,i,t,d,o
e,b,k,s,d,g,p,d,b,d,l,c,n,t,r,f,g,o,m,o,h,q,n,r,n,a,c,c,l,r,e,k,p,r,l,s,g,o,c,l,b,n,m,g,p,r,r,r,l,c
j,j,p,m,t,t,c,k,r,i,m,j,e,k,o,n,n,g,m,p,m,m,o,f,o,r,h,r,o,m,q,l,e,m,h,o,p,p,s,h,d,g,p,o,l,f,h,b,p,o
g,g,f,f,f,r,h,c,k,n,c,t,g,i,g,j,p,k,p,l,g,a,t,g,q,g,c,d,p,o,k,t,r,d,d,s,q,d,l,a,d,n,q,s,f,p,e,d,m,l
r,l,r,l,o,d,b,b,k,e,i,p,a,e,e,j,c,r,g,q,s,r,b,r,d,c,b,j,t,p,g,r,e,j,b,m,q,r,j,g,s,r,n,f,b,l,n,k,k,s
a,o,a,r,c,n,j,f,l,r,f,t,r,n,o,m,i,a,t,j,e,e,e,l,n,b,m,o,b,n,q,p,m,p,q,l,l,f,d,k,p,o,r,d,d,m,s,c,m,b
t,j,s,q,d,d,f,l,e,r,k,o,i,q,l,f,j,e,r,e,p,t,b,l,j,t,q,d,m,b,q,s,r,i,c,k,j,a,n,d,j,n,c,b,b,k,j,k,d,c
b,d,o,c,c,e,i,c,o,s,l,d,d,r,g,m,e,s,a,f,t,h,n,i,q,o,i,o,f,r,k,q,e,c,j,g,h,s,e,k,r,s,s,a,h,p,r,a,a,p
j,f,m,g,l,k,q,g,l,e,c,m,p,i,q,h,d,e,q,d,b,f,a,n,d,d,m,p,s,s,h,i,h,i,f,p,e,b,q,p,g,g,k,l,i,h,d,j,p,f
d,r,s,g,q,n,b,k,e,h,m,n,p,n,f,p,p,a,d,o,a,c,o,h,d,o,a,j,d,f,p,r,b,p,f,j,r,e,f,r,n,s,l,j,s,l,c,f,p,i
c,d,d,r,a,s,c,o,r,a,i,l,d,i,e,i,r,p,c,b,k,k,i,j,e,q,e,b,t,e,n,t,p,r,k,n,g,q,c,k,a,i,o,g,m,m,g,h,j,l
g,b,g,d,q,a,s,c,m,i,l,i,f,m,j,l,a,l,i,r,r,k,i,n,e,t,m,q,e,c,s,k,m,i,a,f,a,f,s,k,a,i,e,l,g,d,k,d,p,n
j,c,o,r,a,h,t,h,k,h,q,c,k,a,s,s,g,t,a,s,r,h,g,o,l,s,r,l,n,h,q,t,p,e,k,f,g,r,q,e,l,r,e,m,j,n,b,e,b,t
i,i,q,t,a,p,l,p,c,r,o,c,g,i,k,b,i,r,m,t,s,p,a,b,r,a,f,l,p,a,r,r,g,s,i,h,e,f,g,n,j,q,n,l,p,j,q,o,a,g
k,l,f,r,r,j,o,d,n,i,k,f,m,q,s,c,t,r,n,m,n,q,e,o,j,l,s,q,h,i,p,e,b,r,n,p,r,s,g,a,h,b,g,g,p,k,d,a,c,t
n,j,g,c,g,f,d,m,n,j,g,l,f,h,t,l,e,q,n,p,q,r,n,m,k,c,b,g,f,k,n,e,b,i,a,n,n,t,q,c,l,k,a,d,q,s,b,p,j,h
o,i,f,i,l,c,t,j,o,m,e,c,l,j,b,t,o,r,p,h,g,i,k,h,l,t,d,k,i,o,s,b,d,c,e,i,f,k,h,f,j,q,n,l,k,c,j,l,s,o
d,d,j,b,c,q,m,t,h,j,t,p,k,p,d,t,c,g,b,p,d,r,k,f,r,d,i,e,f,r,h,s,h,q,p,d,t,l,m,t,p,n,l,t,t,e,n,f,k,c
a,b,m,o,f,m,k,g,k,t,t,a,g,l,g,l,n,a,b,e,g,q,t,r,s,s,a,n,e,i,a,a,e,t,d,f,s,g,d,n,m,p,k,q,r,c,t,n,g,o
k,b,r,s,f,o,r,g,s,f,g,r,a,g,t,e,d,k,o,q,r,f,e,k,b,q,m,n,l,f,e,q,l,d,c,t,b,b,i,a,n,i,c,l,g,s,l,e,n,n
s,t,s,k,s,j,c,l,e,h,t,m,k,a,e,t,s,m,i,n,r,d,j,c,k,f,l,f,p,n,e,l,i,b,k,a,m,h,d,n,o,g,j,t,q,h,f,o,m,j
o,k,l,q,a,f,q,o,a,o,s,s,q,q,q,d,o,t,t,q,o,a,l,e,g,i,s,d,c,e,d,g,s,l,m,d,n,f,k,c,h,l,a,c,n,j,d,h,r,n
m,e,m,f,t,n,p,m,g,j,h,b,e,h,j,s,p,d,h,c,c,i,f,e,h,e,t,a,i,g,q,a,h,d,f,l,m,i,t,g,s,f,q,i,q,e,j,f,q,d
k,f,f,l,t,q,r,o,t,r,f,p,d,o,q,k,g,j,a,q,j,o,n,g,l,l,m,s,e,l,n,n,t,m,b,l,a,o,q,m,l,t,b,t,o,p,k,r,h,s
f,p,i,b,f,l,p,g,q,i,e,t,i,n,a,k,b,a,e,n,f,n,k,n,n,e,t,n,j,r,s,a,s,q,b,i,h,q,g,l,m,m,g,n,p,h,k,k,a,c
g,b,e,h,j,g,g,a,h,f,a,b,d,g,l,d,a,q,f,d,o,f,e,q,k,d,p,o,n,r,l,g,l,s,h,l,s,e,c,s,k,n,q,f,j,d,r,s,t,d
h,j,d,r,r,f,a,j,h,q,r,b,l,n,p,l,j,r,a,t,d,h,b,b,g,r,f,c,e,a,n,q,t,j,m,g,t,t,p,c,m,r,i,a,n,i,m,m,n,e
r,r,e,k,s,e,e,h,r,e,p,k,n,h,q,a,b,o,t,n,d,t,q,t,f,l,o,a,l,r,m,l,l,b,o,b,d,e,l,f,l,i,b,t,c,q,h,d,r,p
q,r,q,c,i,q,m,k,t,c,e,l,h,i,o,n,f,a,b,r,r,o,a,s,s,d,b,d,p,q,t,c,j,t,e,p,m,q,f,n,b,i,s,h,m,r,f,g,t,n
q,b,m,r,m,b,f,s,q,b,h,l,a,a,a,i,t,m,t,q,f,c,n,b,i,i,q,b,s,s,e,c,j,h,h,b,r,f,p,b,e,b,d,o,a,p,k,d,o,a
g,b,m,g,d,i,q,g,d,s,s,m,o,p,d,n,l,r,q,r,h,j,r,h,g,f,b,m,p,q,p,q,t,h,c,r,p,p,r,e,m,p,j,n,d,f,q,q,r,n
r,p,s,r,p,q,s,f,l,q,e,f,h,f,d,j,q,m,a,a,q,s,b,h,o,f,d,b,i,j,i,j,r,e,s,s,a,q,k,i,p,j,k,h,a,c,e,i,t,q
g,h,c,f,m,p,o,s,j,m,q,c,b,g,d,d,t,i,i,p,i,r,d,g,t,l,c,a,j,e,k,n,k,g,s,g,r,c,l,e,p,e,c,h,o,l,e,i,h,t
p,c,h,c,c,g,a,t,d,d,p,e,j,c,a,j,q,e,f,s,r,c,b,f,m,l,i,g,i,t,s,j,j,m,f,d,j,d,t,b,g,q,j,m,k,s,g,n,a,p
n,b,e,i,p,a,a,l,g,m,m,p,b,i,b,l,q,o,g,f,p,b,t,m,n,s,q,h,b,b,d,d,d,f,h,d,k,g,h,s,c,r,n,i,m,l,n,m,f,t
r,r,l,h,m,g,g,c,a,j,o,n,i,f,c,l,b,g,l,s,i,c,g,b,e,n,a,r,s,r,d,h,g,r,e,k,m,h,p,o,p,c,o,h,f,h,b,r,r,m
e,d,d,l,r,l,r,i,r,g,c,m,e,a,o,r,b,f,o,d,s,o,d,k,g,d,b,t,b,q,f,h,p,i,j,l,b,n,j,s,m,n,o,c,j,o,p,c,r,m
n,q,q,m,o,s,b,d,m,r,d,q,k,c,l,c,q,h,g,t,a,k,r,e,l,t,r,j,i,b,m,s,h,p,g,s,b,t,f,i,l,g,t,a,h,q,s,l,c,o
j,i,h,q,k,e,a,d,o,b,s,a,h,k,f,j,q,d,d,p,l,o,n,n,p,q,a,e,s,f,q,j,f,m,e,a,a,e,q,o,c,c,c,d,p,s,p,q,t,b
i,i,q,e,a,e,o,m,f,q,h,n,l,d,a,j,k,e,k,k,m,s,q,o,p,m,i,m,b,j,t,p,j,d,b,o,o,s,q,j,l,l,o,e,h,o,e,r,r,p
s,k,d,c,c,g,c,c,f,d,m,o,i,m,m,s,q,c,j,m,g,d,o,s,n,t,h,a,n,p,t,s,i,s,f,r,k,f,m,d,a,o,o,g,s,b,j,q,l,f
p,h,r,p,n,m,e,d,e,o,q,a,n,o,s,q,p,e,t,m,d,b,f,n,o,r,c,i,f,h,n,f,a,c,q,n,d,p,b,o,o,s,g,g,s,k,h,i,d,i
a,h,p,p,o,r,i,f,q,n,f,n,t,h,b,l,h,o,f,i,e,i,o,h,r,b,d,e,h,k,s,t,p,o,k,m,f,p,q,j,a,t,s,s,b,f,a,h,p,h
t,a,l,h,t,f,j,b,s,k,c,l,b,o,j,q,q,l,s,g,c,p,e,q,g,a,e,o,g,t,b,p,l,s,s,q,e,n,p,r,l,b,f,f,f,n,r,i,j,a
j,k,s,c,p,d,a,s,a,m,t,t,b,s,r,s,h,e,f,l,e,a,a,o,b,t,f,o,r,b,b,l,a,j,s,q,m,g,n,t,h,c,l,t,f,d,s,b,t,d
b,p,h,s,r,k,d,d,g,b,t,d,h,t,p,f,q,k,k,b,r,n,l,h,g,p,e,b,t,s,c,t,g,o,t,h,i,q,i,q,t,g,a,m,q,h,l,b,e,s
h,m,e,j,g,a,i,j,c,i,p,r,m,a,c,t,d,p,r,l,g,o,b,t,j,b,h,a,o,c,j,l,d,d,n,j,r,p,b,c,h,b,k,q,d,t,n,p,k,s
b,r,l,j,h,i,p,j,c,l,b,q,g,s,d,o,c,h,b,n,e,s,g,r,r,j,n,l,k,q,k,c,e,j,r,i,d,m,f,e,a,g,a,r,f,c,s,l,g,h
j,p,j,d,h,s,q,d,g,s,t,p,a,k,k,h,e,j,m,j,s,s,l,m,m,q,o,m,g,f,m,g,e,j,p,r,q,h,r,f,o,h,j,h,c,o,h,f,i,p
s,p,t,l,p,c,g,l,d,m,g,n,a,d,d,l,k,t,o,k,p,d,t,h,h,j,s,k,r,s,p,h,g,e,a,m,d,k,c,n,m,g,l,s,d,g,m,c,n,l
c,m,c,k,r,f,q,i,h,m,q,k,c,m,j,q,b,a,l,c,o,m,s,j,s,b,j,a,l,b,d,t,l,b,c,k,m,k,m,l,e,c,p,j,e,e,k,t,b,i
n,p,f,r,h,a,o,h,t,c,d,g,q,h,a,n,d,a,k,r,m,i,h,n,a,d,l,k,m,d,h,f,i,o,i,b,l,k,m,b,b,a,k,j,p,i,l,q,r,l
l,b,k,a,a,c,e,g,j,q,a,r,r,r,g,d,r,h,r,n,e,q,e,h,o,i,n,b,g,s,n,i,l,l,o,q,q,j,s,q,q,r,q,h,d,k,n,q,b,p
k,l,n,i,i,d,l,d,q,g,a,a,k,s,g,h,g,a,o,a,h,i,p,g,j,o,t,p,n,p,n,g,b,i,l,r,i,b,j,q,r,n,q,m,j,c,h,a,l,f
e,a,d,o,m,i,t,b,l,q,r,q,b,f,i,t,i,e,d,b,d,f,e,l,o,f,j,r,j,r,p,f,r,j,o,l,r,s,k,f,g,h,e,j,p,l,n,e,j,i
h,t,b,s,b,t,h,r,m,i,l,n,k,l,b,n,r,l,k,f,h,c,s,j,a,r,f,e,q,i,d,m,e,l,g,e,n,o,p,c,s,r,h,e,t,a,n,b,c,a
c,s,l,c,f,c,i,d,r,g,c,e,k,c,a,o,p,e,a,i,h,q,m,e,d,r,g,d,d,k,s,p,s,n,o,c,m,l,c,m,e,j,e,n,n,b,m,e,f,s
q,g,d,p,l,a,r,t,m,f,i,l,c,i,k,b,e,r,a,e,q,g,k,r,l,t,h,n,e,s,t,p,t,k,g,f,l,h,f,r,d,n,g,n,n,b,g,d,b,b
s,r,h,l,m,n,k,a,q,l,p,t,l,b,h,i,d,k,t,l,a,c,h,n,m,i,r,k,o,t,e,g,t,b,t,l,p,n,p,q,f,t,t,k,g,l,t,t,q,r
i,n,l,b,c,o,l,n,s,e,t,f,l,d,n,m,l,n,r,s,t,j,h,c,d,p,r,l,d,m,n,i,p,s,t,h,c,g,d,o,d,m,h,b,a,s,g,a,p,j
p,q,p,l,h,l,k,n,l,q,c,p,a,c,n,q,a,p,i,a,n,e,e,i,r,l,s,m,e,p,o,p,m,o,c,r,r,g,q,h,j,g,p,h,f,e,f,r,h,i
j,t,t,p,f,n,g,a,k,p,n,d,n,h,l,t,b,c,l,e,h,c,m,i,q,r,h,e,q,m,t,b,g,e,o,h,d,n,l,p,s,c,j,e,o,j,p,s,e,o
i,d,p,f,h,t,c,h,r,g,r,l,h,d,l,f,n,s,d,h,s,a,m,g,h,f,j,d,k,g,q,e,f,s,f,r,g,h,f,n,k,f,c,n,c,p,o,m,n,j
t,i,m,b,n,e,t,h,g,h,d,r,s,f,r,i,s,f,i,r,s,t,g,h,n,f,j,f,g,o,q,j,h,b,n,t,o,i,i,s,g,q,n,c,j,n,b,g,o,m
e,k,k,s,k,g,c,r,c,p,g,f,k,q,h,q,i,b,i,f,p,c,g,n,q,j,q,p,e,g,t,a,h,j,l,c,e,t,a,a,h,j,e,c,f,c,a,t,n,e
c,p,i,j,p,r,q,h,o,r,f,r,h,q,n,a,e,l,m,b,a,b,t,e,c,k,a,c,n,f,s,p,q,j,i,p,h,e,t,a,g,m,l,s,o,p,h,l,f,f
b,t,o,j,s,b,s,m,k,n,t,j,c,a,p,r,d,h,l,e,r,s,a,f,c,c,f,q,p,a,s,h,h,d,d,l,a,l,l,f,d,j,l,g,n,a,j,t,f,t
p,d,n,d,e,k,q,i,t,r,p,s,c,d,g,f,p,r,r,s,f,e,s,o,m,e,q,b,t,a,k,k,i,j,q,c,n,n,o,f,n,g,t,e,o,q,n,f,j,j
n,m,t,d,o,q,n,f,f,p,a,o,d,r,r,q,s,o,s,d,t,c,h,n,n,f,t,c,c,a,q,r,i,j,f,o,e,b,a,g,b,n,d,l,e,q,h,o,g,b
q,s,j,b,e,p,t,m,k,a,r,t,k,h,i,s,m,m,e,r,o,f,r,f,c,t,o,p,o,d,h,n,t,p,m,d,f,c,d,e,g,f,o,r,h,i,l,g,q,t
r,h,b,j,r,h,i,g,l,f,i,k,s,i,o,e,k,p,b,a,r,m,k,k,m,m,d,o,m,r,b,j,j,f,k,d,t,k,g,t,h,d,h,r,n,p,o,t,t,f
e,b,r,m,f,f,o,p,n,q,g,g,g,h,e,q,h,e,q,n,s,r,d,i,q,g,e,o,t,h,c,i,a,d,k,s,a,t,e,l,i,e,r,m,d,d,s,c,m,l
p,q,p,s,q,j,r,p,k,f,q,a,l,t,a,c,s,o,r,j,t,b,s,r,t,s,h,r,h,m,p,o,d,e,q,g,f,a,o,q,q,n,b,n,m,m,e,r,t,n
n,t,f,c,k,f,g,j,l,o,q,i,o,f,f,g,t,g,o,r,j,n,l,k,b,e,f,q,a,d,a,k,o,g,r,s,c,a,d,m,p,t,a,f,t,r,i,l,r,d
b,e,t,r,l,i,f,p,f,o,t,e,p,c,d,c,j,s,m,n,l,t,f,o,n,n,p,t,h,g,c,k,o,b,s,n,d,p,n,d,b,m,t,a,e,f,n,n,t,j
k,m,b,n,d,s,q,p,c,o,b,c,j,j,e,i,o,e,n,o,e,n,m,h,f,n,j,c,s,g,i,i,i,i,r,r,t,f,e,h,f,k,q,i,p,i,c,e,b,l
o,i,g,e,s,a,e,l,c,j,n,a,k,b,f,e,e,k,l,f,a,r,c,e,j,b,c,d,o,g,b,i,n,e,o,t,n,p,c,n,r,c,l,k,m,o,b,b,q,q
o,k,h,h,b,m,k,d,i,h,e,o,d,a,k,f,h,c,c,k,g,a,j,m,o,m,q,q,h,i,q,l,e,s,l,j,k,c,o,p,q,a,q,t,k,e,m,p,f,s
m,l,q,n,k,j,b,c,p,p,c,a,b,i,n,n,e,f,p,j,q,h,p,s,r,l,o,e,b,k,g,a,i,n,k,t,h,r,r,m,l,t,o,d,s,s,a,g,g,n
g,n,l,p,h,j,s,a,d,g,e,m,o,k,q,g,o,a,h,e,o,i,l,d,i,r,i,q,q,l,g,g,h,e,n,o,t,o,k,d,a,a,n,g,t,c,h,n,c,l
f,m,p,i,g,j,k,o,b,d,a,p,r,f,n,n,k,r,c,t,c,c,t,o,g,f,f,p,p,j,c,i,t,n,m,h,g,o,k,a,g,o,j,i,t,i,l,i,h,d
a,r,s,t,m,d,h,l,g,o,j,g,c,d,d,k,q,f,k,b,c,c,m,m,s,m,m,n,r,o,r,n,n,i,a,p,p,k,e,a,b,f,t,l,d,r,i,e,s,g
a,t,h,f,e,m,h,k,q,t,b,i,f,h,o,a,p,b,m,n,d,j,j,p,m,s,d,j,a,d,f,d,n,d,l,c,l,d,b,l,k,a,c,h,k,o,t,c,c,c
g,c,g,r,l,d,i,d,p,g,s,c,n,p,i,r,b,s,n,j,r,i,s,i,c,t,r,q,i,t,i,l,c,k,i,e,h,n,b,a,t,r,h,q,r,o,s,e,r,e
r,s,b,g,o,f,a,m,f,e,p,e,f,p,e,k,j,e,g,l,g,g,r,j,o,e,g,j,n,b,o,p,o,p,f,n,g,e,o,m,i,i,b,a,m,r,q,f,l,e
d,h,q,d,h,s,f,p,a,f,j,q,p,q,p,i,b,t,r,b,f,a,h,l,f,i,k,g,m,n,e,a,h,r,i,g,n,m,s,r,q,k,n,d,l,f,k,k,l,r
p,o,g,t,g,t,n,c,i,l,s,k,k,n,a,c,e,p,a,a,r,r,s,f,t,q,j,g,t,n,a,m,i,t,c,k,a,q,l,r,l,f,h,a,r,c,b,l,q,n
e,b,o,j,f,b,h,j,g,b,i,h,a,c,j,r,l,h,a,l,h,l,o,b,o,h,n,q,c,f,f,k,e,e,k,b,h,l,s,n,c,i,f,k,k,j,r,e,m,m
d,q,i,m,c,b,g,k,d,k,a,r,d,k,d,n,s,t,h,g,c,i,j,i,r,m,l,o,l,c,g,d,i,o,r,i,g,b,g,n,s,h,q,d,b,t,g,l,g,r
d,p,d,p,r,c,q,b,p,n,h,t,p,t,a,i,c,f,d,d,h,i,b,p,t,h,f,c,a,l,j,p,e,f,k,t,i,f,t,d,j,i,a,q,h,m,e,a,o,i
b,b,s,a,c,o,g,p,l,j,g,p,f,t,a,r,l,m,p,j,a,o,f,r,p,t,h,o,t,a,h,i,e,i,p,j,i,a,n,t,j,h,a,i,f,n,a,t,q,o
c,j,p,s,k,p,k,b,n,m,h,a,d,i,q,p,d,n,t,t,j,t,t,a,c,r,i,j,p,s,n,d,r,a,f,f,q,b,c,m,n,r,d,a,m,h,b,g,f,o
p,l,m,p,s,j,q,r,o,p,m,f,n,n,d,n,f,i,d,k,g,t,r,b,m,h,e,b,e,b,t,l,j,k,r,c,l,s,t,k,o,o,r,o,t,h,c,q,a,g
i,l,r,b,g,o,h,b,b,a,r,r,o,r,h,h,b,s,l,f,c,s,s,s,n,p,q,l,t,d,j,f,h,o,l,o,f,f,d,p,r,p,d,a,o,l,e,f,k,r
e,p,h,k,b,i,l,h,j,m,d,k,j,p,l,a,p,j,j,p,r,c,t,h,o,n,h,t,m,p,p,l,r,t,q,n,f,o,t,b,o,m,n,f,c,r,t,i,j,d
q,g,d,a,n,t,i,b,c,k,r,l,l,n,g,c,n,r,p,k,h,r,s,i,p,r,g,l,c,q,e,p,t,c,r,t,r,i,q,h,d,e,h,s,j,t,m,j,r,j
b,o,s,q,a,j,a,o,h,s,i,e,r,s,n,k,h,n,e,j,d,t,a,l,e,e,f,a,r,k,o,i,e,b,h,m,o,g,n,c,j,n,i,q,s,o,d,k,o,d
e,e,b,g,a,c,e,b,l,d,t,r,g,d,p,f,h,i,f,r,j,a,n,o,e,r,c,h,g,m,o,i,n,m,t,l,i,c,k,n,a,j,g,p,s,m,n,f,c,r
l,i,q,h,a,s,p,h,k,c,t,l,s,p,k,b,f,d,j,h,a,h,r,c,q,h,m,i,o,p,q,d,g,e,h,g,m,t,o,j,k,b,g,i,t,o,f,j,i,k
e,m,b,j,a,i,d,m,g,h,e,o,h,q,j,j,r,f,e,d,t,k,j,e,i,p,l,s,h,r,n,k,e,p,m,j,g,o,a,f,d,s,i,j,q,i,p,j,b,h
b,a,i,j,o,l,b,k,o,k,o,s,r,r,r,k,b,n,f,b,j,e,a,r,a,t,f,e,e,q,c,o,c,c,s,f,r,a,r,r,e,g,k,f,c,p,j,s,t,e
p,a,n,j,t,q,n,j,s,m,b,b,p,l,a,b,l,i,l,n,d,d,i,a,l,c,d,d,g,k,q,c,b,c,b,b,e,d,l,m,b,q,o,j,m,t,b,c,k,d
s,g,b,i,h,n,s,k,p,j,l,o,j,l,a,g,e,i,k,o,a,a,s,m,d,t,t,m,k,m,e,s,d,f,i,c,t,r,a,s,c,o,n,i,f,c,l,b,l,g
r,q,l,o,m,r,f,m,p,b,d,e,i,e,r,n,q,j,h,a,o,s,p,t,e,a,m,h,p,i,e,l,a,g,d,e,p,b,d,n,c,n,m,r,l,n,j,g,i,e
l,k,p,d,m,c,s,n,m,n,i,o,l,t,m,m,s,e,e,c,h,f,e,o,r,p,e,p,t,c,s,t,c,j,o,f,c,f,j,g,p,f,i,i,q,n,r,f,q,k
r,j,j,q,d,o,c,a,s,g,s,l,d,p,f,p,s,c,l,p,e,a,a,j,m,g,r,a,j,c,b,b,f,k,l,s,d,c,o,m,t,j,h,e,k,r,h,t,t,t
c,c,l,k,e,c,g,b,l,m,f,t,a,t,j,o,q,k,i,g,l,j,h,b,q,a,t,m,n,d,e,k,k,f,q,g,o,e,i,l,i,i,p,f,b,j,t,p,l,k
k,l,l,q,k,j,g,t,b,d,k,p,j,d,t,t,r,n,m,k,j,j,b,c,n,b,h,m,d,h,f,d,m,d,b,k,a,t,l,e,o,p,i,o,p,a,h,j,i,r
l,d,m,s,n,m,n,t,r,s,a,t,b,t,f,e,s,l,t,d,r,g,h,r,m,o,m,e,i,e,t,h,r,a,p,o,t,e,f,p,a,t,i,n,i,k,h,r,d,k
e,o,g,j,b,a,m,f,k,r,o,b,g,p,g,j,m,k,l,a,e,b,l,p,a,t,h,m,a,q,d,d,i,t,n,p,p,l,o,a,j,o,q,b,k,q,r,t,d,m
f,f,q,m,e,l,g,k,k,l,a,e,l,o,p,p,t,e,a,c,l,r,g,k,o,h,q,k,f,i,l,f,k,m,e,f,o,b,h,n,c,n,s,e,j,a,a,t,s,j
q,t,t,g,q,l,s,n,f,o,n,m,o,t,p,j,b,s,s,m,t,t,f,s,j,m,n,k,d,k,j,t,c,l,o,m,m,n,d,b,k,r,j,c,j,h,h,a,a,c
d,c,s,k,b,a,i,k,h,o,r,r,b,h,p,q,k,e,e,r,s,j,a,m,t,d,m,f,o,s,h,r,q,d,n,h,i,h,a,q,a,r,s,e,b,g,h,g,t,n
j,q,n,e,t,m,r,l,o,e,d,g,a,s,g,d,p,k,a,l,k,p,b,m,e,t,a,h,a,n,m,n,l,s,q,o,f,e,o,l,f,k,j,e,f,j,r,n,p,s
k,o,o,k,j,d,h,e,m,d,h,h,b,g,o,l,a,c,o,m,m,r,q,c,k,s,q,k,c,e,t,m,f,g,o,e,m,e,o,h,s,c,o,a,f,c,p,r,j,s
n,j,q,d,e,d,k,r,h,o,t,s,d,n,r,j,e,f,p,c,p,d,c,e,s,g,r,k,i,e,c,g,i,e,e,q,l,c,e,g,o,p,d,k,j,i,a,k,r,t
i,l,i,r,b,d,t,l,o,c,b,i,r,t,b,e,i,c,t,f,c,p,c,l,s,k,j,a,h,k,e,p,t,l,r,e,d,o,l,t,q,q,b,n,e,d,b,t,h,l
e,f,s,c,j,a,n,b,m,m,g,m,j,c,o,l,n,a,h,j,q,t,f,d,h,n,q,i,r,a,n,q,j,g,q,m,e,o,c,o,d,q,s,c,m,i,q,b,q,h
f,r,r,r,d,p,f,e,d,a,t,n,a,h,m,d,t,j,c,h,s,f,s,i,g,e,f,d,q,h,l,s,f,b,m,d,o,b,h,k,q,m,c,k,g,l,r,r,e,n
