var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50
d,m,f,n,l,e,a,c,h,b,d,i,g,l,o,o,k,a,f,g,i,l,l,h,b,m,d,a,b,o,g,f,n,g,e,n,h,k,f,d,b,c,a,c,d,i,j,o,g,j
d,i,b,n,d,g,b,b,m,a,g,c,a,l,g,l,c,m,j,e,g,e,f,d,h,a,n,g,i,n,g,i,k,d,b,g,c,l,b,h,g,a,b,d,g,g,n,m,a,f
f,h,j,g,c,i,e,l,f,m,a,m,a,d,a,j,o,d,h,d,a,j,h,h,n,o,o,h,i,i,n,c,o,h,m,e,l,l,h,f,a,f,e,f,c,j,g,n,i,g
b,l,g,g,i,f,e,f,a,g,b,m,m,m,i,j,h,n,d,m,i,g,m,j,l,k,g,n,f,d,j,j,m,l,k,i,h,c,i,a,k,i,i,o,l,m,l,k,g,n
c,o,b,h,e,j,f,n,m,e,k,e,h,b,j,c,j,m,c,m,k,j,m,f,a,b,h,i,g,g,i,g,i,b,i,h,a,n,g,e,d,g,i,c,i,b,m,o,m,k
f,e,k,b,h,a,i,e,b,c,m,d,g,l,o,m,m,j,a,e,b,g,h,k,o,e,n,c,i,l,h,g,d,a,h,d,h,o,d,a,o,e,a,k,d,k,j,h,c,o
n,k,i,j,m,a,k,m,c,b,j,b,k,h,b,h,h,o,f,n,g,l,k,f,a,o,l,d,g,j,m,m,j,n,o,k,m,f,b,h,k,b,i,f,c,f,o,c,a,d
g,f,o,e,j,a,k,m,b,o,j,h,m,g,a,b,o,m,d,e,h,d,n,o,b,b,g,n,l,a,i,g,c,a,d,g,d,c,h,b,h,j,n,l,m,g,a,i,h,i
h,d,g,n,i,d,a,n,e,a,h,o,k,l,o,k,k,e,a,g,m,g,j,m,f,e,a,e,b,g,e,f,g,g,b,h,f,l,n,m,i,o,h,c,a,m,l,i,l,e
o,d,c,o,n,j,h,h,d,m,a,f,l,i,e,h,j,m,m,d,h,o,o,e,o,d,h,g,c,a,k,a,h,n,m,b,g,k,i,j,o,l,c,g,d,o,i,e,b,d
m,k,m,j,k,n,e,e,g,h,j,h,n,l,f,b,k,l,h,d,l,n,b,n,f,j,i,o,l,o,m,j,k,l,n,h,j,g,i,h,f,k,c,i,o,k,h,k,e,o
f,k,e,a,i,k,l,h,a,g,i,a,i,a,g,a,c,d,k,j,j,l,i,g,f,g,j,h,a,a,l,f,b,n,k,d,l,l,h,c,h,m,n,l,b,k,d,j,l,g
i,m,j,k,o,d,j,b,l,c,e,f,a,g,e,k,f,h,c,o,i,g,n,o,e,o,c,m,f,e,a,c,k,d,b,g,h,c,k,e,l,o,d,f,m,j,j,c,n,o
l,j,d,m,m,i,j,a,d,n,f,k,g,h,c,l,o,k,c,a,o,a,b,l,l,n,a,c,h,k,k,l,c,e,i,j,g,h,d,m,i,h,e,c,d,m,d,c,m,b
h,n,e,j,d,m,a,b,h,d,e,f,o,m,i,a,a,f,k,i,k,o,e,j,m,j,f,e,b,g,a,g,c,j,j,h,o,c,f,o,b,k,g,l,k,d,o,m,m,m
d,m,l,c,m,f,a,d,j,b,b,e,l,a,g,k,g,a,m,a,a,c,k,g,n,i,j,c,a,d,h,o,n,l,b,o,i,b,f,d,b,j,o,g,l,d,a,c,k,e
n,a,o,a,o,d,e,d,k,o,d,h,o,j,j,h,m,h,i,a,a,n,a,h,j,o,a,j,l,h,o,b,j,d,h,f,d,d,g,l,m,c,m,m,h,d,e,m,k,i
n,d,i,g,c,h,m,a,f,k,e,h,m,b,a,l,j,f,d,n,a,g,a,a,c,b,j,c,g,i,m,g,j,e,j,i,b,b,c,k,k,b,a,d,c,c,a,g,o,a
b,m,o,o,b,a,f,e,i,m,c,h,c,k,b,h,j,o,n,o,f,a,o,c,j,l,e,k,m,f,i,o,l,m,f,j,j,j,o,e,i,n,a,b,l,k,n,b,m,e
l,c,b,g,b,c,l,k,d,d,b,g,h,m,b,o,b,f,g,n,b,o,h,l,e,b,d,b,n,j,f,g,o,d,l,e,c,b,j,c,n,e,c,m,k,c,c,j,d,n
a,i,o,i,k,i,h,e,d,e,m,h,k,b,f,k,k,g,e,f,i,m,b,l,g,l,o,g,o,i,j,o,c,f,m,b,f,n,j,n,b,f,b,d,f,l,m,c,o,b
n,k,m,m,g,g,i,g,l,k,n,i,h,k,o,b,n,f,f,f,l,b,e,n,n,e,g,o,n,g,n,g,b,m,j,b,m,b,h,h,a,l,n,o,h,h,a,o,g,b
j,j,i,f,m,d,i,c,k,h,c,n,c,d,k,d,b,g,j,j,a,j,i,f,o,e,m,d,b,o,g,d,a,f,m,e,m,b,a,f,f,e,d,a,n,e,k,h,h,k
j,g,o,h,f,d,e,f,b,a,n,a,a,i,l,k,c,d,n,m,k,c,g,k,o,l,a,l,a,f,o,l,l,l,n,i,c,o,b,f,a,l,n,f,g,i,i,b,a,b
n,l,b,i,m,m,m,k,i,a,f,m,m,f,b,c,b,g,b,i,l,d,h,i,i,d,l,b,o,b,j,n,a,a,j,g,b,b,g,b,m,f,k,k,e,k,e,f,h,j
a,b,k,k,c,k,f,l,b,g,i,l,j,g,d,m,n,c,m,i,n,b,o,i,h,i,o,b,j,d,c,e,l,n,f,d,l,b,h,f,n,k,f,j,k,f,c,b,l,m
b,l,l,j,m,d,n,h,c,j,b,b,k,j,o,h,d,j,m,h,a,c,k,f,g,n,o,f,f,h,h,g,d,m,i,h,d,h,f,e,l,k,b,b,d,l,e,d,g,d
l,g,f,e,h,i,c,g,e,g,g,e,h,j,d,g,o,c,c,h,o,g,h,l,o,m,n,f,j,e,k,h,j,c,i,k,n,f,g,m,e,c,c,n,e,d,i,f,l,e
h,f,j,f,b,h,b,h,a,j,d,e,d,l,a,h,g,a,c,o,i,c,f,h,c,m,l,a,d,m,j,e,n,l,d,k,i,j,i,b,m,e,l,j,f,g,h,g,b,c
i,f,n,m,a,m,c,c,f,c,o,d,k,b,b,g,k,o,b,e,k,f,c,k,d,f,b,l,n,e,a,e,k,h,f,k,c,f,n,b,a,k,b,d,n,b,j,n,d,f
l,a,f,i,l,i,o,d,f,n,a,a,b,a,b,n,g,g,h,n,o,h,e,f,e,o,o,m,f,m,k,f,i,e,f,d,a,e,k,k,h,j,c,m,k,n,i,f,l,o
i,c,a,o,j,g,k,b,b,l,j,h,m,c,o,m,o,h,a,g,n,f,b,m,n,k,g,o,m,l,a,e,h,n,b,a,f,l,d,j,g,b,n,o,m,d,f,g,c,k
o,m,j,d,e,b,f,i,j,b,c,j,h,d,h,n,k,l,o,c,c,l,l,a,f,n,h,k,l,d,a,e,j,h,j,k,c,m,j,g,d,b,k,j,f,j,o,a,o,a
h,g,n,i,f,f,g,j,d,d,o,g,b,f,c,d,c,e,j,l,b,o,j,i,m,k,j,c,c,h,b,l,g,m,c,g,d,b,c,g,h,o,b,a,m,l,l,k,o,f
n,i,m,c,e,e,i,b,c,e,i,m,m,h,f,f,m,d,f,f,l,d,l,h,e,a,i,k,b,j,k,h,c,n,c,e,e,c,l,g,i,j,l,g,d,a,g,n,n,k
a,o,d,b,k,l,a,d,f,n,e,o,l,a,f,b,k,a,m,a,l,f,f,c,a,j,e,e,e,n,n,n,h,j,o,l,f,e,b,f,o,f,e,m,k,l,m,c,j,d
b,e,j,n,e,k,l,c,g,h,h,a,d,m,f,m,i,c,c,f,n,n,l,n,d,h,h,a,d,g,b,a,j,o,b,l,a,c,k,n,i,f,b,b,n,k,k,i,m,a
m,j,d,o,a,b,d,h,n,b,j,j,a,j,i,c,h,n,c,n,e,b,j,l,a,d,b,j,a,b,h,i,d,a,i,j,f,h,c,b,f,d,f,c,h,e,g,d,a,a
h,k,d,j,k,f,c,g,o,l,h,b,i,h,j,k,b,j,h,d,l,e,n,i,m,n,e,m,n,e,f,d,c,f,i,o,a,o,i,n,j,h,k,n,i,e,k,c,n,a
o,a,c,c,l,o,o,f,d,c,c,b,g,c,c,o,e,o,k,f,e,h,e,e,a,a,b,c,g,g,k,i,a,e,d,f,o,f,j,j,i,d,n,h,n,h,g,h,o,n
d,n,g,a,n,e,n,k,a,h,e,c,k,l,c,j,k,a,g,o,m,l,n,g,g,f,i,a,o,i,k,g,o,d,b,e,o,n,h,i,l,n,g,g,b,g,m,f,a,o
d,n,e,a,i,h,n,n,g,c,h,d,f,c,i,g,i,e,l,g,h,f,l,g,b,c,g,e,j,k,f,d,e,g,n,a,a,a,a,a,d,a,c,a,g,o,k,e,b,m
d,d,m,a,f,a,b,k,e,l,d,h,e,f,o,g,m,c,o,j,l,l,g,d,f,a,a,e,l,h,h,h,o,m,i,f,m,e,e,j,o,b,c,h,n,d,o,l,j,l
b,n,d,k,g,n,f,a,b,b,j,j,e,m,l,b,l,f,l,a,e,l,b,a,k,e,o,c,i,j,n,c,i,o,h,f,o,d,i,o,a,a,c,n,d,m,l,e,d,m
n,h,a,k,j,d,k,k,b,j,j,l,h,i,e,b,l,m,h,d,h,n,g,h,e,m,e,m,b,g,n,n,l,a,i,i,g,a,n,n,a,i,n,d,l,h,d,f,d,b
o,n,m,c,b,g,o,m,m,o,e,n,d,h,i,k,e,a,g,n,c,h,l,c,n,n,h,c,a,m,o,l,m,k,g,k,h,h,g,e,l,m,o,g,c,d,a,g,g,n
i,d,g,g,h,e,f,o,j,o,o,j,l,i,f,h,h,g,d,g,k,l,e,o,d,c,m,f,c,h,e,m,e,d,i,c,d,j,k,f,i,d,a,l,f,c,a,k,l,a
l,f,j,l,b,o,o,g,m,g,i,m,h,i,o,c,g,c,m,j,g,j,i,g,g,m,h,m,l,l,j,f,a,o,c,g,k,k,b,o,e,a,m,m,l,f,o,l,h,i
c,f,n,j,o,g,d,h,k,b,a,o,d,g,j,o,e,a,b,l,b,e,b,h,b,c,e,d,o,j,e,k,f,m,o,f,o,g,f,o,m,b,o,b,h,i,g,g,i,i
l,b,a,f,h,j,a,a,o,h,g,b,n,l,m,b,i,f,d,f,o,a,c,n,d,m,a,c,j,f,h,c,k,a,n,f,f,o,i,i,g,d,k,o,d,c,h,h,c,k
h,f,j,n,d,m,a,f,c,h,l,k,a,c,i,k,d,f,k,h,m,d,m,g,j,o,g,h,e,c,m,k,j,b,h,a,e,g,h,d,j,j,m,b,e,j,c,i,j,f
g,n,n,j,n,c,l,c,j,e,a,b,j,a,d,o,b,o,b,d,h,l,l,l,c,e,f,j,g,c,e,g,n,d,e,f,c,o,j,k,j,d,b,j,k,l,m,l,d,h
o,l,a,n,d,c,a,i,h,b,k,i,j,e,f,g,o,d,l,d,n,b,i,l,g,h,b,o,e,h,j,b,a,e,k,b,a,a,a,a,d,j,a,c,l,e,g,d,c,o
d,o,o,k,b,h,b,k,g,j,o,e,h,o,h,j,f,n,m,o,k,f,l,j,n,l,c,f,m,a,c,a,n,h,i,k,m,a,a,l,c,i,h,a,n,d,f,b,k,j
a,a,m,e,f,a,o,l,l,b,a,o,c,i,m,f,d,l,n,b,d,k,h,i,m,g,b,e,l,i,n,e,f,j,m,c,m,n,k,o,o,d,l,f,c,h,f,d,f,a
k,f,d,k,k,o,e,f,d,i,j,d,o,m,k,m,b,d,g,e,g,o,e,e,l,a,i,k,n,d,h,f,l,c,d,g,o,c,l,o,n,d,n,g,m,e,m,g,b,k
f,c,b,m,b,h,n,f,j,h,o,f,g,f,j,b,a,h,l,k,m,f,o,j,j,f,i,e,n,h,m,e,k,h,n,b,a,c,o,l,o,e,n,g,a,j,d,i,c,b
k,o,l,m,b,o,m,a,h,f,n,k,c,d,c,a,h,k,j,h,h,n,g,g,d,l,o,h,e,j,n,d,j,h,c,g,f,f,e,o,b,g,d,b,g,c,f,a,o,i
n,f,o,o,h,l,d,j,m,n,f,m,e,m,f,j,h,h,h,o,n,d,c,h,b,e,e,c,e,m,e,d,l,m,a,c,c,h,l,c,i,b,g,n,m,d,a,m,c,b
c,n,n,h,i,o,m,d,j,k,m,h,g,m,o,n,b,g,h,g,n,a,a,c,m,m,l,o,n,h,e,a,k,h,d,h,d,e,l,o,a,d,j,k,o,j,d,b,m,m
k,n,l,b,e,o,n,g,n,m,d,j,k,o,o,m,c,e,h,o,h,n,e,i,g,e,n,a,c,m,d,n,c,j,m,o,g,a,m,m,f,h,m,h,h,k,d,i,i,g
k,h,d,i,d,o,k,f,h,m,o,b,f,j,d,g,m,o,f,k,f,l,h,l,j,k,m,g,d,a,k,i,a,i,j,i,j,h,l,a,f,o,c,l,c,d,g,b,a,e
b,o,g,f,d,f,m,d,d,e,f,g,o,o,l,j,c,g,h,c,n,l,d,n,a,k,l,i,o,k,l,m,o,h,e,g,g,c,k,e,a,j,h,l,f,e,m,b,o,n
n,m,d,g,m,j,k,n,o,o,l,l,i,i,i,e,j,n,m,g,d,o,n,h,j,o,o,k,h,a,n,b,g,e,d,a,m,h,k,d,e,a,f,d,j,e,o,n,n,d
a,l,f,e,e,b,a,k,f,o,o,n,o,d,d,k,f,k,i,k,j,j,a,f,m,h,o,l,i,m,e,c,h,i,d,m,o,o,o,g,c,m,h,l,h,m,g,e,a,j
e,k,i,i,i,i,a,e,c,l,g,e,c,n,h,o,c,m,o,b,k,f,g,j,a,h,m,g,o,e,k,o,o,b,e,b,m,g,k,n,e,d,g,n,h,c,k,c,g,a
b,n,d,k,j,a,g,i,i,j,l,o,d,h,j,i,a,o,h,d,k,h,h,i,o,g,l,m,c,l,k,o,d,h,o,g,l,m,l,i,a,d,g,a,c,o,j,o,c,d
k,i,h,e,a,a,g,j,n,d,a,a,g,n,o,j,d,a,a,o,k,e,o,n,h,d,i,g,f,o,m,d,e,d,g,m,g,e,e,m,e,g,k,l,e,h,g,i,h,l
i,o,f,m,d,n,n,j,b,k,g,l,f,j,o,k,a,k,d,n,k,f,a,b,i,n,m,m,o,n,m,k,o,m,i,o,d,a,g,m,a,o,d,d,n,b,a,i,h,e
f,g,m,g,b,j,b,o,l,m,g,d,j,c,c,i,k,k,m,h,n,g,i,c,l,h,n,o,d,i,b,j,e,b,c,a,j,j,d,a,j,d,h,j,a,h,e,n,d,n
f,m,l,j,j,l,h,g,g,k,a,d,n,m,g,o,b,a,c,i,k,n,m,a,f,k,i,m,f,d,h,b,n,i,e,c,d,g,k,c,e,c,h,f,a,m,m,a,c,a
d,m,h,m,l,e,l,k,l,c,m,d,a,o,j,l,g,h,j,d,n,o,e,b,o,k,b,g,e,m,j,c,l,g,c,d,i,a,k,g,c,a,o,j,j,l,k,o,l,c
o,d,e,i,i,f,i,l,f,o,k,h,h,i,m,c,f,j,a,f,g,f,m,n,j,l,e,l,d,m,n,h,h,n,n,l,j,m,a,k,n,e,f,m,o,k,l,a,i,h
g,f,m,k,g,e,o,c,o,m,c,h,m,l,n,l,e,j,l,d,k,h,d,o,o,a,n,k,e,d,a,k,k,e,j,l,i,i,i,d,f,f,f,c,k,c,h,g,j,i
f,f,o,a,c,c,o,e,j,a,d,m,c,g,k,m,o,c,c,g,g,d,d,a,i,l,e,c,e,g,g,a,h,k,e,d,k,e,i,j,d,g,e,d,e,f,j,n,l,a
b,b,f,k,d,c,a,g,g,l,e,e,n,j,l,d,d,n,k,o,l,l,i,h,m,e,j,i,o,f,m,o,n,h,n,g,e,k,d,k,o,n,k,c,b,m,e,o,b,m
c,j,o,l,f,f,h,n,a,k,d,i,f,i,e,k,i,i,j,c,g,e,h,m,e,f,c,b,e,h,e,c,a,i,c,o,n,c,f,g,a,j,c,k,c,d,d,k,g,j
o,i,i,b,d,h,l,a,n,l,f,c,j,d,j,n,i,i,o,e,c,o,o,m,h,m,j,d,b,h,k,k,d,e,o,o,b,g,g,i,j,n,l,a,n,e,k,k,h,n
g,i,j,o,o,j,l,e,i,j,m,d,g,o,c,g,l,c,l,n,d,b,k,e,i,l,j,f,c,b,d,k,c,i,d,d,d,a,h,n,o,f,i,f,c,a,k,i,o,d
k,i,i,g,d,e,o,n,e,n,m,h,d,i,b,f,n,j,a,m,e,n,i,l,f,k,n,g,j,a,h,b,k,c,a,k,d,e,k,f,k,e,m,g,g,h,i,k,a,f
m,g,o,l,b,c,b,l,k,k,f,k,g,g,j,c,n,i,g,l,i,a,m,f,e,m,c,o,e,i,j,a,j,f,l,b,k,n,f,b,o,k,m,b,n,g,n,h,k,e
e,f,i,o,e,g,i,n,d,l,n,a,c,b,e,n,j,h,f,a,o,a,m,g,i,o,b,e,n,i,m,a,j,a,d,d,b,g,n,c,k,f,d,c,k,o,n,n,l,h
e,b,c,i,g,h,k,a,c,k,d,l,k,c,j,a,f,l,o,b,k,g,b,h,k,k,o,o,n,g,a,c,d,d,b,o,b,j,h,o,g,l,h,i,h,e,h,n,b,d
