var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50
p,c,t,p,b,i,q,f,p,e,n,b,d,h,g,b,s,d,t,i,n,i,k,e,j,q,b,m,r,a,a,c,a,n,f,p,f,d,e,g,e,q,g,r,b,p,k,a,j,n
r,g,j,t,p,m,s,f,a,k,j,f,s,a,a,c,m,b,j,s,h,l,s,j,k,o,e,e,p,h,k,e,a,f,a,j,i,n,r,t,p,b,a,r,k,m,k,c,f,f
e,m,i,h,m,j,d,g,m,f,r,b,q,t,l,k,s,n,i,e,c,t,q,t,p,r,o,o,k,c,q,j,j,t,g,l,o,c,i,h,h,o,o,q,b,r,h,e,l,t
d,t,e,o,o,i,m,i,e,c,n,e,h,c,a,n,b,h,j,j,g,j,a,q,f,c,o,o,j,q,s,e,j,e,o,n,n,i,r,l,d,f,o,e,f,m,a,o,s,o
r,j,m,f,j,m,s,i,e,k,f,n,f,h,a,b,p,s,o,j,n,o,j,c,h,k,o,a,r,j,o,r,s,s,j,c,l,m,b,g,g,c,c,d,d,d,s,d,i,f
i,j,p,p,l,m,g,n,l,q,a,d,c,i,n,q,a,p,i,g,t,r,b,f,f,p,p,f,t,q,q,a,k,r,d,p,q,q,p,a,l,t,s,i,n,j,n,e,g,q
i,n,f,m,l,q,i,j,c,h,k,d,j,o,r,k,d,i,c,p,h,n,o,h,e,h,s,s,l,r,g,k,k,i,l,f,g,m,h,d,c,s,q,h,q,a,d,f,h,m
p,e,r,j,i,f,m,a,o,l,k,q,p,m,m,p,j,p,t,f,i,a,r,k,g,b,l,n,t,i,m,i,l,l,o,n,a,m,q,l,l,m,r,e,s,f,l,m,r,o
k,b,d,t,g,f,e,c,i,a,g,d,p,q,i,r,d,m,i,l,o,l,k,p,r,d,a,t,r,b,o,g,q,c,b,h,j,e,q,g,l,a,n,n,k,d,s,p,s,t
q,a,p,q,s,d,q,p,k,a,q,t,q,h,j,l,d,m,n,m,c,n,r,b,c,f,q,q,a,b,o,s,h,o,p,a,g,s,s,m,t,q,h,r,f,l,i,n,j,d
t,b,l,q,n,o,l,b,j,b,j,f,d,b,k,a,o,k,g,a,t,t,b,p,f,q,f,s,s,a,e,c,o,k,q,o,b,b,m,l,n,b,a,e,o,r,r,s,p,n
r,t,k,l,l,m,b,h,d,p,i,k,k,h,c,e,p,k,h,r,p,f,o,g,s,b,e,p,t,a,h,t,s,o,j,l,b,a,g,k,n,b,p,c,b,l,d,g,l,f
o,e,g,o,m,g,f,j,s,h,p,o,b,h,o,g,c,l,n,f,c,o,g,t,f,k,e,g,m,m,c,k,j,r,k,b,p,s,a,k,n,i,g,d,h,q,s,c,t,o
l,a,c,h,i,k,c,q,j,j,q,n,m,t,q,d,d,g,e,a,s,t,e,j,i,a,m,l,r,q,r,l,j,m,g,i,s,g,o,k,o,g,d,j,d,b,o,m,k,d
p,r,t,k,c,b,j,b,e,k,e,f,k,d,c,e,c,j,h,b,l,b,q,g,p,n,d,r,c,o,a,s,m,h,f,j,i,c,n,t,r,n,k,n,g,a,t,l,h,g
b,n,b,d,h,l,a,q,f,f,f,s,k,i,s,d,q,t,o,r,j,r,b,o,c,c,j,l,r,i,o,g,d,n,s,c,j,e,j,f,j,k,o,p,e,m,s,l,a,o
h,p,t,m,g,r,o,s,b,l,r,t,t,o,g,c,a,l,a,l,p,e,d,q,f,p,s,n,i,t,e,a,p,a,c,j,c,m,q,c,h,c,l,o,k,k,b,e,i,b
k,g,f,a,o,a,i,l,i,n,r,c,j,q,g,k,n,f,m,e,i,l,p,o,p,m,b,p,f,i,c,c,n,c,t,b,t,f,n,t,t,m,c,e,t,l,k,t,j,s
a,e,c,o,h,t,l,m,l,g,n,a,l,l,q,b,s,a,n,o,f,a,a,a,e,l,e,f,c,r,l,t,s,r,t,m,h,c,m,n,m,n,c,s,g,i,i,l,n,e
t,b,a,m,i,p,m,o,s,f,b,j,s,t,a,l,i,p,o,b,s,a,o,g,h,i,q,e,p,n,t,n,m,q,f,m,c,c,t,j,k,f,i,t,g,g,f,a,o,f
b,h,g,g,b,p,r,a,d,k,p,l,n,i,l,c,t,q,i,i,a,p,h,l,m,h,h,d,f,g,p,l,a,k,p,h,d,n,l,i,t,q,t,g,c,l,a,m,t,r
r,i,q,a,g,t,m,p,m,n,e,q,l,f,g,s,m,h,o,m,m,i,d,o,k,n,p,a,h,r,k,n,l,i,h,p,k,r,t,r,i,k,k,e,c,j,n,g,h,k
j,i,o,c,d,m,b,q,h,m,b,k,e,q,i,o,p,i,o,a,k,s,d,n,l,f,c,k,l,p,q,r,d,b,e,g,i,r,f,p,m,g,m,f,h,h,j,q,s,g
k,s,q,m,n,b,k,n,c,o,m,k,d,p,q,o,a,l,k,p,b,i,e,n,n,j,a,a,f,k,a,q,i,s,j,a,g,l,m,m,s,i,b,k,l,b,m,k,s,m
g,e,k,e,a,d,i,s,h,p,i,p,c,o,t,d,k,t,d,p,a,t,r,b,r,d,c,o,r,h,l,p,r,p,d,s,t,j,h,a,o,f,m,k,s,e,f,j,r,n
k,r,t,h,l,n,b,g,l,k,l,m,k,q,n,s,s,e,t,l,q,n,h,b,b,r,s,k,n,j,h,r,r,h,e,n,p,m,h,t,r,f,e,m,p,t,f,r,q,i
a,g,e,f,j,s,d,m,t,t,f,o,p,l,f,d,s,r,r,e,b,q,f,g,e,o,n,c,m,n,k,q,b,t,c,k,c,p,n,m,i,c,i,g,i,h,q,i,f,c
b,j,g,d,t,s,f,b,r,r,l,e,b,c,s,k,k,k,a,i,f,h,d,t,r,o,o,r,l,b,e,h,a,i,e,s,k,c,k,a,t,f,l,l,i,f,t,i,f,p
o,l,o,h,e,c,i,l,e,f,h,t,t,t,a,h,t,i,k,r,f,q,t,f,f,i,g,e,f,k,s,j,i,q,s,l,a,a,m,f,q,h,g,a,a,d,o,b,e,n
r,k,q,s,o,m,d,t,a,k,s,b,s,n,g,t,r,s,a,i,l,o,l,a,e,n,g,f,m,t,t,h,s,p,j,m,p,i,q,c,c,h,e,c,t,q,l,o,i,p
d,a,s,l,g,d,m,e,n,m,h,t,f,i,q,s,s,p,o,p,n,s,b,t,m,t,h,r,r,n,q,d,e,p,o,l,r,r,b,o,h,c,j,o,k,f,s,l,c,k
p,s,p,g,e,m,i,q,s,e,d,k,r,p,f,d,t,t,r,l,c,a,g,a,k,r,o,b,h,r,s,m,s,k,g,s,r,d,c,h,m,p,l,c,l,e,t,h,m,f
h,s,s,p,c,t,a,m,i,o,e,h,r,l,b,t,p,t,p,n,f,p,n,g,i,i,a,k,o,d,b,e,l,g,l,t,i,e,f,e,j,o,c,k,b,j,m,l,q,t
n,k,s,q,e,s,e,d,a,c,k,c,d,n,o,c,f,g,b,a,t,s,c,o,c,m,g,d,m,g,b,b,h,j,q,g,e,k,k,o,b,l,m,t,b,e,a,o,s,h
l,l,r,j,t,q,j,m,b,g,k,s,a,h,h,l,j,s,j,l,n,r,o,k,g,q,k,s,p,j,o,s,c,n,f,q,n,n,l,s,l,j,e,s,p,s,h,d,f,k
o,c,r,r,e,t,s,n,d,o,i,p,k,r,d,j,h,b,f,e,l,p,d,t,b,f,q,m,j,q,t,e,s,r,s,j,e,c,i,r,b,c,n,o,l,b,n,h,t,h
e,q,h,a,e,d,f,j,r,n,q,t,i,l,o,m,k,r,m,r,l,r,c,m,l,o,b,c,a,t,o,e,t,g,p,d,p,m,h,i,h,i,b,h,c,o,t,c,l,q
t,d,p,g,a,c,t,a,m,h,j,i,h,k,j,s,t,c,d,o,e,l,f,q,n,j,c,e,c,p,i,b,r,o,m,b,b,n,l,j,m,b,b,d,o,n,t,c,g,f
r,a,q,t,l,r,i,j,j,c,b,c,h,o,g,e,d,a,t,n,d,g,d,l,d,f,e,b,e,h,n,g,p,h,b,e,j,f,e,e,o,b,o,i,q,r,t,s,i,l
f,m,j,c,s,b,b,k,g,m,t,p,c,c,o,a,e,c,e,l,b,m,l,d,t,j,g,b,d,i,n,o,k,m,n,q,f,f,t,a,t,p,a,g,d,t,c,i,t,l
j,f,j,a,s,a,s,p,r,s,i,n,f,d,f,q,k,a,t,e,i,q,g,m,s,m,g,i,k,t,h,l,k,h,t,r,p,e,e,c,d,h,j,o,r,a,q,n,f,e
j,j,a,n,d,b,i,i,a,h,k,m,f,k,s,j,f,c,l,f,i,r,g,s,n,g,t,k,q,t,t,o,a,d,i,m,g,e,q,e,o,k,p,e,s,b,s,p,p,o
c,g,p,h,d,c,q,b,s,f,s,j,d,h,g,d,m,l,f,f,i,m,b,a,k,m,t,f,q,o,g,g,a,e,j,d,b,m,e,e,s,h,m,l,h,i,c,l,s,t
f,i,k,e,i,s,l,m,t,k,r,r,a,j,s,c,d,f,r,a,b,e,m,b,q,b,r,q,a,m,n,i,t,h,i,h,i,l,e,s,b,o,m,l,b,f,c,s,s,s
d,b,r,a,d,n,i,q,b,j,t,c,b,h,l,i,g,h,s,s,s,t,l,e,p,g,i,m,b,g,m,t,g,d,k,h,a,k,k,t,q,f,m,i,o,b,o,r,i,n
q,c,o,o,e,l,e,d,f,r,s,c,f,m,c,i,f,j,d,l,m,n,a,e,s,p,s,l,o,t,q,m,m,p,s,i,p,p,k,o,h,e,i,j,g,b,b,g,p,g
j,p,a,e,g,m,q,k,i,o,c,q,s,j,k,k,p,d,i,l,a,t,f,f,i,j,p,i,o,h,o,r,q,j,b,o,a,s,d,s,t,k,h,i,e,n,p,g,g,l
h,a,f,f,e,q,t,g,f,o,g,p,l,s,h,k,t,f,o,j,i,e,c,o,n,d,a,i,f,o,d,s,r,n,d,l,n,o,t,n,c,t,k,l,j,b,o,j,k,i
j,s,c,q,l,e,l,b,l,s,b,i,r,f,b,e,h,m,t,r,q,k,t,j,i,i,m,p,i,r,q,d,o,s,i,h,p,h,g,n,g,f,k,l,t,r,f,b,p,r
p,o,r,f,b,b,r,g,i,h,a,r,m,n,p,m,m,e,j,q,o,j,s,n,f,n,q,k,o,j,b,b,a,k,t,q,e,e,f,t,o,k,r,d,b,j,r,t,h,g
b,a,l,n,m,l,f,d,n,h,l,s,d,q,p,t,i,r,m,b,e,m,h,q,c,p,o,g,a,m,s,l,f,o,a,k,q,d,m,b,m,q,b,r,l,e,o,g,o,q
e,g,h,j,g,s,f,p,s,l,m,m,j,g,p,e,g,h,a,o,o,j,k,j,o,m,o,h,f,b,f,l,q,f,d,d,o,t,t,q,k,l,o,l,q,c,c,h,t,t
j,p,i,n,c,m,t,e,p,r,c,e,i,t,j,t,b,b,p,a,i,l,f,p,g,s,i,o,r,k,d,d,t,b,o,o,p,t,f,m,t,b,h,i,q,l,f,h,k,m
f,l,q,e,j,c,k,j,m,s,o,s,g,c,c,b,e,b,g,g,c,s,t,n,j,d,b,c,s,n,d,j,o,j,b,g,h,e,s,q,j,n,q,c,m,n,h,h,p,q
c,k,g,c,b,m,j,h,r,p,j,f,q,b,p,c,d,e,k,d,l,g,m,g,l,m,q,m,b,o,e,k,e,k,d,c,c,t,o,d,p,k,s,b,q,b,p,a,c,a
h,g,c,m,c,h,k,q,n,l,r,k,e,k,g,r,c,f,i,e,b,o,k,h,d,r,f,j,s,p,a,f,i,n,m,s,s,g,k,n,j,p,j,i,o,m,e,r,a,o
d,f,n,k,n,l,i,s,e,j,t,q,f,t,b,q,n,c,o,s,e,c,o,d,d,f,n,p,s,o,k,p,c,q,r,j,r,r,i,p,r,g,i,o,d,g,l,p,r,r
a,k,n,g,m,m,t,f,n,q,k,o,q,o,q,o,n,d,b,l,h,i,e,m,h,i,d,o,h,k,l,d,l,g,r,p,h,t,i,h,m,a,m,f,d,s,t,f,b,m
i,m,d,q,g,f,g,o,q,n,g,p,b,s,j,d,k,k,a,m,g,h,m,a,c,q,n,c,m,k,t,p,g,m,m,f,b,m,c,c,h,j,f,h,r,s,l,o,h,s
o,c,b,t,q,o,j,l,c,m,a,j,q,a,q,b,n,p,g,c,s,p,i,h,n,r,i,j,n,g,i,p,p,r,i,n,c,l,h,n,n,r,f,q,r,f,i,p,g,i
r,t,h,t,c,f,s,t,j,s,d,j,b,n,m,i,s,j,p,o,g,t,e,b,g,b,k,b,f,b,c,i,l,k,n,l,l,m,g,a,g,p,i,j,l,i,m,i,r,f
t,o,f,p,f,k,d,k,e,k,f,b,n,e,i,t,t,j,t,j,j,c,d,o,i,q,d,c,r,r,q,m,m,d,g,h,o,p,l,b,l,o,l,c,g,a,k,b,n,p
i,e,j,n,r,o,m,k,b,a,j,c,d,n,n,n,e,r,n,b,q,h,s,n,g,b,f,j,q,g,g,p,s,d,l,p,i,s,m,l,d,a,e,k,e,p,o,d,r,n
b,r,j,j,s,o,b,f,t,h,q,m,p,f,h,t,o,m,g,c,p,i,f,s,e,j,j,r,b,t,m,o,t,j,e,q,b,k,j,d,m,n,d,n,d,g,c,l,f,b
k,c,i,g,r,m,l,j,q,q,a,d,s,g,f,t,q,d,l,c,k,l,i,l,b,d,j,g,e,i,k,k,n,f,p,n,e,l,e,d,l,b,i,d,c,q,s,c,i,o
m,l,i,p,n,t,c,f,t,p,g,i,f,a,a,h,q,p,n,e,s,s,l,d,s,l,k,c,q,a,n,i,s,s,j,h,n,c,n,t,m,h,o,g,p,m,b,d,n,l
g,e,j,j,q,o,b,o,n,p,h,p,k,a,g,r,o,k,k,f,a,f,l,h,m,d,l,t,k,r,p,d,i,f,k,e,p,d,r,o,p,m,f,d,k,g,g,f,t,k
q,d,p,m,g,p,h,k,p,t,t,t,c,l,g,r,d,d,o,s,n,a,r,a,j,h,i,t,m,j,a,e,b,h,b,c,f,d,s,h,p,l,f,c,h,j,g,h,m,g
j,c,s,a,i,l,e,k,p,r,r,m,n,j,s,m,h,o,i,j,d,t,f,h,h,i,t,t,r,i,l,r,e,r,c,b,o,g,r,b,q,l,n,t,g,l,c,b,m,n
s,b,e,k,n,b,h,a,s,c,i,l,c,b,q,f,h,f,q,a,f,t,i,p,l,d,s,p,f,i,t,h,d,o,b,f,s,f,t,a,i,p,o,n,n,c,d,h,l,d
o,r,e,n,p,k,p,b,o,g,j,i,i,n,p,o,q,q,n,o,g,q,c,h,g,c,f,h,a,b,c,r,t,l,s,i,e,o,i,c,l,k,n,h,g,j,f,s,q,e
j,n,k,a,n,j,p,n,j,q,c,f,j,o,f,q,e,h,c,j,q,f,c,t,h,i,d,k,m,m,l,r,s,q,r,t,t,o,n,k,d,e,q,b,d,o,c,k,m,q
o,t,j,k,d,t,l,k,k,o,n,o,b,j,f,s,a,l,g,o,e,f,b,d,k,l,q,m,a,b,o,t,a,f,i,d,k,c,l,q,m,p,h,p,p,s,g,s,k,t
q,s,o,l,e,i,n,m,n,m,a,f,j,k,m,n,j,j,c,a,c,t,k,g,s,m,e,g,f,r,t,e,h,a,j,n,m,t,d,c,k,a,k,k,q,g,e,n,f,s
k,n,m,k,a,b,s,a,g,q,q,h,b,r,j,e,p,s,q,s,m,j,l,g,s,m,q,h,k,m,b,f,e,h,b,c,m,i,d,g,j,p,k,m,e,m,t,m,m,g
g,d,q,k,p,o,c,f,l,s,r,f,i,n,m,g,a,j,t,b,t,s,e,o,f,h,e,s,h,h,r,n,q,a,q,e,r,m,l,m,f,n,d,d,d,r,n,i,n,r
n,k,b,n,d,q,g,h,m,d,a,n,j,d,r,l,g,f,o,q,i,k,t,e,g,p,b,g,d,m,g,r,l,i,l,r,f,p,k,d,o,t,l,e,m,n,e,t,l,r
f,q,o,p,n,d,q,m,i,f,s,m,j,n,t,r,g,j,j,l,g,h,a,q,f,e,d,a,e,b,i,e,t,o,m,g,m,s,f,c,b,f,a,g,d,b,h,m,k,k
f,g,r,m,s,e,e,l,i,g,h,r,h,c,q,d,r,s,l,k,f,f,j,q,a,a,a,h,r,r,q,i,k,o,r,l,e,c,c,b,a,f,f,i,i,c,e,r,e,q
l,s,o,d,h,l,k,f,h,s,c,i,b,l,o,k,o,d,d,d,f,f,l,n,j,m,d,c,h,f,q,c,n,j,l,e,l,o,t,p,k,l,n,c,d,i,g,e,r,b
p,l,s,a,a,n,d,s,o,s,i,i,t,i,j,n,t,q,d,h,m,a,l,s,n,b,h,f,h,a,j,i,j,r,d,s,t,h,g,a,m,n,n,l,m,m,c,g,n,e
m,g,d,a,a,d,g,j,d,b,i,a,j,p,g,o,h,r,s,k,p,d,d,i,n,p,c,a,p,o,q,i,q,b,e,i,c,k,h,l,s,o,n,n,f,b,s,p,i,a
h,k,g,q,t,n,i,o,g,l,a,j,l,m,e,h,s,p,b,q,b,d,d,r,a,i,g,t,c,k,m,l,i,e,g,g,h,n,j,d,f,i,h,j,h,s,h,i,o,t
e,r,q,s,f,e,f,t,d,a,e,q,n,k,m,m,n,g,n,i,m,k,g,e,g,t,q,g,l,n,g,t,q,l,b,i,g,q,c,a,g,r,b,e,a,h,r,f,k,j
q,j,s,r,o,b,o,j,j,l,o,c,b,t,n,a,h,a,r,t,p,t,f,t,p,l,p,d,a,g,l,t,l,s,e,h,a,b,t,f,s,e,e,o,s,d,g,l,l,t
d,t,m,j,o,a,l,q,o,s,c,f,n,s,j,r,m,k,k,b,i,a,h,n,n,j,i,s,t,e,i,q,g,l,q,e,a,t,q,o,a,g,f,r,r,o,h,n,a,f
d,l,g,d,f,h,e,k,l,h,k,c,h,g,q,c,c,e,g,q,r,o,t,g,f,q,t,f,f,s,q,m,d,g,h,i,f,b,a,a,q,p,e,s,c,e,m,l,s,a
m,k,a,r,s,m,p,f,s,f,o,o,c,m,a,a,l,b,b,d,o,d,i,c,c,b,o,i,o,m,d,a,h,n,s,b,j,k,b,p,o,k,e,n,o,l,h,b,t,q
a,m,t,p,n,g,i,e,n,h,q,s,k,l,m,p,b,o,g,l,e,c,e,n,j,l,b,h,a,m,r,a,n,n,i,c,t,p,d,o,c,l,p,p,d,s,j,l,e,d
d,d,f,b,g,d,q,c,e,n,b,c,o,i,g,q,q,t,o,t,p,h,m,d,k,b,q,s,c,t,s,k,t,b,d,i,d,o,e,b,n,k,s,j,l,g,n,o,c,t
m,c,t,h,s,h,e,t,l,l,h,c,p,m,r,s,k,j,o,r,a,l,p,f,e,l,o,j,o,n,b,o,f,j,k,q,j,k,k,e,g,b,n,i,m,s,e,h,m,h
k,l,n,r,q,p,f,b,c,a,n,h,i,i,e,h,p,m,t,i,j,e,j,s,q,n,n,p,e,j,r,m,b,q,n,n,p,q,d,p,s,i,a,q,e,i,q,m,b,g
a,m,o,t,p,i,m,h,t,e,q,f,p,t,j,c,o,f,g,n,p,h,l,o,s,e,b,p,d,q,p,h,j,b,l,t,a,d,b,m,k,n,d,g,a,p,m,p,s,f
a,s,l,o,b,h,d,h,e,g,b,q,h,l,s,l,c,c,h,c,i,d,f,b,i,p,e,i,o,n,d,j,q,g,r,e,q,a,a,o,j,b,m,n,l,o,g,a,s,m
r,l,n,s,d,g,n,n,c,l,j,b,d,j,s,s,l,m,d,d,r,q,o,t,e,i,e,f,t,c,c,t,r,p,g,n,m,g,a,h,j,i,n,j,d,m,l,o,p,h
e,r,o,d,b,l,l,p,i,i,c,g,g,a,f,k,r,b,s,l,d,d,s,h,t,g,t,p,h,j,o,i,b,c,f,e,t,d,j,l,t,t,o,a,j,d,f,o,h,c
g,l,d,l,q,g,m,o,r,c,c,r,g,o,m,b,k,d,j,o,p,d,t,a,s,s,g,a,g,g,m,e,q,q,g,r,a,b,b,m,k,g,i,j,o,r,l,n,l,f
h,c,h,f,e,o,t,l,j,k,j,m,e,f,p,f,b,h,a,i,b,n,s,n,f,q,t,p,f,g,p,q,h,a,b,l,j,d,j,r,c,b,i,k,a,e,c,o,c,g
h,b,s,h,c,g,g,i,p,m,s,b,g,n,b,q,p,f,p,d,m,i,e,l,k,f,m,r,j,l,g,e,o,c,c,q,l,h,q,k,i,d,g,j,a,q,a,k,h,m
d,k,e,r,m,m,n,e,i,n,s,o,e,i,c,j,p,p,n,r,f,g,p,k,f,l,k,i,m,d,q,f,m,d,b,b,d,h,o,n,h,r,c,s,n,f,s,i,k,j
i,t,i,q,e,n,f,k,f,g,a,c,r,c,p,t,k,n,t,q,q,k,s,r,c,p,h,h,j,k,l,q,e,k,e,h,s,f,o,f,b,d,l,p,h,a,i,t,p,i
m,l,t,h,s,e,t,h,n,k,d,d,a,s,d,f,n,r,e,i,o,s,e,s,h,k,q,c,p,p,o,d,a,t,p,m,m,f,b,g,f,n,a,a,g,a,h,h,t,t
a,h,j,a,b,p,s,c,j,e,s,r,l,c,b,b,f,d,k,p,o,t,l,n,p,l,p,t,s,l,t,e,b,c,s,f,s,d,p,k,d,j,o,o,c,e,r,h,j,s
d,c,m,r,l,t,f,l,e,s,a,g,p,b,j,o,d,l,b,s,h,r,f,t,l,r,p,r,f,e,b,i,o,i,i,p,g,l,a,d,p,r,l,m,q,n,r,h,d,n
o,l,o,a,g,a,q,a,m,p,r,n,a,h,d,t,s,d,a,a,d,a,t,d,a,r,g,f,g,s,f,s,i,d,n,q,j,a,l,q,q,j,s,o,c,g,k,a,q,q
l,k,g,c,f,g,q,m,b,b,i,m,l,f,o,n,h,k,p,f,t,f,e,f,q,o,t,c,i,q,t,g,i,d,a,p,m,k,d,h,t,d,m,o,n,f,e,q,o,q
c,s,r,i,n,m,c,t,q,a,k,h,r,r,o,k,l,n,e,e,m,b,t,s,c,g,q,b,p,m,i,p,d,g,l,a,h,k,d,h,p,b,r,a,t,o,o,b,q,o
t,h,i,b,c,e,s,s,a,k,i,g,a,j,b,m,o,d,c,l,i,s,i,j,p,j,f,d,l,q,k,i,h,t,h,b,f,i,k,t,j,n,m,t,k,o,h,i,q,d
p,g,h,d,j,d,n,r,s,k,d,b,m,k,g,n,p,f,b,r,i,g,m,i,d,p,m,a,s,j,r,m,e,d,d,d,b,b,s,t,j,m,d,k,g,e,s,d,t,p
g,k,j,j,a,m,c,c,l,g,i,h,q,d,i,c,s,n,c,g,t,c,b,m,q,h,g,l,m,r,p,m,n,n,q,j,i,h,c,o,r,g,n,s,m,n,q,s,q,a
g,s,b,s,g,p,d,i,j,c,r,k,b,b,e,c,m,h,e,s,l,t,s,t,t,r,i,k,g,f,q,a,p,n,i,a,p,m,a,b,e,n,g,a,l,m,j,d,h,g
o,a,c,n,a,l,d,o,t,t,f,l,m,r,p,r,r,h,j,s,j,o,l,s,p,m,i,k,r,a,b,e,s,g,j,e,e,k,o,p,g,p,g,j,m,m,k,o,m,l
c,i,a,b,p,e,i,h,j,q,f,o,r,p,h,m,i,q,g,l,b,e,s,r,a,t,q,n,r,b,q,k,h,q,m,d,f,j,p,p,l,q,l,m,b,p,b,j,h,j
f,s,p,r,j,e,d,l,j,g,h,f,a,s,e,i,h,h,a,j,t,f,e,e,t,l,k,t,m,f,j,n,j,a,c,j,p,o,b,g,e,o,m,g,n,q,m,s,q,h
i,n,d,q,a,p,c,s,h,h,p,p,f,p,h,e,t,s,m,d,o,j,t,p,i,b,m,a,q,r,e,g,s,d,l,e,e,e,f,f,f,s,g,j,n,n,g,d,m,t
c,e,s,f,t,f,b,g,g,p,b,p,p,s,b,l,g,p,c,m,e,d,m,e,t,j,r,a,f,a,j,f,m,p,c,t,p,l,d,q,m,c,e,o,r,l,o,j,o,e
g,h,h,l,k,i,k,b,a,e,k,a,i,j,r,a,s,c,g,g,r,m,s,m,j,f,i,c,j,e,i,s,g,g,q,h,h,e,q,g,j,h,p,a,f,j,k,o,h,b
l,j,t,m,s,j,t,e,m,d,r,g,d,i,e,j,b,c,f,f,o,b,r,c,m,d,s,m,n,s,j,h,c,g,j,i,b,r,h,r,j,e,l,p,n,p,j,t,g,m
o,d,h,c,p,c,q,r,c,g,i,n,m,t,q,m,g,m,j,a,t,p,h,j,g,l,b,m,t,i,d,p,d,g,e,j,n,s,c,m,b,m,e,t,o,h,s,i,h,i
n,c,r,s,c,f,t,i,p,r,o,r,n,d,a,f,o,n,g,g,e,n,r,k,i,i,c,n,e,q,h,b,i,l,c,o,t,i,h,p,l,o,j,o,d,i,d,h,d,a
n,o,g,o,s,j,p,q,e,d,g,h,c,e,d,l,b,j,s,b,l,k,b,a,o,j,q,e,t,i,b,n,a,e,c,s,q,p,k,h,h,m,e,i,t,p,b,b,t,h
n,g,q,h,q,e,r,d,i,m,d,s,p,e,h,b,c,l,l,t,q,n,c,m,l,p,d,l,b,q,d,j,b,r,p,d,m,m,p,l,q,f,b,c,j,k,r,m,i,a
