var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50
m,a,e,a,j,l,f,n,i,l,j,c,n,o,i,g,b,e,j,l,j,b,b,d,m,g,j,a,b,h,b,e,k,g,j,n,a,o,d,d,m,i,l,k,c,b,e,n,i,h
b,o,h,l,m,o,l,o,j,f,j,k,a,k,g,e,f,l,m,e,d,g,c,j,c,g,m,i,j,k,c,b,j,c,g,c,n,g,o,a,g,k,g,d,m,g,a,e,m,h
e,k,o,m,e,e,b,b,l,c,b,m,k,j,d,i,m,a,g,d,d,f,j,d,d,f,o,e,g,h,f,k,c,o,k,g,h,d,g,c,f,o,k,d,k,o,k,d,i,k
i,d,l,j,o,o,o,l,c,o,e,m,k,n,n,d,e,d,j,o,b,h,m,b,n,a,j,a,n,f,n,n,j,b,l,b,o,e,k,g,k,l,j,f,i,c,d,m,k,d
m,d,l,m,a,n,a,f,a,f,a,d,j,g,h,o,o,h,e,f,a,n,c,e,d,j,c,i,c,a,j,a,f,j,o,d,h,g,f,n,f,b,c,d,e,c,g,m,d,b
n,f,k,c,g,d,e,j,o,m,j,f,o,e,m,j,d,o,j,a,h,k,i,m,b,h,k,o,o,o,i,f,d,g,g,g,f,m,g,c,m,c,g,m,o,j,f,n,d,j
m,m,a,m,o,j,h,f,f,o,n,n,g,m,o,k,f,l,k,c,l,j,b,n,d,l,e,k,h,l,h,m,c,a,o,d,m,j,o,h,i,m,f,e,c,d,d,m,o,f
g,h,b,a,d,d,f,k,n,k,e,a,o,k,h,f,c,d,d,n,l,n,o,l,c,l,g,n,l,j,d,f,h,o,l,f,o,l,i,f,j,c,g,k,c,n,e,h,d,k
i,i,o,f,o,d,n,j,n,o,o,k,i,a,a,j,a,e,l,e,d,d,g,k,d,k,j,a,a,g,d,f,e,j,d,f,m,h,b,c,f,l,o,c,h,n,m,b,m,l
f,b,e,m,f,i,l,o,n,d,f,a,o,b,h,a,j,n,e,n,e,l,g,i,j,l,c,k,g,n,e,c,c,i,k,m,n,c,c,e,l,a,e,l,a,b,e,o,h,l
l,h,d,k,b,c,h,m,c,h,a,b,n,n,o,b,c,h,a,m,c,d,j,d,a,a,c,c,d,m,n,g,d,n,f,d,i,n,o,i,n,l,l,d,k,d,f,j,n,d
g,b,c,b,l,g,f,a,l,f,k,h,e,n,f,o,f,f,o,h,i,a,k,m,l,b,o,b,f,l,b,i,l,i,e,l,c,e,b,i,j,b,h,f,m,l,a,l,h,d
o,f,f,n,f,m,j,o,d,m,e,b,d,k,n,d,a,a,b,e,a,e,c,e,c,n,b,j,o,h,b,k,m,i,h,o,k,b,f,d,o,g,n,b,h,i,h,l,k,m
m,g,g,o,k,c,h,a,i,c,h,o,c,m,l,a,g,n,g,j,j,f,k,f,c,i,f,l,b,c,f,g,i,j,h,g,g,k,k,a,o,e,d,j,j,j,h,j,l,b
c,n,n,k,f,k,g,b,n,d,h,h,f,h,j,l,f,j,c,d,m,e,k,o,j,c,i,m,b,k,f,c,b,o,j,f,d,o,k,l,h,b,h,m,f,l,j,l,j,a
e,j,i,b,o,c,g,c,m,a,d,f,f,f,g,g,m,f,h,f,a,i,j,f,o,f,c,h,l,i,n,d,g,h,l,f,c,m,g,j,j,l,i,a,k,l,o,j,k,d
g,i,d,l,l,i,f,m,a,l,g,f,b,f,i,i,h,j,h,f,n,m,a,k,h,n,e,n,e,e,a,k,n,o,l,l,c,j,f,b,h,c,c,n,a,d,b,a,i,b
d,d,f,l,a,g,k,m,i,f,b,m,b,b,n,c,m,f,c,b,n,o,k,d,j,f,a,o,g,d,h,i,m,f,b,j,j,h,j,n,f,a,c,a,d,j,g,l,i,f
k,f,g,c,a,n,g,d,k,i,h,n,c,l,i,m,g,d,o,j,l,f,e,i,k,d,c,m,b,j,l,k,e,n,e,f,c,o,o,b,m,j,g,j,e,c,l,l,i,j
j,d,e,h,h,g,k,a,m,k,b,n,i,l,e,k,g,b,m,k,f,i,f,l,m,g,d,b,a,h,h,i,l,a,a,j,k,a,l,k,a,b,k,a,m,l,o,d,b,j
o,m,e,o,n,g,j,i,e,f,a,a,g,h,g,f,b,k,a,a,o,k,c,j,o,g,c,a,n,f,o,h,g,k,h,l,d,f,e,e,j,f,f,b,i,f,k,c,m,d
c,c,i,m,o,f,o,j,j,a,j,d,d,c,n,c,f,c,m,o,a,n,k,m,j,b,h,h,o,n,f,f,n,a,b,h,a,l,m,l,g,a,g,a,l,k,o,n,k,h
o,f,l,n,h,o,f,b,k,c,o,f,d,k,j,f,n,h,l,o,f,n,e,b,a,j,o,c,k,g,i,l,a,n,n,a,n,e,h,n,h,i,c,i,i,i,n,a,k,m
o,f,m,n,g,b,j,d,l,h,l,o,i,n,k,o,j,a,f,f,m,c,m,i,d,f,m,f,f,a,m,a,b,j,f,h,h,n,m,l,i,h,d,b,o,c,h,n,a,i
f,o,i,d,f,o,d,o,n,k,g,a,f,d,m,g,n,m,c,m,o,c,o,n,g,e,h,l,h,l,g,a,j,a,l,j,o,f,d,b,d,k,m,n,l,b,h,g,h,b
e,n,n,k,j,a,j,o,g,d,b,j,c,m,c,b,h,g,k,f,h,c,c,d,b,m,e,e,f,b,e,f,l,d,g,f,j,n,i,a,d,a,g,f,h,k,h,h,h,m
m,h,j,a,h,o,c,m,f,f,j,j,h,j,o,h,c,a,d,h,n,i,d,c,h,g,h,e,h,o,a,l,l,g,a,e,g,o,f,d,c,o,j,d,g,l,l,m,l,o
e,c,m,j,m,b,k,k,b,k,f,a,d,g,l,a,b,f,d,c,c,m,f,c,m,m,b,j,o,e,f,f,n,o,o,i,d,e,l,g,n,n,e,m,e,n,h,e,d,o
j,f,c,a,d,b,f,e,a,f,b,a,c,a,o,d,e,h,h,e,j,i,h,o,l,c,d,d,a,e,b,h,e,a,d,o,e,o,h,n,f,n,l,o,l,m,k,d,m,b
b,f,g,f,l,d,o,e,k,h,j,e,m,j,g,f,n,o,c,g,m,j,a,m,g,i,i,i,d,l,m,b,o,g,n,e,c,n,m,e,l,h,i,j,o,o,o,l,h,k
i,m,m,e,b,m,e,h,g,m,o,d,i,a,n,b,l,k,k,n,b,l,h,h,m,n,d,e,h,e,k,e,e,i,m,i,n,c,k,b,c,l,a,c,h,j,l,c,f,l
i,m,n,f,i,o,d,n,a,l,d,a,c,h,i,a,a,i,g,g,d,h,l,k,f,f,f,a,c,o,n,h,c,h,c,h,k,l,g,n,h,k,b,g,n,c,l,b,j,i
e,c,e,h,g,n,b,b,m,o,a,e,d,h,f,f,m,f,d,g,k,i,c,l,b,i,e,h,e,n,d,m,n,f,e,j,k,m,c,a,o,e,e,m,d,e,d,n,n,k
j,b,b,m,m,e,n,h,n,i,f,k,d,f,c,m,g,e,d,a,g,j,f,k,j,a,g,h,j,h,c,n,l,i,e,l,n,o,f,f,g,m,e,j,d,j,k,l,d,f
b,m,l,n,o,n,o,i,f,a,e,k,i,g,i,e,b,b,m,j,k,o,d,h,f,i,m,l,d,j,b,m,h,i,d,d,o,a,l,c,k,o,f,j,h,o,c,k,o,a
f,g,n,g,l,d,j,b,e,a,b,e,e,l,c,b,f,k,n,a,m,c,m,n,c,d,f,d,f,o,c,g,d,d,j,o,f,d,a,g,n,h,g,b,m,g,a,h,d,e
g,g,h,o,m,e,b,m,g,e,e,f,m,n,c,g,e,g,i,h,h,j,k,m,n,m,d,d,c,m,l,a,i,h,a,i,n,m,f,f,n,a,j,k,j,h,c,d,e,e
i,n,e,g,g,j,e,m,k,a,j,m,m,b,j,k,k,e,i,l,n,h,l,e,m,m,c,i,c,m,m,g,k,h,a,k,g,e,e,c,b,j,d,k,d,g,k,d,c,h
n,m,f,m,m,b,h,g,i,j,c,c,c,d,f,g,a,j,f,o,m,o,c,g,g,k,m,j,m,g,a,i,o,h,b,e,b,b,l,h,b,h,o,k,g,j,c,c,h,l
m,c,e,a,m,g,n,g,k,b,c,j,d,f,d,m,c,l,c,a,n,n,g,l,d,m,h,o,f,o,l,k,e,j,l,j,h,k,i,h,m,k,n,o,k,l,j,a,g,e
k,i,c,l,i,h,o,f,i,n,f,a,j,b,o,h,g,f,d,d,f,f,e,o,f,k,e,g,k,l,l,i,g,j,d,k,l,k,e,l,l,n,i,e,i,k,g,n,d,k
k,e,l,o,k,c,b,g,k,h,j,f,o,d,m,i,f,e,g,k,g,o,c,e,j,o,n,l,n,a,f,e,m,e,i,d,i,b,k,a,d,o,b,b,i,o,l,j,e,j
j,h,g,g,f,o,e,c,g,m,l,b,b,o,o,c,b,d,f,o,l,h,n,j,o,d,n,o,i,m,k,l,m,n,n,b,a,j,e,d,l,k,k,h,g,f,h,l,d,j
g,d,h,n,j,j,g,b,f,b,h,i,a,k,l,o,h,n,b,i,k,b,e,l,a,j,o,e,c,e,b,l,g,c,b,b,m,h,m,e,d,k,n,o,i,k,l,a,m,i
i,c,c,n,m,a,i,j,c,n,e,n,k,f,b,m,g,o,m,c,n,f,e,c,l,n,h,i,a,c,a,l,c,c,g,j,k,k,a,o,n,k,j,n,b,b,b,l,f,n
o,i,o,n,g,i,b,d,h,j,f,d,m,n,g,b,k,d,l,c,f,i,j,f,g,o,l,f,i,j,m,c,o,g,d,g,j,j,l,b,b,n,m,c,n,a,l,j,k,l
l,c,f,b,g,i,h,o,a,f,h,e,f,o,j,b,h,d,j,i,g,m,m,l,f,n,i,f,o,n,h,j,j,d,f,b,g,k,f,l,k,g,c,h,d,i,e,h,o,o
d,e,a,f,f,c,i,j,j,i,d,h,n,l,d,g,g,f,a,h,g,j,g,m,l,g,b,l,g,o,n,n,j,o,l,e,m,j,k,b,a,l,b,i,c,c,c,o,j,h
d,k,i,h,o,b,n,l,k,h,e,m,e,h,c,o,l,f,o,l,e,a,b,n,b,n,g,d,n,b,l,i,m,a,g,h,h,o,k,f,h,d,d,h,k,e,i,l,c,o
d,n,d,n,n,f,a,f,d,o,l,a,g,k,j,o,j,g,b,f,f,b,k,a,b,n,o,i,b,h,f,b,l,j,g,f,f,j,k,m,m,d,b,m,h,g,o,e,i,n
n,n,b,f,g,e,b,c,k,c,a,o,m,a,f,j,a,m,j,k,m,j,f,k,h,m,n,c,d,j,c,k,a,g,f,o,f,i,n,d,f,c,c,d,c,m,a,d,h,h
n,o,f,h,e,f,h,e,d,f,d,c,h,n,o,e,h,g,a,g,e,b,n,h,b,e,o,o,j,n,k,o,n,o,h,n,n,a,g,a,n,i,g,a,h,c,l,h,l,l
e,j,i,f,d,n,a,n,b,b,f,k,d,j,f,a,a,m,k,m,e,f,k,h,d,c,g,j,d,a,m,d,j,d,j,o,o,i,k,d,n,b,o,k,e,b,e,k,g,c
b,k,f,a,m,k,b,i,n,b,m,h,o,j,f,l,m,o,o,b,m,i,b,a,h,g,m,a,k,l,n,j,m,j,m,a,b,l,a,k,k,m,g,n,i,a,j,c,i,g
a,h,g,m,b,f,m,k,a,e,i,m,g,h,h,h,j,d,b,k,h,l,e,f,k,c,g,n,m,c,j,d,g,j,d,c,b,b,c,f,c,d,b,i,n,b,k,a,f,d
o,e,j,a,f,e,e,d,a,g,a,c,h,k,d,c,l,e,c,f,k,g,g,f,c,o,m,d,j,g,c,m,e,d,j,l,i,e,l,a,b,o,o,l,l,k,c,i,c,d
m,l,m,h,f,o,m,o,h,m,g,m,f,i,j,g,k,k,i,d,b,n,e,a,i,i,o,g,h,b,g,d,l,d,i,h,b,c,g,b,j,a,b,d,g,n,k,a,i,k
d,d,m,m,m,g,b,l,c,i,d,i,g,d,h,j,o,o,j,l,o,n,e,a,o,i,i,c,m,d,i,j,g,f,i,i,j,n,c,g,h,m,a,i,c,c,l,i,d,m
d,c,e,n,g,n,c,o,l,b,f,o,a,h,c,m,e,c,f,b,b,b,b,j,m,c,d,l,h,a,h,g,c,o,g,b,i,i,d,c,f,n,c,d,k,e,j,j,a,a
o,j,h,k,h,f,i,n,g,f,h,e,h,l,d,k,i,a,l,o,b,e,k,m,i,b,h,k,i,c,m,l,l,h,f,j,g,k,n,b,n,d,e,e,i,g,d,i,l,d
c,g,g,k,h,a,a,n,i,i,h,n,k,n,f,l,a,c,e,o,e,e,c,f,l,g,b,d,j,i,j,i,m,d,j,h,l,m,e,l,j,b,h,l,g,g,a,a,f,o
f,d,l,i,b,o,n,f,h,i,o,a,i,m,c,o,f,m,i,b,j,m,h,f,g,j,i,h,j,i,m,o,n,c,e,a,j,g,e,a,n,h,d,c,j,l,b,c,j,k
a,a,k,o,j,b,e,c,e,o,n,g,d,i,n,k,g,f,a,o,c,j,o,d,e,e,o,e,e,c,l,a,e,g,j,o,f,o,f,m,o,c,c,g,o,n,g,g,f,d
a,d,k,a,k,n,j,j,i,l,c,a,g,g,c,a,c,c,j,d,i,a,d,l,e,d,e,e,a,h,f,b,b,n,e,a,c,i,k,g,k,k,k,k,n,d,j,m,g,n
c,c,k,h,a,j,g,f,g,k,m,a,a,f,g,o,b,k,e,h,k,a,n,c,b,b,j,c,e,a,e,o,b,n,k,j,m,a,c,i,m,m,l,b,g,c,a,k,f,l
h,c,h,d,i,h,m,j,f,f,d,i,e,k,a,o,n,n,l,d,c,j,c,a,b,l,j,j,j,b,l,d,i,i,o,c,h,b,n,o,o,e,g,m,e,h,k,o,b,n
a,o,d,k,n,a,k,j,o,a,b,b,h,h,j,d,e,n,l,e,h,i,f,i,g,a,l,i,a,d,l,o,l,j,b,l,a,e,e,b,m,o,k,k,k,g,c,g,m,m
i,e,g,k,g,k,b,i,o,e,d,e,c,c,e,n,e,i,j,f,l,j,h,d,e,l,i,a,k,d,k,g,n,f,m,m,f,j,i,i,i,d,l,h,f,i,h,f,j,o
k,m,e,j,o,h,b,n,c,e,o,j,g,a,f,a,n,b,h,g,n,n,k,d,e,k,m,j,b,f,j,o,h,a,b,l,c,l,h,m,j,o,k,b,f,d,h,n,d,g
