var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50
j,g,f,a,g,k,C,z,l,u,k,f,n,i,b,n,r,s,d,z,a,c,o,l,n,p,A,i,v,y,a,l,t,g,f,h,t,x,p,f,j,w,g,B,a,D,k,v,C,y
y,k,D,i,v,e,o,s,C,B,C,y,h,u,s,h,e,l,l,p,r,q,g,l,q,f,g,s,k,r,s,n,y,n,d,q,k,n,v,j,t,s,u,h,f,c,y,q,x,d
B,B,A,z,r,A,A,z,s,s,d,c,t,b,k,o,i,k,c,i,D,d,D,a,m,g,i,x,p,p,b,B,q,l,m,a,D,x,e,d,t,u,q,c,D,i,m,v,m,d
d,n,j,u,q,h,c,x,D,e,a,r,o,m,h,d,b,u,D,j,B,e,m,n,s,s,b,t,r,e,s,q,a,A,b,t,k,r,v,r,h,m,k,q,D,j,l,d,c,x
v,j,o,y,r,c,e,u,h,B,e,A,x,p,y,x,o,u,y,n,l,a,w,A,q,B,a,f,B,d,B,A,i,n,r,n,f,v,s,f,r,c,j,j,q,k,A,u,c,t
B,t,s,A,w,q,y,m,e,c,p,y,t,v,h,b,n,r,r,v,c,i,a,w,a,b,k,a,q,l,v,z,u,p,a,B,p,z,m,k,m,o,t,i,C,y,g,e,d,c
v,g,p,w,j,s,d,B,B,k,l,c,w,w,i,t,r,g,o,l,i,l,o,x,m,B,h,n,t,v,z,m,f,g,b,y,j,o,B,t,p,f,t,g,u,v,w,o,p,q
f,p,m,v,l,i,v,e,v,q,l,k,a,C,a,q,u,B,f,r,p,a,b,x,o,i,w,B,s,a,A,r,y,s,o,D,q,k,A,u,z,x,g,a,t,o,a,d,z,b
w,q,a,w,k,p,a,D,l,A,y,w,u,i,f,k,p,c,r,u,t,B,y,h,i,B,n,p,b,b,i,x,g,t,c,v,m,x,D,m,p,u,f,g,D,t,c,e,w,x
v,C,j,q,c,j,w,p,j,q,b,D,y,D,n,a,p,o,b,D,c,g,y,s,z,f,n,t,k,w,v,s,l,w,g,C,C,D,w,A,o,t,C,l,y,n,h,q,q,w
j,i,A,a,b,i,v,a,C,j,p,z,f,o,h,s,A,k,p,A,n,t,y,k,B,f,l,c,u,n,y,o,A,s,t,w,q,k,k,g,z,u,r,i,o,p,k,k,p,a
c,j,y,C,j,y,d,l,t,j,x,s,p,b,C,f,n,A,q,w,r,B,c,h,v,y,l,j,B,D,c,b,x,u,s,A,w,w,w,j,p,o,x,e,d,l,s,g,w,v
r,m,B,o,q,t,B,C,v,h,i,g,x,C,g,a,g,t,r,k,d,q,C,c,B,B,r,p,i,s,h,w,o,B,h,h,B,t,h,j,y,r,f,s,y,D,c,u,i,z
n,l,i,y,y,C,x,t,c,t,o,b,d,n,q,p,i,v,h,g,g,s,q,y,h,m,h,k,i,i,r,q,g,g,d,s,e,m,h,r,k,w,x,f,A,v,e,e,o,u
e,x,f,u,c,e,t,l,f,q,v,A,C,n,g,v,d,y,k,x,D,C,p,c,b,c,n,a,g,e,i,g,d,e,s,y,w,q,e,c,A,t,A,g,e,r,u,n,f,m
i,f,e,i,w,D,v,e,k,o,q,C,k,n,z,C,s,v,C,a,f,D,A,w,b,z,u,B,D,d,z,u,D,f,z,s,y,p,m,w,v,p,o,h,x,s,a,C,i,w
c,o,o,c,q,c,a,l,B,D,A,n,D,d,k,g,r,B,C,B,t,u,C,d,v,l,p,a,i,p,o,q,k,o,h,y,b,u,m,w,z,c,m,j,h,z,z,A,r,u
s,r,g,e,h,b,f,w,A,u,o,C,q,z,q,m,x,f,w,p,y,y,l,x,d,C,g,x,w,s,u,x,j,q,q,u,s,d,z,v,m,m,r,m,w,B,r,p,q,D
u,C,a,m,y,p,y,A,n,s,u,a,x,q,h,m,v,k,g,m,p,f,s,k,x,r,r,z,u,m,D,D,D,i,p,p,r,z,g,j,r,n,z,p,f,k,k,t,i,w
s,y,B,t,l,v,A,i,d,b,b,a,w,t,l,y,x,l,a,g,a,b,s,s,q,d,B,d,f,D,C,d,y,r,j,v,z,z,u,b,p,o,r,x,p,o,h,c,a,n
t,i,f,e,v,A,r,g,b,a,q,a,D,z,i,j,x,n,b,m,r,d,i,g,q,B,i,a,u,k,d,l,z,h,q,a,f,m,w,B,a,u,k,p,u,g,a,o,C,n
t,D,u,l,j,n,m,A,u,y,b,a,j,w,D,e,v,B,s,e,w,x,z,l,r,o,o,p,e,h,z,k,D,i,i,B,u,A,g,m,h,p,g,k,j,D,h,m,g,u
C,e,c,p,o,q,g,s,l,m,f,A,A,m,v,t,C,k,w,h,i,y,c,o,u,m,B,r,B,s,x,b,t,B,f,r,z,a,t,t,q,e,d,s,u,r,w,A,q,e
m,a,b,c,y,r,n,a,d,f,f,o,r,c,a,w,b,y,u,A,g,s,p,p,k,a,e,t,x,u,t,p,f,s,z,f,v,m,a,b,C,C,a,u,c,a,g,v,m,A
k,s,u,e,q,e,B,C,h,w,A,t,h,w,D,y,a,u,h,z,q,r,o,u,m,p,a,k,a,t,r,o,s,j,y,t,d,k,z,D,a,e,q,z,q,i,x,D,p,z
e,j,g,h,y,z,a,r,l,h,r,h,A,e,e,p,d,l,C,w,q,C,b,u,y,z,f,d,t,y,r,b,f,D,l,o,g,y,s,a,e,D,h,t,y,B,l,t,l,e
m,o,z,k,D,p,l,C,p,g,t,m,s,k,v,q,C,f,r,c,u,x,w,j,A,C,x,n,t,D,j,v,k,l,n,A,q,r,A,g,r,q,w,g,o,D,n,h,i,m
y,A,m,t,y,y,s,n,t,u,o,m,g,z,p,a,e,c,q,t,w,D,b,D,p,y,u,A,d,j,A,u,w,m,c,C,n,f,x,r,n,i,c,e,i,c,e,a,l,a
c,u,h,r,a,w,d,r,z,h,m,A,d,j,D,t,D,c,l,k,t,i,o,k,D,g,d,o,t,o,D,i,r,q,A,r,r,g,h,w,m,A,C,b,v,o,s,h,x,o
n,n,q,i,b,n,g,m,p,b,g,z,y,k,d,o,h,y,t,l,b,t,D,d,w,B,v,l,g,e,w,D,x,u,o,s,l,j,x,p,y,a,w,k,v,l,u,s,e,s
i,z,D,i,y,b,j,k,m,p,t,d,i,A,b,k,a,i,l,B,z,o,y,b,q,u,e,e,o,A,c,C,b,c,k,t,y,y,r,y,s,z,v,c,z,m,A,y,o,C
C,v,i,q,C,k,q,i,k,t,o,e,C,t,n,v,v,p,C,z,n,D,g,w,k,y,B,h,v,h,D,a,m,b,i,j,C,y,y,j,D,l,l,w,f,A,r,B,e,s
n,g,u,e,B,o,d,q,i,y,o,z,x,z,s,A,j,d,q,u,e,z,l,y,g,A,A,p,g,e,i,A,o,a,C,l,o,f,k,o,w,d,r,r,m,x,i,o,s,n
z,z,r,k,p,B,r,e,o,z,y,A,p,C,f,r,r,u,A,r,y,z,k,o,w,f,f,u,C,o,k,y,l,u,u,e,y,b,d,r,t,e,t,e,z,D,D,h,e,k
c,u,q,o,p,o,u,l,x,k,c,k,y,w,s,D,t,b,s,v,c,y,o,r,h,q,k,m,C,y,k,r,k,o,s,a,i,i,C,h,k,r,x,n,d,D,B,b,a,t
t,i,j,y,D,y,s,a,A,k,f,n,q,A,c,z,e,g,x,m,e,c,k,A,A,l,u,e,m,v,l,m,C,w,u,g,d,i,s,g,u,m,z,n,B,o,m,w,i,h
f,d,t,z,y,m,c,c,n,x,y,y,r,e,x,w,t,q,u,e,u,j,g,z,A,C,n,j,h,k,e,n,r,y,m,q,r,u,C,v,e,x,f,q,r,y,q,q,u,c
a,f,l,d,g,y,v,b,t,a,a,b,B,t,g,d,x,y,q,b,a,e,q,c,w,w,C,c,k,w,b,C,z,D,k,o,D,p,l,p,o,u,c,A,g,p,m,p,r,z
p,e,l,t,k,g,i,b,j,d,p,e,q,u,g,o,j,p,d,i,D,c,x,x,g,y,x,a,m,q,f,y,y,p,C,c,k,a,x,h,k,q,a,C,k,i,h,r,e,A
A,l,u,z,n,f,p,o,z,g,n,q,t,A,n,u,r,f,s,v,A,g,z,D,o,q,C,o,A,p,k,s,o,p,t,c,g,v,y,u,j,n,j,l,j,D,r,a,e,B
p,e,B,y,a,a,h,i,y,x,p,b,j,u,m,l,k,a,o,i,j,y,t,f,z,r,q,z,o,C,e,c,w,m,w,u,D,m,f,i,B,m,e,l,n,g,p,v,u,l
m,s,p,j,z,a,q,z,C,g,n,t,w,b,g,j,z,i,j,y,b,g,C,n,e,e,n,c,g,D,f,w,v,a,e,d,B,v,m,A,k,a,q,c,l,a,h,x,y,e
d,q,u,z,A,g,i,x,b,y,a,j,e,C,s,x,g,g,D,w,v,f,v,f,y,n,x,b,v,A,B,u,v,w,n,r,A,C,z,p,t,o,i,v,v,u,u,D,l,t
q,r,C,p,b,r,y,o,B,q,e,e,m,z,D,u,v,d,l,g,s,b,n,p,y,y,d,C,t,w,p,k,d,C,f,g,i,m,c,t,z,x,x,w,f,x,f,z,x,a
n,e,D,j,d,d,r,u,r,j,q,b,o,z,i,h,b,p,g,c,p,d,w,x,g,c,o,p,A,b,m,x,k,x,A,v,D,v,y,C,c,j,D,k,C,t,d,x,y,g
t,e,u,e,C,p,r,i,v,r,l,y,y,A,r,a,i,l,v,u,j,g,h,v,D,m,i,f,b,j,i,p,a,A,i,v,a,v,j,y,w,x,e,q,B,k,q,z,o,y
j,B,z,D,e,e,h,y,p,r,h,j,l,q,h,C,A,C,q,a,y,m,j,w,a,g,B,x,i,u,j,w,u,k,o,f,f,j,x,q,o,B,u,h,h,d,q,i,q,t
u,k,d,D,w,d,a,m,f,D,w,d,v,l,k,w,g,v,a,s,s,B,o,k,y,f,e,f,b,B,e,e,a,i,f,r,b,e,p,v,D,t,D,A,i,w,n,n,x,k
q,B,b,g,l,C,i,b,t,p,D,i,s,w,t,u,d,n,p,s,i,f,r,B,b,r,p,A,u,b,j,j,t,o,q,h,t,p,D,A,D,D,m,l,A,k,h,y,k,x
c,g,k,o,f,d,b,p,x,z,w,t,y,x,n,v,z,o,d,q,u,m,o,w,l,m,a,o,z,D,u,D,r,j,n,c,j,f,l,d,f,e,i,D,e,z,e,A,k,b
m,b,v,w,h,b,g,o,b,h,d,v,g,o,f,g,f,b,i,n,a,a,f,a,a,l,u,b,s,B,B,d,i,y,c,h,h,x,y,m,C,A,s,t,w,f,y,m,c,C
w,u,y,w,D,C,i,r,g,j,u,g,s,v,o,v,D,j,a,r,C,x,l,A,j,o,j,b,d,e,k,h,x,e,a,a,c,y,t,p,w,x,x,o,q,b,c,t,v,s
w,w,b,f,j,D,u,e,h,k,n,o,u,v,f,f,y,A,C,f,h,t,w,A,o,r,d,v,C,l,z,a,l,n,C,j,p,k,m,t,x,k,l,a,h,x,k,c,r,j
h,c,v,c,c,c,d,e,y,d,n,i,o,t,C,i,i,c,p,s,g,t,p,y,u,m,B,j,f,z,n,C,d,z,o,g,x,s,j,j,t,v,m,z,g,r,e,l,v,e
l,k,v,n,k,D,n,x,q,c,h,z,r,D,r,u,x,h,C,q,h,i,r,d,a,q,a,j,t,s,p,B,i,q,h,c,u,B,s,x,B,C,v,v,f,t,w,y,j,m
t,b,i,n,r,C,y,v,y,x,c,m,x,k,o,o,t,v,g,m,m,k,A,p,B,x,a,u,x,v,f,i,i,c,z,r,i,q,r,w,e,s,c,m,c,D,h,a,g,i
w,d,p,y,m,p,D,a,l,y,r,q,p,y,f,s,m,l,C,C,r,b,n,f,z,u,q,a,z,c,A,A,m,b,d,h,f,h,h,r,B,s,b,o,w,v,j,t,n,o
b,b,u,a,f,i,C,h,p,w,g,a,c,v,d,z,m,k,w,c,A,m,C,d,A,D,d,o,e,l,o,d,y,c,B,d,k,e,s,x,v,h,v,b,w,D,A,p,i,n
i,e,s,v,u,e,i,h,s,t,j,j,q,d,h,n,t,g,B,r,x,y,w,n,b,o,h,d,g,d,p,k,l,u,v,j,l,u,o,x,l,g,j,C,C,e,u,e,B,s
B,x,v,h,B,A,f,b,h,l,n,g,w,k,x,n,r,o,B,h,d,c,C,o,h,d,l,d,C,f,j,m,r,C,C,u,k,o,j,n,d,t,j,D,x,D,w,t,j,v
f,r,p,B,b,q,y,d,g,c,b,b,h,D,l,p,f,s,e,f,r,x,f,j,j,s,g,u,l,b,q,A,s,t,w,a,C,A,b,h,u,p,r,n,m,y,f,u,c,l
r,f,o,x,h,z,g,w,b,D,A,B,i,i,A,h,i,p,z,u,u,h,y,l,c,c,D,c,h,D,h,j,e,i,d,t,d,C,D,D,j,m,b,w,l,s,o,m,c,y
a,n,l,u,b,b,r,h,q,e,k,x,y,w,f,w,i,p,h,x,y,o,b,D,k,j,n,b,o,B,z,A,b,z,r,j,b,d,z,B,l,g,A,m,f,r,f,A,C,j
q,A,p,e,i,e,t,h,g,p,w,f,z,c,p,r,t,m,q,l,i,r,A,r,n,w,D,C,u,p,j,s,w,B,c,d,C,d,f,m,w,A,x,e,d,h,y,c,e,r
s,b,y,p,B,l,j,g,o,f,m,o,q,v,y,k,u,s,x,b,t,t,h,g,x,k,A,j,q,x,g,m,A,a,w,D,w,b,y,a,q,h,r,z,t,x,w,r,h,l
c,s,A,t,o,v,z,r,i,d,n,f,m,x,g,f,m,v,A,v,w,D,c,s,p,c,p,u,p,n,q,b,q,r,z,z,D,p,v,d,t,j,z,n,m,l,d,g,a,c
c,r,C,p,t,e,s,w,x,x,a,t,k,k,y,v,x,l,D,C,v,q,g,h,D,l,k,y,p,h,s,a,r,z,e,v,p,z,t,s,z,z,l,d,e,s,e,o,k,f
g,m,o,k,c,C,m,o,d,f,s,q,m,t,b,p,D,b,f,C,t,k,v,w,h,y,j,m,v,u,k,D,o,n,f,a,i,z,r,t,e,s,o,j,r,f,o,D,e,s
k,a,v,g,o,b,D,g,s,j,A,e,C,v,f,e,y,r,k,f,A,q,x,A,u,a,x,r,k,z,o,m,C,l,b,v,e,j,y,y,D,a,m,r,t,z,y,h,o,d
A,y,g,j,m,u,c,e,x,h,m,o,l,c,n,o,a,k,n,x,e,g,c,r,s,e,r,c,h,h,C,c,m,p,i,o,w,v,B,c,A,i,D,d,x,B,u,e,f,o
A,A,v,t,y,p,v,D,v,q,e,o,i,l,A,C,j,k,f,j,o,f,t,p,x,y,z,w,g,A,w,t,n,w,x,B,x,e,u,w,D,t,a,a,h,h,A,A,c,h
w,l,l,l,n,y,C,A,p,A,n,c,B,A,l,t,r,f,z,i,y,D,o,j,p,f,a,A,i,f,o,p,l,a,i,h,d,s,x,u,j,x,d,A,z,b,D,g,v,a
m,C,i,i,A,s,w,r,m,k,d,p,p,t,n,y,j,v,j,r,b,m,A,i,o,w,a,o,w,w,B,m,c,h,r,e,e,f,s,h,g,e,i,j,m,g,g,k,z,z
D,C,a,A,l,y,s,x,r,c,e,y,y,p,A,h,j,h,y,g,l,A,a,x,c,t,r,q,p,r,o,q,p,y,d,l,g,m,C,C,x,v,n,A,h,C,k,D,f,h
u,o,t,x,y,r,x,D,A,a,B,t,D,B,g,b,n,y,j,D,d,C,v,l,A,p,y,s,e,y,D,r,h,b,m,j,e,c,A,h,e,n,u,b,q,c,l,p,a,o
v,D,B,c,o,D,D,u,h,r,v,u,z,x,a,f,p,o,w,v,B,D,e,u,z,p,m,g,h,w,B,z,x,v,j,r,A,r,t,u,z,o,z,D,C,i,e,t,r,i
c,c,f,d,z,l,g,m,d,q,e,c,B,m,c,k,w,m,c,p,i,b,e,d,j,e,f,s,g,D,C,p,B,e,l,e,a,q,s,x,h,A,m,g,n,n,h,j,g,z
A,b,y,k,l,r,r,o,u,g,z,a,z,y,l,t,l,h,b,a,A,j,C,w,A,z,A,d,y,b,v,A,c,r,c,l,a,m,a,d,e,k,u,b,m,c,z,D,w,j
i,q,n,j,c,c,b,e,s,w,g,d,s,g,f,h,z,o,A,r,s,r,y,a,t,u,u,h,c,l,n,w,k,p,e,t,u,g,n,d,b,i,p,m,a,c,j,n,r,m
y,y,t,C,j,B,e,i,v,z,B,o,h,A,z,A,b,m,b,w,f,e,u,j,z,d,j,q,w,v,b,v,m,l,i,s,t,c,r,j,r,p,B,h,y,w,m,u,h,h
k,l,k,r,C,k,u,s,b,e,r,j,w,e,A,a,v,d,n,y,v,e,k,b,C,h,u,p,r,e,p,o,z,w,c,k,h,B,j,e,a,a,a,k,q,x,B,d,o,g
A,t,d,o,c,l,o,w,u,d,g,h,x,f,n,x,z,v,s,s,k,D,y,g,v,D,t,n,k,u,w,D,n,D,D,w,v,i,a,i,z,g,r,c,r,s,x,i,q,p
i,i,y,m,u,v,l,r,q,m,p,k,p,x,p,f,A,a,q,p,a,s,e,u,B,t,z,s,d,v,a,D,g,q,f,m,x,z,A,t,o,C,m,j,j,k,i,a,i,o
n,a,b,k,u,e,s,c,b,p,c,t,t,a,p,t,x,u,f,r,o,A,x,l,y,b,f,h,A,q,u,D,r,b,e,x,k,B,i,h,l,u,i,a,q,m,j,f,s,a
s,e,D,l,x,f,u,D,C,y,q,B,b,c,w,i,e,v,h,p,B,b,B,o,s,A,g,s,t,z,e,w,a,r,i,u,B,s,s,g,k,d,u,e,x,x,e,v,h,w
f,x,a,s,z,q,b,p,i,A,r,w,i,h,z,v,m,v,l,c,A,B,y,u,D,u,p,v,i,s,j,q,a,l,y,p,C,h,D,b,z,C,C,b,f,B,g,C,b,s
z,A,i,c,q,d,o,d,n,b,f,j,c,z,v,x,k,B,l,r,a,a,q,C,h,r,p,e,g,s,e,o,h,b,B,c,x,i,p,j,l,i,i,k,w,p,m,D,h,B
B,d,t,j,u,A,D,a,b,A,v,x,c,t,x,p,n,k,z,c,n,l,b,D,e,y,p,s,t,y,c,z,B,b,v,q,k,f,e,w,i,c,c,l,a,D,n,A,c,s
v,p,o,l,i,B,m,a,B,v,o,q,d,l,y,h,t,C,r,k,r,B,i,b,D,x,g,d,l,q,o,y,d,v,C,w,l,g,a,z,g,u,w,b,z,l,d,C,w,n
y,k,w,s,w,j,v,a,y,f,A,C,j,l,p,u,u,h,h,e,d,p,f,x,C,c,o,o,A,r,i,A,u,o,C,s,c,h,z,e,a,b,a,f,C,q,h,d,c,a
t,w,b,n,y,k,D,d,l,y,c,C,D,n,f,q,A,c,q,f,h,r,m,w,v,C,A,d,o,C,u,k,A,q,h,g,v,e,h,m,a,a,h,j,t,x,d,o,g,a
d,l,s,t,k,n,t,m,B,k,w,l,x,j,r,w,z,n,w,e,t,c,A,a,b,v,w,t,D,y,b,x,p,e,m,g,g,s,b,k,f,g,l,y,f,l,o,a,B,k
i,a,q,w,c,i,r,j,p,r,i,A,B,j,d,f,r,u,k,y,b,C,f,y,c,d,r,f,i,s,u,k,t,z,D,B,n,s,v,h,q,z,s,C,A,t,m,c,g,e
e,w,q,C,v,e,v,b,A,q,D,b,y,x,g,r,s,l,D,m,g,h,e,b,k,y,b,r,n,m,h,y,d,y,n,m,c,e,h,o,u,r,c,m,B,n,f,w,t,z
e,e,r,p,m,y,j,v,j,w,l,o,s,v,t,f,i,B,j,C,t,l,C,d,w,k,o,b,t,t,D,o,v,r,C,j,u,s,l,g,D,b,b,k,D,e,v,i,b,h
j,B,a,i,a,f,C,o,y,C,C,B,q,c,C,B,k,q,j,D,r,a,D,r,e,c,m,q,a,b,p,t,l,x,b,D,n,s,g,e,y,x,m,r,z,d,j,h,k,d
q,o,j,w,g,r,w,D,l,p,d,a,m,j,s,u,h,l,q,D,x,w,k,j,q,e,q,a,c,D,m,s,j,g,b,g,l,z,f,D,w,u,A,B,f,A,b,r,o,e
i,r,h,D,v,D,l,n,l,w,v,y,b,e,v,v,x,d,t,B,l,x,z,y,C,A,o,u,p,k,x,v,y,k,z,s,r,t,a,s,x,x,B,b,r,o,a,q,m,a
g,a,n,y,B,p,z,j,m,a,x,n,t,f,o,d,c,y,n,i,C,i,a,z,r,a,v,w,c,p,D,A,A,w,B,x,l,o,b,p,A,x,D,D,v,w,t,A,u,c
d,r,z,e,D,k,x,x,g,s,j,B,A,t,l,c,n,v,h,h,D,y,i,a,m,m,B,z,m,a,A,p,D,w,n,t,o,r,A,i,w,q,r,i,h,p,C,h,b,g
C,u,t,g,u,n,h,a,q,l,x,t,u,m,a,g,o,w,v,o,b,k,t,C,l,x,u,s,a,e,o,e,p,u,B,j,j,w,q,y,q,r,o,d,f,i,b,k,l,s
n,c,v,n,q,g,g,m,t,i,B,n,s,t,l,k,h,g,p,d,m,B,r,g,p,q,n,c,j,D,v,x,e,B,n,D,h,o,c,h,x,y,l,b,x,r,b,k,d,m
c,d,y,l,C,f,g,t,s,g,m,w,g,g,j,v,w,t,n,y,c,a,w,h,b,v,l,s,n,D,D,x,w,t,b,l,p,k,c,m,y,e,l,k,c,z,f,B,B,j
g,v,B,d,z,b,s,c,n,g,b,i,A,x,u,k,D,b,q,a,A,y,c,d,w,r,D,C,d,i,i,d,C,x,b,x,x,D,f,n,u,j,r,f,f,h,m,B,m,D
x,h,c,z,g,e,A,z,o,g,o,w,u,q,z,g,i,C,B,i,r,f,j,l,s,h,h,p,c,D,o,A,f,C,i,l,q,m,D,A,p,B,q,t,i,l,d,l,y,b
