var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50
g,a,b,i,b,i,f,i,e,f,f,i,c,h,d,i,a,b,f,h,e,c,d,b,e,d,a,g,i,j,a,d,f,d,f,f,g,b,h,b,f,g,i,f,j,h,g,f,f,d
e,j,g,b,d,d,c,c,i,f,e,g,f,c,i,j,g,f,j,b,h,f,i,d,j,c,c,b,f,g,c,j,h,b,h,a,c,a,e,b,h,e,d,d,c,i,j,a,e,e
h,d,e,b,h,h,f,b,b,e,h,d,c,f,c,b,g,d,c,f,a,f,e,h,d,b,h,a,e,a,i,i,d,d,h,e,h,j,i,i,j,a,c,f,d,e,i,h,e,i
d,d,f,f,g,j,c,g,b,c,f,c,a,a,j,g,i,g,e,i,f,c,f,g,c,a,b,j,c,h,h,d,e,b,d,b,g,c,b,h,e,h,i,g,h,b,c,i,d,d
d,e,g,a,f,g,e,e,c,h,c,a,g,c,a,a,g,g,a,f,b,b,h,e,j,g,g,a,i,i,e,a,i,d,f,a,f,j,b,d,e,d,g,b,h,c,i,h,f,i
g,j,h,h,h,c,a,d,i,j,a,d,i,d,c,g,d,c,a,c,i,g,f,e,b,d,b,e,b,d,c,h,e,i,b,a,e,f,f,i,j,b,a,i,f,d,c,e,d,j
h,i,a,c,b,b,i,j,a,i,e,f,b,g,b,h,j,g,i,e,h,d,d,b,d,g,b,d,i,a,a,d,e,b,d,b,c,b,i,a,i,j,g,f,c,h,b,c,e,h
i,f,a,a,e,i,a,e,f,c,c,c,c,g,j,e,c,e,i,g,h,j,i,f,d,f,f,d,h,c,e,g,f,i,g,f,g,j,d,h,f,i,a,h,j,d,b,a,f,f
c,b,j,b,e,f,h,a,a,g,i,b,c,a,i,j,e,b,a,b,e,i,h,g,c,b,j,g,b,f,d,i,a,i,b,g,j,a,g,g,h,c,i,b,c,g,g,j,a,d
f,g,c,c,a,i,f,d,c,g,e,d,b,a,c,g,g,a,b,a,j,i,c,b,g,j,g,e,b,c,j,a,j,e,g,a,c,d,a,h,e,c,c,c,g,c,h,i,h,b
i,i,j,f,d,g,a,f,c,g,e,j,i,j,j,b,e,d,f,e,g,e,g,e,b,c,a,i,b,g,j,b,h,j,a,g,e,a,f,f,c,j,h,c,c,d,h,j,h,e
d,a,j,f,b,f,f,c,h,c,f,e,j,a,a,d,e,e,j,h,d,g,e,f,h,j,a,b,b,b,d,a,e,a,j,d,g,i,g,j,g,e,g,g,d,a,e,d,c,g
f,b,j,i,e,f,j,j,f,c,g,g,h,h,b,c,g,e,b,f,g,a,a,j,e,b,a,c,c,e,e,a,e,a,a,j,a,f,c,f,c,h,c,b,h,d,g,f,g,g
e,h,j,g,f,i,j,j,h,j,g,a,f,a,e,a,h,e,h,f,i,f,b,c,g,d,a,a,c,i,g,a,c,b,d,j,b,c,f,d,j,g,e,h,b,b,h,i,i,b
e,c,i,j,f,g,g,h,a,j,e,i,i,j,f,g,j,e,a,j,i,j,g,b,d,h,g,d,c,c,c,h,c,b,g,d,j,e,b,c,a,e,c,d,d,h,d,b,b,j
h,g,j,c,e,e,i,h,h,g,c,e,d,d,i,c,a,i,c,j,f,h,h,g,d,b,c,e,a,i,d,b,i,j,g,c,f,d,j,b,h,a,e,b,i,j,d,f,d,h
i,i,h,a,d,j,h,h,e,f,c,j,b,a,h,e,f,j,e,d,j,g,h,g,c,b,b,b,f,e,e,g,f,f,i,f,d,d,c,j,h,b,f,a,d,b,i,e,h,f
h,e,e,i,c,b,j,a,j,c,e,c,h,a,g,f,h,h,c,f,b,e,b,f,i,b,f,b,i,h,f,b,f,h,j,g,c,j,b,i,f,j,f,a,d,f,e,j,d,d
i,j,h,b,a,a,i,d,a,c,a,j,a,b,d,i,f,a,b,c,d,a,b,a,c,j,j,f,c,b,j,i,e,i,g,b,e,e,f,i,i,h,e,f,b,d,a,i,d,g
f,f,h,e,b,j,h,f,j,f,g,a,e,j,e,a,i,e,i,i,d,g,g,i,f,h,h,a,f,c,j,j,j,j,e,b,h,c,e,i,j,h,d,d,f,i,d,g,f,j
i,i,h,c,a,e,f,e,g,j,c,e,i,f,c,b,f,j,g,f,g,c,a,i,i,i,f,e,f,i,i,h,g,g,f,g,e,e,c,d,i,d,h,d,j,j,j,g,e,h
d,h,g,e,j,j,i,i,g,i,f,h,e,j,h,i,d,f,j,a,c,c,j,f,h,b,g,b,d,h,f,c,d,i,e,c,g,h,b,a,b,g,b,a,h,a,b,h,b,a
f,h,g,d,g,c,i,c,a,i,h,i,g,a,e,g,g,i,f,d,i,e,c,c,d,h,c,j,a,d,a,j,a,i,e,e,e,d,j,i,j,e,g,f,b,c,b,j,j,j
d,a,a,h,j,e,c,c,b,d,d,a,h,a,c,e,j,b,b,b,g,b,e,i,h,b,d,e,h,j,i,a,a,c,a,j,d,i,a,h,g,j,f,f,a,i,f,f,c,j
c,g,c,b,a,e,c,b,d,c,c,c,c,f,c,i,a,e,b,e,d,g,i,h,e,b,g,a,d,f,i,i,a,b,i,e,j,e,i,g,g,i,b,b,j,g,b,a,j,e
a,f,f,b,h,h,h,d,g,g,i,a,i,f,i,a,h,a,e,b,e,h,b,f,h,i,i,a,g,a,h,g,g,j,h,b,b,i,b,b,g,a,g,h,a,g,e,h,i,b
f,e,i,g,c,e,j,f,e,i,h,j,i,a,c,h,b,i,c,g,b,i,c,i,e,a,a,e,i,a,d,i,e,f,g,i,f,h,j,c,a,a,f,i,d,i,c,g,a,h
a,g,e,c,h,j,j,h,j,e,e,a,e,d,f,d,d,e,b,b,d,b,g,c,j,a,c,i,e,b,e,c,e,a,h,b,g,e,e,f,d,i,b,b,a,h,g,a,e,a
g,h,f,c,f,g,a,i,e,e,g,h,a,i,a,h,f,h,f,g,f,g,f,f,e,i,b,h,c,b,b,j,d,d,a,f,e,d,h,b,e,d,f,a,c,i,i,h,h,b
g,j,a,e,j,i,a,g,b,j,e,d,i,b,b,c,f,d,h,e,b,g,g,h,e,i,j,c,a,a,h,g,f,f,e,a,c,g,b,g,d,g,g,d,i,b,e,e,d,i
f,j,f,g,h,b,g,i,i,e,j,c,e,i,e,e,i,d,b,e,j,j,b,e,c,j,b,b,f,c,g,d,d,b,d,c,c,d,e,d,g,c,f,h,f,c,f,f,h,h
i,g,b,e,a,b,b,g,i,j,f,a,b,j,j,h,d,f,f,h,i,e,d,h,e,a,d,i,e,d,e,b,j,d,j,e,f,g,h,d,h,c,h,g,h,e,g,c,h,j
d,g,i,c,j,f,d,h,e,d,b,g,c,i,e,a,b,g,h,d,a,f,a,h,c,f,d,c,j,j,i,e,d,a,c,c,i,e,h,g,g,i,b,c,a,f,d,d,b,b
g,e,g,h,b,h,d,d,j,i,d,g,d,j,a,h,i,h,c,a,f,e,i,a,i,e,j,d,j,d,b,b,g,d,c,j,d,g,b,g,a,d,d,d,f,b,d,g,g,e
j,e,d,b,g,a,j,h,c,c,f,h,f,i,g,j,h,h,c,c,c,i,c,c,c,e,h,j,a,h,i,f,d,a,b,h,c,e,d,g,f,c,f,j,f,d,h,e,d,b
d,a,h,j,c,e,f,c,a,c,c,c,e,d,b,e,h,f,c,j,c,j,i,h,j,d,a,d,h,j,h,e,d,f,f,j,c,a,j,c,e,c,g,e,a,j,g,a,j,d
g,f,j,b,e,c,g,j,f,j,h,c,e,g,a,b,c,h,j,j,j,b,c,i,e,d,i,e,b,c,c,j,a,h,e,j,h,b,e,d,i,i,c,j,e,g,h,b,i,c
b,g,f,g,j,a,h,a,h,h,b,i,i,c,i,a,e,e,j,g,c,d,j,h,c,d,g,f,i,h,i,g,h,i,j,j,c,g,g,e,h,a,a,h,a,j,j,b,e,e
c,h,i,h,b,g,d,h,b,a,e,g,b,i,h,j,h,f,d,g,c,h,d,j,e,g,a,b,a,g,e,c,b,h,h,i,j,g,a,c,a,d,f,c,i,h,a,a,f,f
f,f,g,d,h,c,e,d,h,c,d,i,d,e,a,c,g,e,g,a,b,j,j,i,e,g,e,f,b,g,i,e,a,d,f,f,g,b,d,a,e,g,i,b,g,b,g,h,h,f
f,j,i,b,i,a,c,j,f,j,h,h,h,b,e,d,e,j,d,e,f,f,g,h,d,b,h,h,b,g,b,f,g,a,c,b,d,f,i,h,d,f,e,c,j,j,i,a,j,d
c,g,d,a,g,j,f,d,f,f,f,h,j,b,e,d,f,b,e,b,i,h,b,h,b,j,j,e,c,j,g,g,e,a,a,e,f,i,g,i,j,d,f,f,d,j,b,b,f,j
b,i,c,c,g,a,c,g,j,b,a,f,h,j,h,f,i,h,f,c,f,g,b,b,i,a,h,h,g,b,h,e,e,b,c,j,e,j,a,h,i,d,e,i,f,e,g,i,c,g
g,b,h,b,h,b,h,i,h,a,d,j,d,j,a,d,g,b,c,c,d,f,b,b,i,b,e,f,j,a,f,c,j,c,a,e,i,b,b,f,h,c,c,e,b,i,i,d,d,g
f,g,j,f,b,a,b,h,a,g,b,g,j,g,i,f,j,d,a,f,f,h,h,f,a,i,i,f,c,j,a,c,f,d,b,g,e,c,c,d,j,i,c,c,c,a,d,i,f,j
a,b,e,b,d,e,g,a,c,a,f,f,f,j,h,c,b,i,b,f,g,g,i,e,c,j,d,i,c,j,c,d,c,j,d,f,f,i,h,h,g,d,b,f,a,i,c,f,f,b
e,c,i,b,b,a,e,h,e,f,h,b,j,c,g,f,f,h,g,b,e,g,e,i,g,g,g,d,g,j,j,d,a,g,e,i,i,b,i,h,b,j,a,h,d,j,j,b,j,a
j,g,d,j,d,d,c,f,c,c,j,e,f,j,j,b,j,e,j,g,a,d,i,i,a,e,h,b,a,e,c,a,e,j,h,f,a,d,b,c,i,a,f,a,c,d,c,h,b,i
j,j,b,c,a,j,f,d,d,d,a,b,g,e,c,b,i,f,c,a,a,f,g,a,a,g,g,g,b,e,e,f,g,e,e,h,i,f,i,b,i,g,h,f,e,c,e,g,b,g
d,j,g,i,h,c,g,g,i,e,e,d,c,b,b,a,d,c,h,b,b,e,j,h,j,h,i,i,g,e,h,d,a,a,b,e,b,c,c,e,b,c,i,c,b,b,c,e,j,a
c,a,g,d,j,e,b,i,a,i,a,d,d,f,h,f,f,a,j,b,c,d,d,f,a,h,a,b,d,e,i,i,d,g,f,i,d,d,b,g,a,d,h,h,g,d,c,h,g,i
e,i,c,b,b,a,j,i,j,d,b,g,e,d,e,b,i,g,d,h,d,i,e,g,b,i,e,b,f,g,b,b,a,e,j,b,h,d,g,h,b,g,b,c,h,b,d,i,c,f
b,a,f,f,d,h,i,d,d,j,e,f,e,j,j,g,f,h,j,a,g,f,e,j,b,b,h,i,g,d,c,f,i,a,d,j,a,a,i,h,i,j,a,j,i,e,a,a,e,j
d,d,j,b,i,a,c,c,a,h,i,b,i,j,j,a,c,j,f,f,b,h,f,b,d,c,g,e,f,c,i,e,d,e,d,d,e,b,b,f,d,a,g,c,d,j,b,a,h,h
g,f,h,d,f,f,h,f,i,b,e,b,j,j,h,i,c,b,g,d,g,h,a,b,j,e,b,i,f,c,h,c,b,c,f,g,h,f,a,e,b,f,f,a,b,e,f,e,j,f
f,b,e,f,e,d,h,c,a,f,c,g,f,d,a,a,e,c,e,h,f,h,c,h,b,c,c,g,f,b,h,b,a,j,d,h,j,e,b,b,e,e,i,i,d,c,f,i,h,i
e,b,f,g,d,b,j,a,f,f,c,d,i,j,g,a,j,e,d,d,e,f,a,e,b,a,d,c,e,j,g,h,c,d,e,f,e,a,i,f,f,f,j,h,e,f,g,h,g,g
b,i,e,i,b,h,j,h,d,j,f,a,j,f,j,a,j,a,c,g,i,f,b,h,b,g,c,c,c,h,e,d,a,e,a,j,d,b,d,f,a,i,g,b,i,g,a,c,a,g
i,h,d,h,f,a,g,d,b,h,b,g,g,h,b,d,c,f,e,i,a,h,e,b,f,f,b,c,g,f,b,d,i,e,j,c,e,a,d,i,d,c,f,f,d,d,j,e,e,g
b,f,j,c,g,d,i,e,b,d,h,a,f,e,g,i,h,e,d,f,i,f,a,i,d,c,d,g,c,h,c,h,e,a,e,a,g,e,j,d,f,e,f,h,c,b,c,a,e,a
a,i,h,i,f,a,d,c,f,h,h,j,i,j,b,i,j,i,i,j,d,e,c,h,d,g,g,h,j,i,b,b,d,e,i,d,f,i,g,d,e,f,j,j,g,c,j,e,c,e
c,i,e,b,d,i,b,b,e,h,b,g,h,g,b,h,e,a,i,j,h,d,g,d,d,e,d,d,h,e,d,h,j,i,c,d,b,f,e,b,b,i,c,g,h,g,c,e,c,d
a,a,j,i,c,f,e,h,a,c,a,e,b,c,g,e,c,d,e,c,g,h,c,h,c,j,g,f,i,d,i,e,i,g,c,f,f,j,e,b,d,h,b,c,g,e,b,i,h,i
i,i,i,c,j,g,d,b,j,j,f,e,a,c,c,b,i,b,c,c,i,e,c,c,c,a,d,e,i,d,e,e,c,j,e,g,j,j,j,d,f,d,i,f,j,j,a,a,d,g
a,j,i,a,a,e,e,i,f,e,d,d,i,h,c,c,b,h,i,j,h,c,i,f,i,g,b,e,a,i,j,e,g,d,g,f,e,b,e,b,e,i,i,b,i,h,i,b,a,g
g,f,a,g,f,g,h,i,g,i,c,j,c,j,d,e,a,i,i,j,a,c,i,i,i,g,e,h,j,i,b,g,a,c,h,i,d,d,g,d,c,g,f,b,g,b,g,d,c,h
f,b,j,j,e,g,g,g,d,i,a,c,a,j,f,b,f,d,g,b,e,i,g,h,c,f,h,a,f,a,h,e,b,a,d,g,j,c,h,f,b,a,i,g,e,g,g,b,b,d
e,e,c,f,j,b,g,d,f,i,d,h,g,g,a,e,d,e,d,c,c,b,e,h,e,d,a,j,d,c,i,b,i,h,j,c,g,b,d,i,i,i,h,a,f,g,d,e,a,g
i,c,g,g,i,d,b,a,d,j,b,j,c,c,b,i,e,d,i,h,a,g,b,h,j,g,h,c,c,e,a,b,h,c,j,c,c,h,f,i,g,d,g,e,j,e,j,e,d,f
h,j,j,a,e,i,g,h,h,b,c,d,i,e,h,g,a,j,i,d,e,h,c,c,h,f,e,b,b,a,j,b,b,g,b,h,c,b,h,c,c,c,f,b,b,j,a,b,g,i
h,c,g,h,g,j,a,d,d,h,a,j,a,d,f,c,a,b,a,b,i,h,j,c,b,i,f,c,c,d,b,e,j,a,i,e,j,g,a,h,h,a,c,i,e,h,e,h,d,c
g,d,e,g,b,c,i,c,f,f,h,e,f,c,j,i,d,j,j,c,i,h,a,h,e,e,e,g,f,h,j,e,c,d,c,b,j,d,j,i,j,j,a,e,h,i,c,c,i,h
g,e,i,b,c,a,d,d,j,c,d,d,j,b,d,d,b,h,b,i,h,b,c,g,g,d,e,j,d,a,d,c,j,e,c,d,a,h,b,c,c,b,g,b,b,f,e,h,e,h
f,f,a,a,h,i,i,i,f,a,a,a,h,a,a,e,b,e,d,h,d,j,d,f,h,j,a,c,b,h,g,h,g,e,f,e,c,c,g,c,c,g,h,c,b,f,a,g,i,b
h,i,g,g,a,g,h,h,c,j,i,f,i,f,a,d,f,f,i,e,i,g,a,j,e,g,b,f,j,c,i,f,f,e,b,a,f,f,e,d,i,f,f,j,i,c,d,i,i,j
c,h,b,g,e,b,i,e,g,g,f,j,j,e,e,c,e,j,b,b,i,b,h,i,i,f,a,d,e,i,c,g,f,g,a,j,b,i,c,j,h,g,i,f,h,c,b,d,e,i
e,e,a,d,e,e,b,c,g,h,d,a,c,b,c,f,a,b,f,c,f,h,a,j,e,i,e,g,f,g,c,j,e,b,b,i,g,b,d,f,a,b,d,j,d,d,c,a,j,a
i,i,a,i,j,d,a,b,h,a,i,g,a,f,e,a,j,f,c,f,e,h,g,f,c,c,h,c,g,d,i,f,h,a,a,h,f,a,i,j,e,f,g,i,b,h,h,i,f,g
f,j,i,h,d,d,h,a,g,f,a,d,g,b,c,h,g,g,d,i,j,h,g,g,i,f,g,c,a,d,e,h,h,c,e,h,a,f,a,h,e,g,e,i,c,f,e,j,f,a
f,g,e,a,a,i,e,j,f,e,d,c,f,b,i,c,g,d,f,a,d,f,i,c,a,e,d,d,i,c,d,a,j,i,h,h,a,f,h,d,f,g,b,i,a,j,g,e,h,j
i,a,j,a,b,e,a,a,e,b,h,g,a,f,c,b,f,j,c,f,g,i,e,b,c,g,g,d,e,i,i,j,c,i,e,d,h,h,i,e,a,g,d,j,c,d,i,f,b,d
f,f,e,c,d,i,d,i,j,h,a,j,d,g,g,b,j,c,b,b,i,d,c,e,f,g,b,b,g,e,h,b,a,a,f,i,i,j,d,c,j,i,j,d,a,g,a,a,a,g
h,a,a,h,c,h,c,g,d,g,f,h,h,h,e,e,e,c,i,c,a,b,b,f,b,e,f,e,e,a,g,g,i,f,c,i,h,a,g,b,c,i,j,j,h,h,i,g,f,d
e,b,e,j,j,h,b,j,i,g,h,f,g,c,i,c,d,e,d,b,i,b,g,b,e,i,h,i,a,f,f,a,b,b,j,i,a,h,b,j,c,b,f,e,j,j,i,a,a,f
f,a,d,b,d,f,i,j,h,f,j,d,e,d,g,j,g,d,i,h,h,d,f,i,g,c,i,f,h,b,d,f,b,j,h,h,h,j,e,c,e,c,a,j,a,h,d,a,e,h
b,i,g,d,j,a,g,d,d,e,h,a,a,b,h,b,d,f,i,a,d,c,b,a,h,a,a,h,b,d,d,c,c,d,b,g,a,h,f,d,f,e,b,j,e,e,h,b,h,h
e,h,a,f,e,g,f,g,f,b,d,h,b,a,i,b,c,j,e,i,b,d,f,c,c,c,f,j,f,e,i,e,b,e,j,h,h,f,d,i,h,e,a,c,c,a,b,b,j,i
e,i,i,j,h,j,b,d,j,g,e,f,f,g,f,j,d,j,f,h,j,j,a,j,f,g,j,d,c,h,a,e,f,e,a,g,j,h,a,c,a,j,f,j,i,h,f,h,h,c
e,c,b,g,i,j,d,b,d,c,f,h,g,e,e,j,h,j,a,d,i,c,i,h,e,c,f,f,d,i,b,d,j,i,a,h,a,d,d,c,f,e,f,b,c,g,f,i,h,e
d,e,c,f,c,a,f,e,c,d,b,b,g,e,c,f,d,f,g,f,e,i,a,j,a,e,i,g,d,e,i,c,i,j,b,j,j,d,b,j,f,b,j,a,i,a,h,d,f,d
e,a,b,i,b,a,h,j,g,i,e,h,i,f,a,b,f,c,e,d,f,i,h,d,d,d,h,d,h,b,c,c,h,h,c,j,c,c,b,c,g,d,b,b,e,f,i,b,h,e
f,f,d,c,h,h,h,d,a,j,g,a,j,a,b,g,c,d,c,f,g,f,g,i,j,h,h,e,b,f,j,i,i,a,b,g,c,d,b,g,a,f,g,j,e,b,i,f,h,c
c,g,f,f,f,a,j,c,i,d,b,j,c,b,d,g,f,j,h,a,d,h,b,j,b,i,j,j,c,g,c,i,d,b,j,a,h,d,d,f,a,j,h,i,j,f,f,e,d,i
d,e,g,e,i,b,a,h,j,h,h,b,j,j,f,d,i,h,i,i,a,h,c,c,i,f,a,i,b,f,f,b,e,j,h,a,h,c,i,e,h,j,a,b,d,d,h,a,f,d
i,g,b,g,a,e,a,c,a,i,e,j,f,h,g,c,i,j,e,j,b,a,i,a,h,c,i,a,a,a,j,c,c,c,e,f,g,j,f,j,i,e,j,a,g,d,f,b,e,b
j,e,f,c,d,j,b,g,b,b,f,g,d,j,i,h,e,e,b,h,e,e,j,a,b,j,g,d,i,d,c,j,f,g,b,a,d,d,d,a,j,e,h,f,c,c,d,e,a,f
i,a,a,c,b,e,b,f,e,c,b,e,i,a,b,a,g,j,j,b,a,h,j,i,d,i,d,a,c,j,f,f,i,h,d,c,i,h,a,g,f,a,f,e,g,b,j,d,j,f
c,h,d,c,e,j,f,i,g,g,c,d,d,j,f,j,h,d,b,c,a,b,f,e,i,j,j,c,j,i,f,e,d,e,a,j,a,g,e,e,i,h,d,h,j,e,a,i,c,b
e,e,g,e,d,i,i,f,d,i,e,d,j,a,b,g,j,h,c,a,h,d,h,d,i,j,f,f,g,j,b,c,g,j,j,h,h,g,c,j,a,a,g,d,b,h,g,i,g,b
f,j,j,j,a,d,d,e,e,g,j,e,b,f,g,e,d,h,a,d,f,j,d,e,c,b,g,g,d,i,g,g,a,f,h,f,h,j,i,h,f,g,h,c,i,c,c,i,j,g
i,f,f,d,d,d,d,e,e,f,f,g,e,i,h,d,d,g,j,a,h,i,i,j,b,g,h,b,i,h,j,g,a,e,c,i,c,c,f,d,i,f,f,f,g,f,j,e,f,j
d,g,d,e,h,j,c,g,h,j,g,h,j,f,c,h,a,e,h,j,f,j,e,d,f,h,e,j,f,e,j,e,b,h,f,b,j,f,j,c,g,g,j,a,g,e,a,g,b,j
d,g,j,f,e,g,j,d,c,c,a,d,f,g,d,j,g,b,i,e,h,f,d,c,b,c,d,a,f,g,f,j,j,d,f,h,g,h,j,c,b,i,d,g,g,i,f,j,a,j
a,c,d,c,f,j,e,e,a,b,h,a,f,h,a,f,i,b,e,j,a,i,a,i,d,b,a,a,c,f,h,i,a,d,c,a,f,c,d,a,d,j,d,j,b,g,h,c,a,e
h,h,j,b,h,i,a,g,a,c,j,d,h,e,j,h,e,b,f,a,c,h,f,g,g,d,j,h,e,j,a,i,b,c,c,i,c,d,b,d,i,c,g,a,f,f,f,c,e,i
d,e,b,a,g,f,h,e,a,f,g,a,c,i,i,e,i,c,c,j,c,d,j,c,b,e,i,j,d,d,b,d,i,d,b,e,b,b,i,f,b,d,h,h,i,c,d,f,j,e
g,h,c,h,i,b,e,a,g,c,g,e,j,c,c,h,c,c,j,c,f,i,j,a,j,e,g,f,h,f,d,a,i,c,h,d,e,e,e,c,f,h,g,a,d,e,g,i,h,g
d,e,b,j,c,i,h,a,g,i,i,h,f,f,h,h,j,f,b,j,g,h,d,b,f,b,d,g,c,d,d,d,h,d,f,e,g,a,g,h,f,b,f,a,g,c,f,i,a,a
d,b,c,d,a,e,d,h,e,g,h,g,b,a,d,h,f,h,d,b,f,i,h,e,d,d,a,g,c,b,f,i,i,e,d,a,b,a,j,c,i,b,b,g,g,e,i,i,j,i
d,h,h,b,i,h,e,g,g,c,a,j,d,e,c,a,b,f,j,g,h,e,h,c,c,j,b,a,b,j,f,h,d,d,d,j,c,i,e,g,f,g,c,d,b,f,d,c,i,c
f,e,a,a,g,c,e,c,j,f,g,d,b,j,g,f,f,f,a,f,c,d,b,g,h,f,c,a,f,b,a,g,h,e,b,h,j,b,i,d,f,c,j,a,c,f,f,e,i,g
e,a,f,a,c,b,c,e,f,c,f,d,b,i,c,a,g,i,j,j,j,a,f,e,j,e,h,f,c,b,f,j,a,h,h,j,d,h,j,g,c,f,g,b,c,b,e,c,i,b
a,c,c,b,b,d,h,j,h,a,f,f,e,g,h,f,h,g,d,b,h,j,f,h,d,j,h,h,j,f,f,f,e,e,e,a,b,h,d,g,c,a,f,c,g,i,h,c,a,e
g,f,i,i,f,c,h,a,g,a,g,c,i,e,f,g,c,i,h,a,b,c,d,c,c,j,b,h,g,c,j,g,d,j,d,e,e,a,j,j,d,c,d,h,c,e,f,g,e,f
i,f,e,f,d,c,g,c,g,i,j,a,e,b,i,e,f,c,b,h,f,j,h,e,g,f,f,e,d,i,c,e,e,i,h,c,h,f,b,i,g,j,j,f,c,i,c,i,d,c
a,g,g,e,j,a,e,a,g,j,a,a,b,f,a,j,i,i,i,a,b,f,e,e,a,j,f,f,h,d,e,e,c,i,h,c,i,b,h,a,f,g,d,c,f,g,i,b,g,j
a,h,b,f,h,f,e,c,g,h,d,c,j,f,b,i,e,h,f,f,h,c,a,g,d,c,f,i,f,e,c,e,e,d,c,f,b,j,f,f,j,i,d,f,h,h,d,c,j,f
e,c,d,g,b,j,h,h,c,j,e,h,c,h,h,c,h,j,b,f,i,i,j,a,h,d,h,j,c,e,f,a,c,j,f,f,a,e,h,j,a,d,h,a,c,g,f,h,b,j
d,i,d,e,a,c,c,d,i,d,c,f,g,e,g,h,j,i,f,b,i,g,j,j,h,i,g,d,g,c,j,i,a,c,h,g,h,h,f,b,f,h,h,b,g,f,d,j,b,a
b,i,d,i,e,g,e,i,j,a,a,i,f,e,e,c,i,g,g,e,h,d,j,c,d,j,f,d,i,i,j,b,e,h,b,i,d,h,g,e,c,g,c,i,e,j,c,j,d,j
d,f,e,a,i,j,h,e,j,a,d,f,f,e,g,f,a,i,i,j,a,h,h,h,a,f,d,g,a,c,b,j,d,g,f,e,f,c,i,c,j,h,a,h,e,j,j,a,e,h
a,i,e,e,d,i,i,e,e,g,b,a,f,h,c,c,e,h,h,e,e,i,g,b,j,j,f,i,a,e,i,e,g,c,h,c,g,f,i,a,i,j,f,c,b,b,i,h,c,f
f,j,h,a,c,d,d,g,h,d,h,h,c,h,c,j,e,a,h,f,f,f,j,g,f,i,b,e,i,h,f,b,j,e,i,e,d,h,f,e,h,d,e,d,h,g,b,a,a,c
g,e,a,j,d,d,b,f,b,c,d,e,b,e,g,c,j,j,f,g,c,a,a,c,d,e,d,c,b,g,h,f,b,e,j,c,j,i,h,g,h,f,b,j,d,f,g,g,d,j
h,e,c,d,g,i,f,g,b,c,i,c,g,i,a,b,g,g,e,g,j,a,e,h,i,a,e,c,j,j,a,b,a,d,g,j,c,a,j,c,d,a,h,g,c,b,b,j,a,a
j,f,c,j,i,f,e,c,j,c,f,j,d,g,e,a,b,i,e,b,g,b,e,e,i,c,b,g,h,i,h,b,h,a,a,b,d,e,b,d,h,i,h,a,b,e,c,a,i,c
