var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100
C,l,i,i,z,p,d,u,x,u,a,o,B,c,w,f,q,o,c,q,n,y,p,C,r,e,D,g,j,m,z,r,v,g,o,l,k,i,t,w,t,e,n,k,D,g,t,b,r,e,n,m,t,d,v,r,A,i,f,f,i,D,p,p,k,y,t,r,q,B,d,w,A,r,v,v,v,m,y,A,j,v,z,p,v,o,D,w,a,y,g,e,a,o,b,C,x,i,b,x
y,u,y,q,x,b,z,u,p,f,b,A,i,o,v,l,t,u,l,z,a,i,m,l,k,q,j,o,v,t,c,z,D,z,a,p,o,q,n,C,z,t,c,p,u,n,B,b,B,t,q,i,y,d,e,y,d,w,u,o,w,n,o,d,B,h,r,q,v,z,j,B,q,u,h,i,l,l,D,x,k,i,c,j,c,v,k,d,z,t,m,d,r,q,h,r,q,u,C,z
e,q,o,h,b,u,k,k,j,D,B,t,h,v,b,v,v,o,r,C,w,y,b,v,q,i,C,t,t,w,t,p,n,D,o,o,B,l,a,c,z,z,u,s,e,r,w,v,d,l,k,d,B,p,d,r,n,i,B,j,o,e,h,k,i,n,A,C,j,n,i,r,m,u,s,n,o,y,k,D,j,A,e,q,i,w,y,r,i,i,e,g,u,i,u,u,c,h,e,t
k,d,r,u,k,q,c,d,e,x,w,m,i,h,h,b,e,n,q,p,C,j,n,C,b,g,c,j,y,o,f,k,h,z,s,D,C,i,e,C,v,A,e,y,m,y,u,g,s,n,q,n,a,o,r,j,g,c,s,y,h,o,x,i,d,h,g,g,p,D,g,i,z,j,l,y,e,x,t,e,C,f,s,d,x,x,n,q,j,z,f,p,q,f,B,j,h,i,e,a
e,q,y,e,C,j,b,c,l,u,n,a,k,b,C,f,b,h,o,b,C,x,d,u,k,e,e,D,m,u,a,B,d,r,u,a,u,t,y,t,C,y,k,e,w,B,b,i,w,w,e,r,e,n,g,A,C,k,b,h,a,j,c,k,p,n,h,w,s,e,o,h,t,o,p,i,q,p,t,u,k,C,n,w,f,C,b,n,e,s,k,D,p,a,k,t,a,D,r,h
t,C,e,i,x,m,o,p,j,v,b,q,j,e,D,o,m,C,v,d,n,e,a,i,e,u,a,j,s,e,t,b,u,b,D,w,r,t,v,p,t,f,B,v,t,o,A,k,s,z,t,d,f,z,b,f,z,s,k,w,o,n,t,A,h,r,z,c,g,l,d,p,z,j,f,r,p,p,d,n,z,q,n,z,f,t,u,e,h,d,C,f,j,t,B,o,z,k,i,j
o,b,x,t,a,o,w,C,s,o,q,c,o,t,B,l,q,v,d,e,d,z,e,l,l,l,z,t,h,e,D,D,l,B,w,i,v,b,z,n,t,v,u,k,f,n,B,B,a,s,d,B,t,c,d,j,n,x,b,j,s,h,q,r,n,k,r,r,f,l,n,C,b,x,l,c,v,f,j,p,n,f,n,s,e,o,a,d,g,i,q,g,d,A,u,e,v,u,d,A
e,r,m,B,g,x,c,h,k,u,a,z,D,z,k,j,p,x,c,n,t,e,k,j,l,b,l,n,i,o,x,B,q,B,u,v,f,A,b,C,C,y,z,k,p,D,v,B,k,j,r,q,w,A,u,g,x,a,v,u,e,q,e,x,h,u,u,f,u,m,r,j,B,s,q,i,i,c,y,x,u,A,l,d,i,d,d,f,r,x,a,z,k,i,v,A,a,B,q,u
A,B,j,o,d,g,d,r,n,a,f,h,s,z,y,l,o,y,b,r,l,A,g,x,t,b,D,w,p,m,d,n,e,r,m,c,s,y,j,A,a,B,k,m,o,b,d,C,d,d,w,g,p,D,q,e,s,u,k,r,b,z,y,A,y,w,t,e,l,b,d,t,h,s,p,t,p,g,g,c,y,o,j,h,j,B,b,f,a,b,j,l,c,t,n,q,y,D,j,D
f,k,i,a,f,b,p,m,i,g,g,g,B,z,C,v,f,a,c,b,z,l,c,B,u,v,B,k,A,q,u,y,s,i,t,t,a,m,v,b,n,p,e,q,d,z,y,a,D,d,B,z,b,a,c,t,B,v,k,k,v,s,B,m,v,x,a,f,s,B,f,s,c,s,B,r,u,k,n,b,p,c,n,g,a,i,C,f,k,t,f,f,D,e,l,i,B,f,w,y
B,s,g,c,r,w,y,e,y,b,s,n,s,q,v,k,p,t,x,f,h,n,C,s,j,p,l,o,C,r,a,p,e,D,b,j,k,f,i,B,q,A,h,f,A,w,e,o,t,f,a,s,b,t,r,q,q,y,j,t,j,l,r,i,e,u,c,j,c,z,h,a,e,n,C,r,D,q,p,y,B,h,g,f,i,B,o,b,o,g,x,h,y,A,z,v,e,m,e,C
m,D,d,f,i,a,y,A,o,g,c,v,k,q,i,A,p,k,h,k,z,g,x,B,s,e,d,z,d,n,s,p,w,b,h,p,q,u,u,n,r,j,i,t,o,q,n,g,i,x,f,B,B,f,l,h,B,o,i,f,k,v,x,t,o,f,h,n,w,o,d,z,t,B,m,c,a,v,C,A,p,t,o,c,e,v,b,n,k,o,z,e,n,y,l,t,x,u,w,x
x,o,r,i,j,z,z,r,B,b,w,t,i,h,i,d,g,D,p,x,x,t,w,n,o,v,v,k,v,p,d,j,f,c,m,p,h,n,z,D,r,o,B,y,d,n,z,v,j,B,t,c,B,o,x,u,k,a,o,x,i,v,c,c,w,r,n,d,e,f,r,k,a,f,q,j,p,B,o,b,s,D,w,D,l,j,q,y,d,u,i,r,y,l,q,g,l,p,g,f
v,u,q,d,b,h,q,C,A,h,x,i,i,h,D,m,y,w,d,w,a,e,r,o,v,w,D,u,u,q,l,f,r,n,p,b,y,z,e,g,x,j,e,p,v,C,g,d,u,A,u,w,d,a,D,C,b,A,g,x,o,a,B,l,f,z,n,l,o,i,t,r,A,f,i,u,D,g,b,f,z,r,k,n,D,v,A,n,m,C,r,o,q,e,n,q,x,v,x,k
v,s,o,x,D,z,e,c,d,D,e,g,D,n,C,i,y,q,x,B,b,C,b,i,h,p,m,i,w,m,y,y,i,v,f,t,e,z,i,y,y,s,f,b,l,j,u,d,t,D,i,h,x,n,r,a,p,n,n,f,f,v,j,w,o,a,D,b,d,f,w,f,t,n,u,l,y,r,d,m,p,A,u,o,t,i,d,o,w,m,e,r,e,b,k,C,m,e,i,p
e,l,s,D,p,t,s,d,r,m,k,d,c,c,k,s,k,k,c,b,C,x,C,x,v,y,b,x,y,q,s,A,i,v,D,e,D,t,m,c,c,g,t,a,i,a,o,s,u,y,l,B,A,t,b,c,t,j,c,m,b,s,v,t,j,C,y,q,k,p,a,j,l,u,f,p,q,x,r,c,j,b,n,c,f,w,m,l,v,x,m,o,e,u,a,o,A,b,b,f
m,t,h,c,n,s,j,p,c,l,w,b,r,x,w,h,x,v,e,r,k,u,r,n,p,z,t,l,e,s,l,s,s,s,a,b,n,k,x,x,e,x,c,A,D,i,w,D,g,p,j,C,y,n,A,c,s,x,C,t,n,t,u,u,t,p,C,h,d,u,C,j,D,q,y,w,o,g,f,h,u,z,q,p,l,C,d,C,C,t,e,C,C,m,c,q,f,y,h,k
a,n,r,v,a,A,c,h,m,e,A,l,d,C,a,g,j,y,q,u,u,r,b,A,D,x,u,D,d,m,r,i,y,z,t,f,p,C,n,d,u,C,u,e,q,k,e,g,e,d,m,h,b,C,x,w,q,s,l,z,t,B,i,i,w,C,C,A,s,k,C,b,w,B,i,k,x,z,y,C,h,c,b,g,k,p,o,w,g,k,A,g,p,p,d,A,v,s,C,c
t,b,t,s,A,o,q,k,C,f,d,z,y,n,i,h,i,z,n,m,D,d,t,x,h,f,z,B,y,c,s,p,A,a,m,g,v,i,y,l,o,h,v,l,f,h,q,x,p,q,z,w,u,d,b,i,i,o,w,u,a,v,i,y,n,a,g,x,w,s,D,n,t,w,h,z,y,p,B,w,C,k,k,n,c,x,h,k,m,z,u,v,p,k,p,e,l,B,u,B
y,u,p,c,y,k,d,m,s,j,z,w,q,m,s,g,D,z,h,f,k,q,s,B,u,l,z,b,u,j,q,c,l,x,n,p,w,o,p,z,o,c,A,j,t,l,q,f,m,a,e,A,q,c,u,u,n,x,g,e,D,d,A,c,b,g,a,A,q,d,o,C,x,g,n,A,f,t,i,s,z,j,z,x,u,C,j,u,h,c,w,z,a,h,f,a,s,u,x,m
n,i,l,c,r,C,e,t,j,a,f,k,v,c,h,C,d,n,i,c,c,n,c,B,B,k,q,c,x,l,D,p,h,t,c,x,c,b,e,o,y,p,t,j,l,a,d,A,z,x,o,C,s,h,t,a,e,k,b,g,o,w,y,h,q,B,u,s,m,t,n,u,k,x,s,e,f,d,s,m,f,h,D,B,x,C,o,m,r,B,C,l,A,g,D,w,C,B,u,c
y,u,b,k,A,j,a,o,y,n,z,x,B,l,B,o,f,j,r,t,u,u,r,B,d,i,e,c,D,B,o,d,f,g,i,z,k,v,o,h,u,p,b,a,m,v,w,z,e,w,u,p,z,j,w,v,c,C,u,c,o,j,h,y,A,c,A,t,m,l,i,c,w,j,q,e,C,y,D,e,u,p,m,n,z,f,u,x,i,r,t,t,o,v,z,m,f,y,D,c
f,s,b,e,q,D,b,C,e,g,m,c,d,q,l,g,q,f,z,a,t,x,k,d,v,D,u,e,h,x,k,e,B,t,x,b,c,e,e,s,z,b,f,j,u,B,v,u,c,p,x,f,n,j,B,f,A,s,d,q,z,l,l,b,x,l,B,A,j,s,o,t,p,g,p,l,i,j,i,u,e,v,i,s,t,p,j,v,q,s,k,C,h,n,t,k,r,q,w,g
v,C,y,u,t,x,h,o,h,r,d,v,w,i,u,c,t,y,y,C,A,D,d,m,x,e,h,g,r,o,u,p,z,h,B,u,r,r,w,q,a,u,l,z,f,m,d,s,c,f,j,c,z,w,d,n,k,h,C,g,o,x,n,e,n,n,z,b,g,w,v,x,w,d,e,A,y,C,f,i,a,C,z,l,d,a,c,z,q,d,s,w,f,h,i,p,u,B,k,s
r,x,d,h,r,n,i,j,p,v,B,A,g,p,p,i,g,t,t,g,w,p,v,A,t,C,w,k,a,i,i,A,A,c,j,x,b,A,m,c,u,w,t,d,s,B,a,p,e,m,D,q,f,B,f,D,v,v,j,n,l,C,o,f,C,f,D,x,p,e,y,y,z,y,w,b,u,l,k,h,u,A,p,m,z,i,f,l,r,n,v,x,q,q,c,l,B,n,k,t
s,m,z,u,x,c,x,h,z,D,A,m,y,b,p,c,D,D,A,z,t,l,r,n,e,g,D,t,t,a,k,d,l,z,B,c,z,j,e,l,y,q,s,m,w,A,o,q,B,y,B,i,z,o,b,A,p,g,g,k,i,p,s,o,c,B,f,j,m,C,v,o,c,m,l,q,v,B,j,o,B,x,d,g,u,t,b,a,h,D,y,i,e,n,c,k,d,q,c,A
A,w,d,v,j,h,w,j,o,o,c,A,C,e,t,f,m,x,C,c,j,u,y,v,w,u,C,D,z,u,C,b,k,b,j,b,x,o,v,w,w,o,y,D,b,y,u,a,z,r,r,B,e,z,v,p,t,B,s,e,t,u,A,n,k,r,u,h,p,q,u,d,a,x,o,B,l,c,A,t,y,v,o,D,w,q,p,l,v,e,i,C,d,j,k,a,h,r,k,e
B,e,r,x,B,d,m,p,w,p,e,D,k,q,e,f,A,v,x,h,B,s,j,D,g,i,A,C,l,t,z,h,x,u,s,A,A,m,b,B,r,m,C,j,B,D,d,c,e,r,f,k,e,i,u,c,a,D,i,s,D,u,z,o,z,n,j,q,w,y,f,v,r,r,C,d,g,x,u,p,f,e,k,z,n,k,l,x,r,t,m,u,t,z,e,o,o,h,g,s
w,u,c,v,r,v,B,A,n,x,v,u,C,e,k,z,B,c,x,f,h,B,r,l,j,o,C,b,k,s,z,x,B,e,l,y,g,q,j,q,w,B,t,D,n,d,A,d,s,m,C,D,x,g,i,m,j,B,w,a,r,B,x,q,u,y,o,c,v,m,a,p,f,h,q,f,u,d,b,l,t,r,s,k,j,c,p,r,l,e,k,f,y,d,v,v,o,n,t,r
u,l,z,s,h,p,c,u,p,h,j,k,B,q,b,i,d,h,r,D,B,e,y,A,o,d,q,x,b,n,p,b,C,q,e,m,i,c,p,n,o,q,q,u,w,b,b,d,a,x,i,p,C,k,l,n,h,x,d,u,t,A,C,d,b,w,q,D,x,e,A,q,x,C,l,j,u,n,C,e,s,g,x,A,e,e,i,m,B,g,j,z,r,c,v,m,q,c,l,t
x,u,e,q,v,A,B,m,w,h,A,e,q,n,z,f,a,C,C,A,g,m,i,h,e,i,w,s,c,D,a,g,m,C,f,l,h,A,A,d,c,c,r,x,y,i,i,t,m,s,f,z,C,n,p,q,v,v,a,s,x,n,u,a,q,m,h,g,p,o,C,l,q,m,t,g,h,m,j,p,r,r,i,y,d,r,e,o,r,D,s,h,m,l,y,p,b,v,k,e
x,t,v,e,d,A,s,y,r,d,y,a,c,y,b,h,a,r,v,C,r,u,p,l,u,p,q,b,w,j,v,l,r,o,m,i,d,z,g,c,C,a,g,w,q,n,t,y,v,B,d,D,g,B,A,i,c,u,y,r,y,g,h,f,x,a,r,v,b,f,A,d,h,n,w,A,r,p,i,c,a,A,l,u,g,D,t,z,k,e,w,f,p,c,r,p,d,r,A,o
j,v,q,n,C,x,g,D,j,c,o,s,q,q,B,o,C,u,p,o,w,m,g,s,j,B,m,t,g,r,b,p,g,i,f,t,j,q,i,p,r,d,l,z,w,y,z,a,a,b,o,w,x,w,o,t,s,d,x,B,d,u,w,u,A,v,z,d,g,g,h,x,v,a,s,m,a,l,D,l,p,D,l,f,q,g,A,D,v,C,b,j,w,i,c,m,s,z,s,t
z,b,k,y,d,w,d,A,y,d,x,D,B,C,b,p,o,d,s,B,A,z,A,u,r,l,h,x,i,o,B,j,y,v,i,e,u,i,t,c,d,q,n,a,u,a,v,t,r,B,q,e,m,h,w,B,e,u,o,l,s,y,t,k,r,d,f,B,C,w,r,e,b,x,v,C,c,o,h,q,a,g,u,j,o,w,v,C,g,c,n,A,k,j,y,o,s,d,t,w
p,e,f,A,e,C,o,m,w,f,w,a,z,f,d,b,v,f,e,s,D,x,j,q,b,v,b,a,w,d,o,t,h,y,m,d,y,i,u,q,o,y,c,e,D,k,r,m,u,v,C,z,s,x,a,t,k,t,e,d,q,s,j,q,A,l,c,i,v,m,y,k,d,a,z,k,h,i,A,w,p,o,x,c,t,r,A,n,g,h,B,b,r,v,t,p,r,l,y,D
z,x,u,c,m,A,i,t,m,s,A,c,e,h,B,z,g,l,d,D,d,k,l,g,m,v,D,s,f,e,m,x,a,B,D,m,t,C,u,p,m,C,k,C,o,a,j,v,f,A,f,t,h,y,j,c,l,p,a,A,o,x,p,b,C,m,z,y,s,D,r,o,i,l,c,f,o,e,f,s,v,t,b,b,l,n,h,b,i,k,h,e,A,r,n,r,p,n,l,s
b,q,c,m,y,q,n,i,q,b,u,q,u,x,o,l,i,k,w,h,u,C,n,D,y,z,t,i,C,j,h,h,B,i,z,o,l,s,d,v,y,h,B,y,y,A,y,u,y,s,i,n,j,k,h,p,t,l,x,z,B,A,l,A,x,v,o,w,y,C,z,c,v,t,m,k,s,a,j,f,s,e,v,x,y,e,r,D,C,j,t,z,c,e,n,u,r,p,e,t
r,D,A,l,f,a,j,c,e,p,u,g,l,p,p,h,f,i,n,m,m,r,q,b,A,C,q,j,e,k,g,v,d,t,i,s,q,A,i,C,u,l,n,r,C,l,k,B,z,B,d,b,j,g,t,h,B,d,k,f,d,t,n,t,x,d,y,w,i,B,s,B,a,d,A,n,u,m,l,x,p,v,q,k,v,i,j,q,B,n,B,d,c,a,q,D,c,C,C,b
s,f,s,n,D,k,o,r,A,o,n,v,x,x,B,n,m,u,z,f,e,s,h,g,w,j,d,z,f,c,v,c,t,q,o,C,a,n,a,f,v,B,o,D,h,n,l,A,c,w,C,l,c,j,i,l,u,v,a,i,r,x,z,A,p,o,a,y,f,r,r,j,q,i,m,b,A,u,p,x,m,D,m,r,t,x,n,p,e,x,g,f,w,B,o,t,A,o,v,p
g,a,h,m,k,t,y,A,t,e,n,x,u,n,c,r,e,i,s,m,k,l,C,d,f,p,B,i,g,a,p,n,g,A,b,u,C,d,o,t,g,n,D,D,z,p,i,e,v,k,A,i,h,b,D,c,x,A,c,n,e,k,l,n,k,k,y,e,f,i,d,r,l,k,s,r,u,l,l,y,a,g,c,p,t,k,e,m,g,t,w,k,s,l,e,y,r,l,q,s
x,t,o,x,D,D,b,g,y,z,u,b,B,B,p,B,l,s,e,b,n,y,z,j,a,a,s,a,A,k,e,b,i,n,A,r,z,s,b,d,x,n,n,l,g,p,n,s,o,j,p,o,s,q,f,g,B,d,t,C,f,f,v,s,C,f,b,k,e,l,c,n,l,u,j,z,t,x,k,A,p,k,o,f,o,C,r,o,D,d,j,B,d,l,p,e,z,a,u,a
h,C,i,x,i,b,o,A,a,x,m,C,u,r,g,x,u,B,q,b,r,n,s,n,s,n,z,c,p,m,e,D,m,r,c,p,g,o,b,p,p,q,C,j,t,w,k,a,e,C,z,y,q,z,w,e,y,B,n,k,q,B,c,z,j,h,k,n,B,A,b,D,w,e,k,c,r,e,r,p,k,c,y,a,k,s,b,j,d,D,l,w,a,e,l,x,m,o,D,d
m,j,e,y,z,v,a,A,q,B,c,c,n,a,x,k,u,s,n,A,e,s,c,w,C,v,d,r,p,i,h,d,C,B,u,m,D,a,n,c,u,z,k,a,s,o,A,z,c,k,t,y,l,y,v,v,j,B,D,f,v,n,l,p,x,z,j,c,x,o,n,b,q,o,l,C,u,p,o,g,z,b,a,c,o,y,l,w,x,o,u,h,k,D,m,c,w,l,p,f
r,g,y,j,D,p,o,k,m,g,p,A,B,d,d,p,m,f,s,k,o,b,h,o,B,i,s,e,A,k,a,w,s,p,B,f,q,h,o,y,t,n,b,m,i,p,c,j,a,v,m,e,k,t,t,C,j,A,D,z,h,p,b,w,w,B,A,y,v,D,u,p,j,p,j,C,x,b,c,l,b,f,C,q,e,v,w,d,g,m,B,z,m,y,A,D,k,f,i,i
t,z,e,B,C,u,o,j,l,d,y,i,j,C,k,m,b,o,h,i,i,v,y,a,q,r,e,a,a,c,r,x,r,p,h,m,j,e,g,q,v,z,u,c,C,r,C,a,o,p,x,b,l,g,h,u,j,s,a,v,m,x,a,C,x,c,s,n,s,l,y,d,r,t,m,t,c,i,B,p,u,k,v,j,x,e,c,r,s,h,y,i,p,m,u,c,q,z,j,k
g,e,i,c,b,A,t,d,k,f,k,q,t,e,y,v,k,i,m,u,u,z,p,t,j,m,z,q,l,k,s,z,a,m,C,s,r,j,k,a,q,t,e,f,u,f,d,y,q,n,d,z,a,l,d,d,c,b,c,B,x,s,D,a,j,e,d,o,b,s,e,l,y,f,r,q,x,g,z,v,y,l,n,k,l,o,A,z,h,o,q,b,s,B,p,z,p,w,d,D
a,p,p,l,t,r,A,g,n,c,b,j,e,n,j,r,e,x,q,a,o,w,b,a,q,h,n,a,g,c,A,v,h,y,x,d,e,p,f,k,c,w,h,f,b,A,q,j,A,z,f,B,s,a,n,y,C,j,d,p,v,C,d,p,k,f,n,q,d,p,g,s,l,w,f,p,h,n,c,u,n,l,b,i,o,n,s,r,D,r,B,A,e,v,s,b,g,C,v,D
y,n,i,q,r,D,t,w,o,A,j,p,f,z,u,g,e,C,w,q,C,C,t,p,z,A,j,c,C,a,B,C,p,l,f,A,y,u,q,h,D,k,C,t,s,w,k,w,A,w,u,m,r,j,p,d,t,D,e,w,w,w,m,r,w,u,B,t,j,r,x,w,d,r,D,B,t,b,p,x,a,y,n,p,j,l,r,t,k,B,e,f,z,o,s,o,q,l,C,k
d,i,A,v,j,h,e,e,l,y,D,w,x,s,v,i,n,A,k,D,h,C,q,z,m,q,p,x,z,o,b,w,v,u,o,B,k,q,s,w,m,v,a,j,b,y,o,r,D,x,n,v,w,m,o,w,x,w,e,B,t,k,u,m,e,u,m,q,s,C,w,r,h,r,C,m,m,A,p,i,A,D,C,A,z,D,r,b,y,q,j,r,v,n,x,n,C,h,x,p
l,m,v,n,u,b,g,d,e,p,l,o,b,w,s,g,D,p,e,s,k,m,b,m,A,B,d,n,v,A,j,o,y,x,f,n,e,f,A,z,g,A,c,w,d,C,y,t,f,d,z,f,d,d,C,k,A,e,f,m,m,a,C,b,k,t,y,y,g,i,b,r,g,n,q,e,j,q,r,B,r,C,d,n,c,C,r,g,u,l,j,z,v,A,b,i,B,w,d,r
C,r,o,D,f,s,i,l,v,i,l,g,l,s,y,o,m,s,d,c,v,i,r,D,t,x,a,u,o,A,e,C,u,c,k,y,q,o,u,o,d,h,f,x,o,u,l,z,t,y,n,o,i,e,b,p,l,k,p,u,B,y,d,h,m,C,e,z,b,m,l,e,w,v,j,C,n,a,w,B,h,t,s,u,u,o,j,q,r,l,i,C,f,i,s,o,n,y,w,b
A,d,b,d,C,A,d,p,k,i,u,h,h,A,p,f,r,l,t,z,u,A,z,d,u,y,C,u,o,c,c,h,t,c,o,x,e,B,b,D,B,m,b,c,e,a,x,D,c,p,A,C,D,t,f,a,A,n,w,g,w,q,h,q,l,v,l,v,z,i,v,g,w,d,n,h,e,b,v,u,r,z,e,r,q,g,q,p,a,h,m,C,B,e,C,v,a,o,D,m
A,b,B,u,k,D,f,w,t,A,j,a,q,C,s,x,B,s,b,i,a,b,D,k,C,r,a,c,p,m,a,b,r,t,k,p,m,y,D,g,q,s,e,B,c,e,s,i,z,t,s,c,z,g,l,A,y,r,a,z,x,A,A,z,i,v,y,j,x,t,D,x,i,u,D,f,f,t,r,d,w,n,r,g,s,z,a,y,f,b,B,r,z,k,e,p,p,f,o,e
w,s,y,e,c,z,i,q,B,u,b,z,k,j,t,u,x,s,z,e,D,D,n,t,z,a,y,t,m,m,z,B,h,d,C,b,i,i,i,y,h,h,b,k,f,m,d,n,z,y,g,w,t,t,q,p,z,f,e,n,A,j,x,A,g,v,m,h,p,C,k,p,D,f,k,x,C,d,m,c,y,a,m,o,u,j,j,n,f,n,D,w,z,z,s,b,k,h,d,d
A,r,u,w,C,o,C,a,a,d,j,A,p,p,y,s,k,c,h,u,y,o,l,i,a,a,a,y,g,r,m,w,k,s,e,h,B,i,h,j,h,x,k,f,b,C,c,n,i,A,n,B,o,m,B,u,p,f,t,b,y,h,k,f,m,f,g,g,u,v,j,A,d,r,z,x,g,m,j,q,p,c,o,u,c,x,n,h,d,q,y,A,w,b,r,B,r,p,a,t
z,c,C,u,o,j,f,k,y,j,A,n,p,q,f,p,d,e,w,p,p,u,q,d,g,b,m,t,f,a,o,u,g,B,q,b,i,r,u,t,f,y,l,d,d,A,e,D,g,C,i,k,B,D,o,y,D,e,y,o,l,y,o,g,C,j,x,k,g,r,D,i,r,c,e,C,x,i,D,B,p,w,q,A,r,r,q,l,j,l,h,q,A,f,n,n,j,n,a,e
