var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100
j,r,e,f,s,l,g,m,k,c,k,l,b,d,a,a,r,l,n,h,r,p,b,b,d,o,l,k,m,l,t,f,d,q,q,p,a,e,t,j,f,m,d,b,m,f,o,g,a,r,k,d,j,b,i,b,b,g,a,n,c,c,c,c,g,o,g,l,q,j,f,n,b,j,g,b,l,r,j,h,h,q,s,a,c,e,m,o,e,q,r,d,d,f,n,f,i,s,t,l
q,e,p,p,b,c,k,d,g,p,h,q,e,s,l,b,k,m,j,a,a,k,g,t,c,f,p,f,a,c,c,k,n,e,g,f,i,e,o,n,j,e,r,o,k,q,s,l,h,p,a,n,q,q,h,p,r,s,q,f,n,t,a,j,j,l,p,m,g,i,d,l,q,h,k,l,g,s,r,g,j,d,t,m,q,t,o,n,i,r,f,s,b,m,k,p,h,r,n,a
t,o,i,b,g,g,b,h,a,q,g,r,p,k,e,g,q,j,t,k,o,k,p,r,n,e,n,i,g,e,n,l,p,j,q,o,k,q,d,i,p,a,a,h,h,p,o,q,d,a,l,q,i,n,p,g,q,e,j,o,j,e,l,g,f,h,n,f,r,g,d,i,a,t,g,h,a,q,t,a,j,m,m,d,p,h,r,p,g,a,e,s,p,k,m,p,m,g,p,k
j,h,i,f,g,d,p,s,k,e,n,a,t,f,q,e,d,q,s,i,a,o,t,c,e,n,o,p,k,b,i,d,g,h,t,e,o,t,f,h,a,r,f,b,r,l,s,o,e,e,e,j,k,b,g,f,m,l,a,l,n,p,t,n,d,c,p,b,a,s,k,j,j,s,h,f,a,i,k,i,k,j,n,g,t,g,t,i,i,i,f,e,n,h,b,g,a,f,q,s
j,l,p,s,c,e,a,e,g,c,s,e,j,q,t,m,c,l,r,j,i,s,l,r,c,b,t,b,d,f,r,h,a,g,l,o,t,e,s,g,m,h,h,n,g,s,l,l,f,p,n,r,b,t,h,t,f,j,r,b,f,s,q,a,n,j,b,h,p,j,g,g,t,q,h,s,p,o,n,h,j,t,r,g,m,c,i,t,f,n,o,d,o,a,f,i,o,n,d,l
t,b,r,k,n,i,a,o,s,p,b,d,o,t,q,r,r,d,c,h,e,q,c,j,k,f,l,i,l,g,l,p,n,s,i,t,f,s,p,a,j,g,o,a,o,j,t,s,m,g,b,j,m,g,d,a,l,i,c,o,f,t,m,k,e,s,q,n,f,k,d,p,a,b,e,k,a,c,c,c,m,m,e,p,j,b,b,o,b,b,p,t,f,m,m,d,g,b,t,i
j,b,c,m,i,k,m,m,s,l,f,j,o,r,n,o,p,b,n,c,n,j,s,p,p,c,f,o,a,g,i,c,i,k,a,a,k,b,j,t,m,e,o,h,l,t,f,k,a,h,o,i,r,e,e,b,k,b,r,n,o,d,l,l,a,g,c,t,p,g,k,d,n,j,k,t,t,g,i,n,s,m,m,t,m,l,r,l,g,n,g,r,s,o,s,q,j,s,r,s
n,d,j,j,a,a,l,l,k,h,s,q,g,n,n,q,f,m,h,q,f,i,t,a,r,r,h,f,c,t,q,t,m,m,a,c,l,k,s,d,m,g,b,k,c,r,j,i,s,e,t,d,l,b,p,l,p,h,b,f,r,p,r,q,c,r,h,b,l,d,l,k,i,t,l,m,l,i,j,m,q,b,q,j,f,q,c,s,m,d,i,f,a,h,e,c,o,g,l,e
h,m,h,s,o,d,l,t,c,e,f,m,k,n,t,l,e,b,q,s,f,m,o,k,k,e,s,t,h,t,j,b,l,e,a,e,j,l,c,f,o,m,s,j,d,a,q,a,q,f,b,p,k,a,j,b,h,e,g,f,o,g,m,f,t,b,m,f,a,q,f,l,n,c,i,l,m,j,n,q,i,j,e,j,h,g,p,i,n,i,d,p,j,m,a,n,s,e,i,e
p,e,h,e,p,q,d,j,k,q,d,q,e,b,f,h,f,o,j,g,f,b,n,k,j,p,t,e,e,r,d,h,o,t,q,i,c,q,g,f,r,j,t,h,j,g,f,o,e,r,t,b,d,m,q,s,f,t,e,a,i,t,t,f,f,a,s,m,n,q,m,d,n,s,a,o,o,c,m,h,d,b,r,o,s,i,h,p,h,k,c,a,t,l,g,k,c,c,g,d
l,o,q,p,g,n,m,j,a,n,h,g,q,h,s,k,g,p,h,c,f,t,g,d,e,f,k,t,f,s,b,q,k,b,b,i,n,c,h,a,j,r,r,e,m,p,b,e,i,s,d,f,p,j,k,o,b,s,o,n,d,g,c,h,p,j,t,e,e,i,q,k,j,d,j,s,d,i,j,h,f,q,l,q,b,l,j,m,g,l,o,o,d,s,e,m,g,i,g,a
f,f,p,c,g,q,o,r,j,j,p,o,s,o,q,s,m,s,q,a,b,t,s,c,q,b,l,m,t,d,f,g,r,n,k,l,d,s,k,o,q,a,k,p,k,i,b,n,p,i,i,b,m,p,n,a,k,c,o,i,k,q,e,n,r,h,h,f,s,s,p,k,n,j,k,q,l,p,g,m,a,r,j,h,g,c,m,n,n,d,g,b,o,p,k,f,h,f,k,o
o,r,i,f,q,e,i,p,b,a,e,t,h,f,d,c,d,h,q,k,e,s,a,g,h,n,c,p,d,j,p,t,f,i,a,g,c,g,j,f,h,s,k,c,q,h,f,c,l,s,s,j,f,t,p,l,m,k,k,m,b,a,k,g,s,i,e,i,q,o,k,h,r,s,s,o,d,s,o,k,e,t,m,j,r,d,f,r,r,j,m,e,c,i,d,e,p,k,n,q
s,s,o,j,i,s,h,j,f,q,o,p,j,q,o,r,t,e,r,o,i,r,e,p,g,i,k,p,q,h,l,m,b,f,s,i,m,i,g,s,d,r,i,f,t,k,j,i,m,g,j,i,j,s,p,c,r,p,j,j,c,d,g,d,f,s,d,q,s,l,b,d,i,p,g,b,b,j,n,n,h,s,i,f,m,s,b,d,b,m,t,a,o,l,m,i,l,s,t,q
e,h,f,g,l,j,s,e,g,g,r,e,j,p,k,o,o,j,b,k,p,p,i,t,n,b,r,d,b,j,s,f,m,s,n,p,f,h,t,h,l,k,s,h,r,a,e,m,o,d,f,r,r,h,q,j,h,f,t,a,o,n,a,c,f,c,r,f,f,i,g,k,l,k,o,c,p,b,o,b,d,n,q,n,l,d,t,s,a,n,h,c,l,i,r,h,k,e,o,d
a,b,i,p,h,p,e,h,h,o,e,b,r,e,f,k,l,k,m,s,g,m,d,e,m,l,p,q,j,k,a,s,k,k,i,j,c,t,a,b,o,j,k,g,k,q,e,a,i,c,c,t,h,j,c,a,o,e,d,s,p,i,g,h,d,p,h,s,m,r,k,g,d,i,b,i,k,q,t,q,s,g,h,o,q,t,a,q,o,q,d,i,a,q,m,n,f,q,c,a
j,s,q,q,b,s,b,m,t,f,o,n,r,j,a,b,f,o,t,b,m,b,f,g,f,d,d,c,b,s,e,d,i,e,l,o,o,e,t,n,s,n,a,i,e,o,i,j,j,c,f,d,j,c,o,e,n,p,q,a,k,p,n,k,l,a,f,d,s,m,h,o,t,q,e,c,h,d,g,t,s,n,p,l,o,o,s,c,s,b,m,a,g,h,p,s,t,a,p,o
g,o,t,r,q,l,o,g,m,i,d,d,j,t,e,o,q,t,r,k,p,o,h,l,f,q,i,r,m,p,r,k,a,f,i,j,n,d,d,s,f,a,g,f,a,i,g,a,m,p,c,p,f,d,l,n,p,b,r,o,h,f,j,l,f,a,p,i,a,c,n,d,i,i,g,n,b,r,r,s,c,o,a,o,e,e,o,m,e,j,o,i,t,j,p,d,i,a,t,o
f,t,a,q,p,c,k,m,o,h,l,f,a,q,j,h,o,b,t,m,g,k,k,a,g,f,j,q,c,d,k,p,k,j,q,g,k,e,c,d,k,d,k,l,n,c,m,b,e,b,g,b,h,f,b,r,q,o,a,e,s,p,h,e,q,s,n,o,h,k,g,c,e,j,n,t,f,h,q,t,f,s,h,m,a,g,o,e,q,s,d,h,h,t,r,h,a,r,e,b
h,j,o,p,f,d,r,p,o,r,f,p,l,o,o,j,m,e,g,p,c,l,i,h,r,j,g,e,c,p,m,h,r,p,l,g,d,n,n,o,n,p,a,g,d,d,p,h,t,p,t,c,t,a,m,h,i,m,d,p,t,m,l,i,t,g,e,d,k,g,t,p,f,o,k,e,h,p,e,e,h,n,n,b,j,r,n,i,c,s,j,j,d,j,q,t,p,e,i,i
g,e,o,j,j,a,l,l,l,t,n,i,m,s,k,q,h,m,p,p,n,f,s,t,h,f,l,e,n,s,f,s,l,h,e,i,k,m,h,i,h,c,o,r,h,n,g,k,g,h,m,q,a,l,m,h,o,i,i,s,i,e,k,a,d,c,g,p,e,e,q,e,o,m,i,n,b,c,i,t,o,l,i,a,g,d,i,p,d,a,f,k,c,l,h,h,l,o,j,m
i,n,b,k,d,q,g,q,e,g,e,i,o,s,b,k,p,r,d,f,n,q,q,g,t,k,d,a,q,a,q,h,i,h,r,p,s,n,l,o,g,k,r,a,t,k,q,k,r,b,t,q,f,e,q,f,f,r,b,t,j,f,t,l,j,c,o,t,e,l,p,i,j,d,c,g,o,j,s,c,i,s,c,l,m,m,j,n,d,a,h,j,f,g,s,i,o,s,h,b
f,t,t,k,n,n,t,e,i,k,j,p,e,m,e,d,k,g,a,p,t,h,f,e,d,m,r,a,p,s,j,p,p,n,i,i,k,e,c,t,d,s,t,l,q,t,i,a,d,n,m,k,d,k,n,s,e,r,r,c,l,g,c,h,j,q,s,a,b,k,i,t,a,g,r,d,g,t,e,f,j,m,o,e,b,g,t,o,l,a,l,a,k,f,l,h,f,s,n,k
n,g,b,b,f,l,o,p,d,c,q,l,p,f,m,l,o,e,n,j,g,h,e,r,b,e,h,g,s,a,p,m,m,k,h,e,g,j,p,l,j,o,i,o,b,r,d,s,j,j,g,k,m,i,h,c,e,f,t,d,q,d,d,s,a,n,f,o,n,o,b,e,g,c,n,a,c,c,p,l,c,n,m,t,r,s,p,k,a,k,k,p,e,s,o,n,l,g,s,r
m,m,c,e,b,s,h,l,n,b,q,i,p,a,s,l,b,f,i,d,k,a,j,a,q,t,d,i,f,g,t,b,p,a,m,s,o,c,r,g,s,i,e,i,q,m,j,e,s,h,n,b,e,b,d,b,q,i,a,i,l,h,h,j,n,a,l,p,r,d,s,n,n,h,l,f,d,t,p,t,e,s,s,j,b,l,t,i,c,j,k,p,t,a,e,f,k,s,l,s
q,q,d,e,c,j,i,e,l,t,j,q,e,c,q,s,e,e,c,m,d,t,i,k,g,j,s,f,s,o,e,i,f,b,m,q,l,t,j,h,t,p,o,e,l,q,o,t,f,f,o,e,a,h,n,g,n,t,f,m,c,a,r,o,t,s,f,d,d,a,p,a,n,h,h,f,f,a,n,e,n,e,n,d,t,g,p,i,d,k,q,i,m,o,q,m,j,a,e,k
h,t,f,j,h,h,j,i,i,k,f,d,e,o,e,h,q,e,e,i,l,s,b,i,o,q,n,t,p,s,p,c,q,s,s,s,q,r,d,l,t,o,h,f,g,q,a,h,o,b,b,h,b,t,c,t,m,e,j,q,i,i,q,q,h,e,e,m,d,k,n,e,e,p,q,t,n,s,a,t,f,r,e,m,q,m,j,p,i,t,f,t,d,b,o,o,h,n,q,g
h,c,l,f,q,a,a,l,t,l,c,i,i,m,s,l,o,l,e,s,o,l,c,k,j,o,m,m,i,j,t,i,s,g,n,p,n,o,c,n,t,j,b,c,h,n,d,n,t,m,b,o,b,b,r,o,g,t,g,r,n,k,i,r,h,f,m,r,b,n,s,s,r,a,f,d,r,j,n,o,k,e,a,b,t,q,l,k,b,f,c,s,e,h,e,e,j,c,p,m
q,j,i,n,c,j,o,s,g,s,a,r,e,r,o,f,p,t,e,f,o,e,m,b,s,j,g,r,p,d,a,q,k,i,b,e,d,q,f,k,l,p,c,q,l,d,r,f,h,r,g,j,p,a,t,c,n,g,m,a,h,j,l,s,j,r,p,a,i,a,n,t,l,q,m,b,l,q,f,n,e,j,r,m,j,q,h,q,j,r,i,r,q,j,n,k,e,c,n,b
e,p,a,r,r,r,f,j,f,a,r,h,j,e,b,q,o,n,l,a,n,n,c,t,c,e,q,c,r,r,h,j,h,r,i,f,o,i,o,j,j,i,m,t,j,t,q,j,l,j,t,o,i,k,a,o,p,r,b,l,h,s,h,r,i,a,m,n,h,s,l,t,l,r,n,e,l,f,s,k,i,l,f,k,f,r,a,p,o,e,d,h,p,d,n,r,f,f,a,i
s,a,n,c,d,f,i,t,a,o,b,t,g,n,a,j,m,k,j,s,m,f,n,p,m,g,p,j,g,m,o,p,j,r,f,b,g,q,b,d,j,n,n,i,j,n,t,s,b,b,o,s,f,h,q,a,c,p,g,t,d,j,i,m,l,g,q,m,d,r,e,d,s,c,b,c,t,i,m,n,l,q,g,i,p,f,a,f,o,t,s,k,b,f,k,q,k,q,t,h
b,s,j,m,s,r,c,f,a,h,d,o,f,p,i,a,b,q,j,s,i,n,q,j,c,h,d,c,i,e,s,h,f,n,o,a,l,a,e,m,f,n,f,l,s,r,t,j,f,m,a,i,i,k,f,m,c,c,b,k,s,e,c,g,m,n,s,j,n,o,q,m,o,n,a,j,n,l,e,h,d,d,g,r,h,a,a,a,i,c,q,q,b,p,r,f,o,s,f,p
l,p,f,r,b,j,m,e,a,k,a,q,j,q,h,l,c,r,j,m,j,a,j,j,m,i,j,a,s,b,e,d,r,h,a,g,a,d,a,p,g,f,g,c,g,h,b,l,q,b,b,a,g,t,o,c,s,l,b,l,d,o,n,a,o,l,g,r,o,m,j,c,f,h,d,i,c,m,e,s,h,l,h,r,s,e,a,q,t,d,b,t,k,e,k,o,h,r,f,l
r,b,f,r,t,t,r,a,m,i,s,e,j,a,i,m,c,m,t,a,d,r,k,k,h,i,o,t,c,e,s,h,j,p,o,n,g,p,k,g,l,l,s,c,g,r,i,t,r,e,m,o,f,i,c,i,s,p,k,c,g,f,t,k,e,c,r,b,m,d,a,t,s,r,e,o,m,m,m,j,s,s,i,d,l,d,o,q,l,n,l,o,j,j,s,p,i,g,e,i
o,h,n,b,t,r,t,e,c,h,l,m,e,t,n,a,p,b,h,t,k,f,a,k,g,e,c,q,n,d,k,d,c,l,q,t,o,l,o,q,k,e,d,g,p,h,t,m,g,r,n,l,m,d,i,c,f,h,i,r,p,d,b,q,g,b,p,k,e,f,d,d,r,t,m,a,r,q,p,g,n,o,p,k,o,k,f,k,t,m,s,p,m,n,j,p,n,m,m,p
t,b,m,c,f,e,a,m,d,k,e,d,n,l,e,s,o,o,g,h,i,n,j,j,b,o,o,r,i,l,e,f,q,l,h,l,p,k,l,s,e,h,k,q,i,j,i,n,m,o,n,f,r,l,e,q,t,t,l,r,i,n,r,i,t,t,b,l,l,c,k,e,e,e,q,e,j,c,l,l,o,l,a,k,s,f,b,a,m,b,t,l,k,d,g,d,r,o,s,l
t,f,k,h,o,e,l,l,q,t,c,a,m,m,h,a,e,q,p,p,c,m,o,g,t,m,p,r,q,g,m,g,p,n,f,t,n,a,s,j,p,o,f,m,h,p,o,c,n,p,j,m,n,b,f,m,c,i,i,i,l,d,i,g,c,p,t,n,b,j,r,h,r,o,a,d,t,k,e,q,g,o,s,n,d,e,d,k,k,i,f,l,b,c,e,p,e,m,j,q
e,s,p,h,o,n,e,t,a,k,m,c,e,n,t,n,r,h,g,f,l,o,q,b,j,n,r,c,d,d,j,l,i,m,f,a,d,k,f,l,q,p,l,t,i,q,m,d,o,e,k,j,c,s,s,i,i,m,n,h,k,n,p,l,b,n,p,m,a,i,r,o,i,g,f,e,k,b,l,m,r,g,l,h,i,c,q,h,m,s,p,n,h,p,l,t,h,j,f,h
q,d,k,k,t,n,g,m,m,i,f,a,d,s,p,c,t,n,o,s,h,i,e,f,p,c,d,f,q,g,q,m,r,k,g,k,s,o,b,m,b,n,o,r,j,i,b,p,c,g,m,t,e,o,t,m,a,c,a,j,g,q,k,t,b,a,l,b,o,d,f,l,k,i,i,s,t,k,p,l,f,b,c,n,e,s,g,r,t,l,a,q,a,f,g,n,k,d,g,c
m,t,t,p,g,k,j,e,n,j,o,d,m,a,d,q,r,i,f,t,a,g,q,m,q,r,b,o,j,t,r,d,l,s,t,b,f,c,d,g,e,q,q,b,s,h,r,n,h,n,t,r,d,q,g,e,a,j,c,a,b,o,l,k,m,n,j,d,p,k,h,d,b,s,q,j,k,a,p,s,a,l,p,r,m,b,b,n,h,p,q,k,k,c,t,b,r,h,g,d
f,f,s,f,a,s,h,j,c,c,a,r,c,q,k,h,h,d,q,q,o,q,t,q,l,k,j,f,i,e,d,i,t,f,k,c,s,k,p,h,a,c,a,r,k,k,d,d,n,t,o,j,h,j,e,a,f,d,k,e,s,o,p,l,n,h,d,g,h,j,h,b,j,p,i,g,q,k,j,d,s,r,o,m,g,b,t,k,t,j,q,k,s,b,r,f,q,m,r,g
g,f,k,q,b,k,f,i,a,s,j,c,f,k,k,o,o,k,m,s,l,j,d,c,o,t,g,p,o,o,j,p,l,i,r,f,r,a,j,k,d,q,i,t,m,f,d,k,e,q,o,j,h,a,e,d,j,h,t,k,a,k,t,t,p,r,h,f,h,o,l,i,g,p,a,d,h,j,i,b,d,i,s,i,h,g,k,b,c,p,l,g,o,d,n,t,c,m,o,g
i,h,m,q,d,k,f,d,o,f,t,g,q,r,j,g,b,j,p,b,c,g,i,c,n,j,q,b,r,h,l,s,f,q,j,f,c,t,m,b,m,l,h,t,d,h,b,t,b,b,e,s,o,e,s,i,f,c,r,r,b,k,k,l,e,a,b,j,b,b,a,r,o,n,h,j,a,q,e,q,d,q,l,b,j,n,n,t,q,i,e,k,o,k,e,q,p,f,c,f
h,p,e,i,q,t,q,q,p,d,l,a,a,a,q,n,c,p,h,g,s,s,t,s,o,a,l,d,b,q,m,i,g,f,b,a,r,p,s,g,d,e,e,i,g,t,j,k,l,n,o,k,j,l,k,d,h,i,j,b,e,o,n,q,n,l,r,r,h,a,l,o,f,m,g,l,g,b,f,r,a,n,c,h,q,i,a,e,k,i,m,n,f,a,l,h,k,i,l,j
g,o,i,r,r,r,p,a,m,m,d,i,i,r,o,d,g,p,q,r,f,p,o,g,h,r,b,f,e,s,p,j,k,k,c,b,i,p,s,g,m,g,m,b,n,p,q,d,r,m,t,t,g,n,q,b,e,n,b,m,i,t,g,d,q,r,r,d,b,g,e,r,s,m,f,a,f,h,r,a,s,a,i,k,h,a,t,q,o,j,i,o,o,p,b,s,c,q,k,a
o,k,o,l,g,a,s,h,g,d,j,e,j,c,d,p,c,o,f,h,r,k,k,i,o,s,g,s,p,l,g,a,l,m,n,j,m,h,j,d,k,p,r,l,i,f,k,j,o,a,k,l,o,r,e,k,n,e,p,o,c,d,o,p,k,e,m,f,f,t,h,j,l,o,j,i,c,e,g,t,r,d,l,k,t,n,f,j,l,r,f,t,r,l,t,k,h,t,q,l
c,m,a,a,r,g,g,i,n,m,p,s,i,r,b,d,g,m,l,a,a,g,d,m,o,q,g,g,c,i,s,r,d,a,g,j,i,k,f,h,s,i,g,m,h,i,l,o,d,t,m,l,b,p,n,n,t,a,t,s,p,e,o,a,o,m,c,k,q,o,d,j,p,q,r,i,l,s,l,q,j,h,k,o,s,t,d,k,h,a,a,a,l,h,m,k,q,d,j,n
e,r,a,o,a,g,a,b,s,l,l,c,q,l,n,j,a,r,h,c,g,a,n,o,d,a,j,f,c,t,b,i,e,k,m,j,l,n,l,o,q,r,n,c,o,l,f,p,r,m,p,r,l,q,j,f,n,f,o,s,m,o,s,c,p,q,q,f,m,d,q,s,m,h,r,f,j,k,n,l,d,q,d,o,a,h,r,b,p,i,f,a,r,i,r,i,s,g,i,e
j,a,j,q,t,f,k,m,b,i,t,n,e,m,e,c,i,e,q,t,a,g,n,k,p,e,i,a,b,l,g,g,j,m,a,g,a,g,q,c,g,f,f,b,c,h,p,g,i,h,m,r,i,n,b,k,n,f,p,f,j,k,q,j,p,l,r,a,h,b,t,e,n,h,e,k,l,o,s,j,r,f,s,p,p,q,e,e,c,e,e,j,j,f,h,j,p,b,h,q
s,o,c,t,i,d,h,g,c,g,a,t,c,b,h,d,d,g,t,e,n,l,p,l,r,s,m,a,h,q,m,m,d,m,l,r,f,e,p,d,a,s,t,f,a,l,l,s,l,m,b,s,t,h,h,t,k,s,c,s,r,s,l,h,i,o,t,r,g,e,t,e,d,g,b,a,p,f,t,k,i,n,e,d,h,p,g,h,i,h,l,f,d,l,g,g,c,a,h,j
p,j,k,o,e,a,j,g,f,g,k,f,l,d,h,h,k,q,p,g,k,i,l,f,f,j,b,m,t,k,d,l,k,t,t,m,f,g,i,l,c,f,c,b,f,e,k,m,r,c,e,m,f,e,i,k,a,e,i,b,n,e,s,r,k,m,l,f,p,m,c,l,l,p,f,c,o,q,b,g,d,q,j,j,k,b,n,i,k,k,b,r,b,c,t,o,b,o,f,n
t,c,t,r,a,g,i,s,h,a,h,c,g,m,r,o,f,h,f,i,k,d,b,a,f,m,o,i,t,n,l,o,h,k,k,i,f,b,d,h,q,p,a,k,f,b,i,a,i,d,h,c,p,b,i,g,d,h,p,o,h,e,d,s,k,a,a,a,a,h,i,d,g,a,l,c,c,o,a,f,n,m,h,a,g,t,b,p,j,g,r,m,b,r,n,l,b,r,i,b
f,s,n,a,k,q,q,g,l,i,a,m,n,m,q,i,i,i,l,d,b,s,t,d,f,q,m,k,m,j,c,l,o,k,k,g,s,f,s,p,k,j,l,t,g,o,e,f,q,i,a,s,g,i,i,s,j,f,h,o,j,d,j,i,k,h,k,s,o,g,s,b,k,l,c,p,l,j,a,l,j,e,j,m,k,m,h,f,n,h,o,p,i,m,e,l,i,f,t,a
c,l,d,b,b,t,f,r,r,q,h,l,k,n,a,c,c,m,e,c,f,p,f,b,g,b,s,r,g,h,t,e,n,s,b,r,p,t,d,e,h,k,m,h,r,a,m,r,e,m,k,l,k,a,b,b,e,o,q,e,r,h,t,t,r,s,f,j,d,s,c,l,r,p,n,i,i,q,f,r,c,q,e,l,g,j,c,d,l,f,g,r,c,k,r,l,k,r,g,j
q,q,b,m,a,k,j,a,a,o,k,f,f,o,k,k,d,p,o,l,l,d,d,q,p,b,a,e,r,k,t,l,t,j,o,j,d,p,c,s,n,s,o,i,e,e,c,c,t,h,m,m,b,p,n,c,h,a,f,n,e,c,j,o,p,g,i,s,l,p,r,k,t,n,s,t,r,n,l,n,q,o,e,b,m,i,g,m,f,t,d,t,b,t,l,a,s,c,j,b
p,e,h,c,h,s,l,g,i,a,m,f,m,h,e,q,g,g,b,h,g,o,l,b,n,c,m,l,j,j,o,t,j,o,o,r,j,s,n,g,b,p,n,b,e,j,g,j,o,s,o,j,l,s,b,i,r,g,d,a,i,i,t,n,d,g,t,d,k,m,p,l,d,m,i,f,s,a,j,j,b,d,k,d,l,n,a,a,e,l,g,c,l,h,o,r,n,c,j,b
