var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100
k,n,b,f,d,g,g,d,i,k,b,o,c,c,k,k,f,d,l,j,i,a,i,f,g,j,a,n,j,i,a,a,i,m,h,c,i,b,o,e,g,c,l,k,f,j,b,n,c,d,k,b,l,f,b,e,g,m,n,f,h,b,o,g,h,f,j,o,k,c,l,e,i,o,h,h,n,k,n,h,k,m,c,o,e,f,m,d,o,f,j,i,l,a,b,j,n,h,d,b
f,a,k,b,a,k,m,i,b,f,n,j,n,j,c,g,o,l,k,i,m,h,n,j,e,b,k,g,f,b,b,n,o,f,m,i,d,m,d,c,n,m,c,l,k,d,g,o,g,j,b,b,a,l,a,b,j,f,h,l,e,l,a,c,c,m,l,n,f,b,n,i,h,b,e,g,n,m,c,d,i,k,j,c,o,n,i,i,j,i,a,h,h,i,a,a,b,m,b,c
l,f,j,m,g,g,n,l,k,n,m,n,d,b,j,a,i,a,c,c,o,g,c,a,a,j,a,d,e,k,o,b,g,k,b,f,n,j,i,f,h,h,m,m,g,h,d,f,a,f,i,a,f,a,o,j,o,k,j,c,l,i,m,k,e,b,n,a,i,k,l,l,j,i,n,o,o,j,m,e,d,o,d,f,m,f,f,b,e,f,c,a,h,e,h,g,i,i,c,j
n,d,f,l,h,n,a,n,e,a,b,l,b,n,l,a,d,i,f,k,j,l,d,b,a,d,j,h,e,f,n,g,n,d,n,l,k,e,i,j,n,n,k,a,f,k,e,h,o,i,m,h,e,h,d,g,g,h,j,g,n,k,l,n,g,k,f,c,h,g,h,b,d,b,i,n,i,l,j,b,b,f,a,g,k,l,g,c,g,i,b,n,c,h,a,b,o,j,a,d
m,a,f,l,d,m,o,c,o,o,m,a,g,k,c,c,f,k,c,j,o,a,f,o,a,d,b,g,m,o,f,a,g,g,g,l,b,b,o,h,f,d,f,e,c,i,j,o,o,j,n,l,g,a,i,f,h,h,o,m,c,l,h,j,g,d,f,m,o,o,h,l,c,d,j,a,f,g,d,d,d,c,i,h,h,h,b,a,h,f,k,h,e,k,k,n,j,a,o,c
a,l,b,b,c,o,d,m,l,m,e,i,g,d,k,j,j,a,h,a,m,m,o,j,n,n,k,j,a,h,f,d,l,l,e,d,m,o,b,f,f,g,c,a,j,g,c,n,e,n,d,m,f,d,b,c,l,a,h,i,f,o,i,d,f,h,j,d,g,h,e,h,n,j,k,f,b,h,b,l,b,h,o,j,e,l,n,d,b,n,h,o,j,b,a,l,h,f,o,k
g,d,m,j,l,n,l,i,k,m,l,d,n,f,i,i,k,n,o,c,h,n,a,o,o,m,m,k,a,f,o,h,j,b,g,l,h,k,c,b,l,o,j,b,g,h,i,c,o,b,l,g,k,b,h,o,l,a,d,f,o,j,i,l,f,e,m,d,b,c,d,j,e,a,k,j,l,b,g,a,h,a,d,b,e,i,b,o,l,i,o,j,h,h,b,n,n,i,h,a
h,j,l,b,g,i,e,d,f,j,i,g,m,d,a,c,e,l,j,f,f,o,i,e,f,c,n,o,o,g,c,n,e,j,l,m,i,a,n,o,e,a,h,b,n,o,h,l,a,d,o,m,b,g,b,o,c,h,o,c,l,m,n,n,i,a,h,k,b,n,k,c,f,i,f,n,a,a,n,j,n,c,e,h,b,d,k,l,i,k,m,h,d,i,e,b,a,o,c,j
e,o,b,l,h,h,l,j,j,m,k,f,n,o,i,n,g,o,j,d,m,o,j,d,o,a,g,f,f,j,n,f,j,l,e,g,o,c,c,b,f,e,n,a,d,k,g,n,i,g,o,n,m,d,o,n,c,k,b,h,f,i,m,b,h,k,b,k,h,m,e,m,a,l,c,f,k,e,n,d,k,a,k,a,h,n,o,o,c,h,f,g,c,i,n,g,o,d,b,d
m,m,m,g,m,b,a,i,h,l,a,m,n,o,e,n,k,l,g,b,h,l,m,a,f,e,f,a,l,e,j,f,f,c,l,l,f,e,d,l,f,d,g,l,j,k,h,l,d,f,f,e,f,o,h,f,o,h,g,l,e,f,n,f,d,f,o,b,k,l,m,i,b,l,d,m,c,g,n,l,a,d,n,n,l,o,n,n,c,g,k,h,k,c,n,k,g,c,l,e
l,o,i,l,n,n,d,k,h,e,l,k,c,f,i,o,j,f,h,i,g,k,a,g,m,l,l,g,m,e,f,k,e,i,e,l,i,n,a,l,f,l,c,g,i,n,c,g,h,i,e,a,o,f,b,l,b,i,l,l,m,b,f,a,b,a,o,g,b,h,l,c,a,f,k,a,k,k,g,j,l,g,k,o,n,c,j,m,k,h,n,i,g,c,e,b,o,h,d,m
g,l,b,e,k,i,j,j,k,l,n,a,l,n,n,j,o,g,f,o,l,h,k,n,o,e,g,m,i,n,f,j,i,k,j,b,f,d,i,f,o,o,j,h,a,b,o,n,n,c,f,h,n,g,i,f,h,a,n,d,o,b,j,e,d,g,d,i,o,i,j,m,j,b,m,g,n,n,g,b,n,k,o,f,m,l,a,b,m,k,i,f,g,j,d,a,l,n,j,n
o,l,b,b,o,b,o,j,g,b,k,f,e,j,g,m,g,c,j,k,h,g,o,l,b,o,c,l,f,k,e,a,f,n,f,c,m,n,l,o,i,f,e,b,k,b,n,f,g,g,f,e,c,f,g,i,c,f,d,b,a,a,e,o,o,n,k,o,g,m,m,n,e,k,a,i,l,f,i,l,d,a,d,g,f,b,m,h,a,c,i,b,b,b,h,a,b,h,h,b
c,n,c,h,k,o,c,m,a,j,c,l,c,n,m,c,f,a,o,j,a,a,a,j,l,n,a,g,i,h,c,m,e,a,h,h,j,i,m,c,a,g,m,k,h,h,m,n,h,i,l,a,l,o,o,n,o,f,g,l,m,f,k,l,a,d,g,f,j,e,l,d,k,k,h,h,h,k,n,k,e,k,a,f,e,b,j,k,b,l,k,f,h,h,o,n,f,a,l,h
h,e,o,e,h,a,i,o,e,n,b,h,d,j,j,o,o,j,l,f,h,a,g,h,l,o,e,e,e,g,n,d,l,j,l,o,a,l,n,g,g,j,m,n,f,b,j,d,k,o,f,k,j,h,h,b,a,i,h,a,f,k,b,e,b,i,h,e,n,o,i,j,l,l,m,a,l,j,a,a,n,h,m,b,n,h,l,h,j,n,e,k,j,j,g,o,m,m,k,e
a,l,j,l,f,m,g,l,a,l,h,e,d,c,f,c,d,c,o,h,f,d,b,g,g,a,m,j,o,g,i,n,j,e,l,l,g,m,k,i,c,k,l,b,h,k,a,e,g,l,d,i,i,h,a,k,m,f,i,h,k,m,k,f,o,j,k,e,o,j,a,o,l,e,g,f,m,e,c,k,n,a,l,n,g,m,g,h,a,i,l,l,c,f,m,f,g,m,h,e
n,k,f,e,n,e,h,b,l,f,d,k,g,f,c,i,e,m,b,k,f,m,i,c,d,n,b,k,i,l,k,h,h,d,m,i,h,h,i,d,c,d,d,a,f,o,g,c,c,g,k,j,d,i,e,m,e,o,l,j,l,n,d,c,f,l,c,k,m,d,i,c,b,n,a,f,b,g,i,h,m,c,k,c,e,i,a,h,j,j,c,f,j,c,m,b,k,k,c,e
k,g,n,k,m,c,b,f,g,d,e,i,c,e,i,e,c,i,o,h,j,i,d,d,l,i,c,b,f,g,d,e,c,j,c,a,h,f,k,f,d,k,h,m,j,d,c,l,o,i,c,j,b,i,m,h,a,k,i,h,a,d,o,f,g,a,e,n,m,j,f,h,m,c,o,k,h,l,b,o,h,f,h,k,o,n,a,c,k,j,n,b,a,g,m,k,o,k,b,d
i,m,f,b,a,m,n,e,o,k,o,h,m,e,a,d,n,l,k,g,g,a,c,j,i,a,e,i,j,m,c,f,l,k,a,d,d,k,n,f,i,h,a,f,o,l,d,d,h,i,j,i,k,d,e,j,m,e,k,o,m,f,c,j,j,c,c,a,j,b,b,k,a,i,n,b,i,h,i,c,c,j,e,e,a,k,j,a,a,n,c,c,j,k,e,b,c,i,n,e
e,m,d,i,j,i,n,o,i,h,e,n,o,b,m,j,m,k,k,k,j,o,a,a,l,j,b,i,i,c,e,o,d,b,b,b,g,m,j,d,m,c,b,h,a,m,f,k,k,a,f,d,o,a,o,o,b,j,j,n,k,n,o,e,k,l,m,b,g,j,b,l,j,h,g,j,c,l,f,n,d,h,o,h,m,a,l,b,i,i,k,d,n,n,d,l,g,h,b,e
f,m,c,l,o,h,k,m,f,d,n,c,a,b,b,i,k,i,o,l,d,k,g,l,o,l,c,k,h,c,e,o,f,b,i,n,b,m,e,e,i,b,c,j,j,k,m,e,n,j,h,c,i,k,j,h,h,j,b,m,j,m,o,g,h,d,m,m,k,j,c,l,e,d,g,l,m,b,k,c,n,k,m,c,i,m,h,l,o,j,o,o,g,k,m,g,b,h,h,l
j,k,o,f,o,g,l,g,b,m,g,n,o,l,n,m,e,b,f,n,g,g,l,h,e,n,i,h,c,o,n,i,e,i,e,n,d,g,a,h,o,g,j,e,m,b,h,g,h,c,c,i,n,h,j,b,m,a,f,o,d,j,e,g,o,m,g,o,a,g,j,c,i,b,i,d,h,f,a,o,j,l,e,h,i,h,h,d,a,d,l,k,g,b,c,f,n,o,l,l
a,f,j,o,j,h,m,o,k,c,n,l,f,i,o,m,a,k,g,g,h,j,l,m,h,c,l,b,h,a,e,j,h,b,b,f,d,g,f,c,b,e,h,g,b,a,a,n,g,c,h,d,f,n,e,m,d,e,n,l,h,d,i,l,e,i,l,k,g,g,n,e,h,a,g,e,e,d,d,j,n,j,h,e,n,k,g,n,o,c,k,k,a,m,k,c,n,m,n,e
k,g,m,l,f,o,a,b,l,a,l,f,f,e,g,k,b,k,j,b,m,e,f,i,c,o,c,m,b,i,f,i,g,n,f,h,d,g,j,c,f,d,a,c,m,m,h,o,c,f,f,k,k,e,j,a,m,b,j,m,a,o,a,b,a,d,d,n,g,e,n,j,a,g,c,j,d,g,g,g,k,m,m,b,b,l,a,f,e,n,f,m,a,c,m,j,i,a,a,d
g,g,b,k,f,j,j,k,h,a,b,n,f,n,j,i,k,o,i,m,n,f,e,e,l,h,m,f,l,c,j,k,j,m,d,a,g,j,d,l,k,o,n,d,g,o,f,i,f,a,d,o,c,i,a,i,a,i,h,l,m,k,d,o,o,i,i,a,c,k,d,a,d,n,l,f,j,m,j,e,g,c,e,a,h,e,a,m,b,c,h,j,a,m,a,e,l,c,l,o
g,n,d,i,k,o,d,h,i,d,d,i,l,f,g,d,h,o,j,d,d,k,f,d,c,l,d,o,n,c,k,j,g,l,d,e,f,l,h,l,a,j,j,f,n,d,g,h,l,n,k,k,i,g,k,d,g,f,f,m,k,i,b,o,n,a,g,j,i,a,g,h,j,k,h,m,g,c,e,f,c,o,j,e,e,k,e,g,m,j,g,h,i,e,n,j,g,a,o,b
h,f,n,i,c,k,n,j,h,l,o,n,l,h,f,h,b,f,k,o,f,j,g,n,h,k,j,l,l,d,m,h,h,h,f,b,j,b,m,c,f,g,i,i,k,m,n,f,c,n,j,f,f,h,h,m,a,f,l,i,d,g,j,b,n,f,a,a,c,f,n,b,d,e,e,c,o,f,e,g,l,g,i,h,n,g,k,f,m,m,n,b,g,c,a,j,b,f,l,o
j,h,e,n,j,n,m,i,b,f,g,j,d,a,k,l,b,f,m,g,f,k,m,l,g,n,b,l,b,o,i,n,j,b,h,l,f,i,m,b,j,o,f,o,d,g,d,h,b,l,n,k,n,b,e,m,j,e,n,g,c,c,g,f,a,m,n,j,a,j,k,m,o,f,j,a,k,b,d,i,i,g,e,f,j,j,i,n,i,i,d,g,a,h,h,b,j,d,l,b
b,f,i,f,e,f,g,k,a,e,i,o,b,a,b,d,m,o,a,l,j,k,o,a,o,o,b,g,e,i,g,k,n,f,i,n,f,k,l,l,j,l,n,o,i,c,h,b,l,k,n,c,d,i,o,g,h,n,j,b,o,k,o,l,g,n,j,n,k,f,n,j,i,e,h,d,n,m,b,l,k,m,a,f,d,i,n,e,e,i,h,m,f,a,n,h,m,e,d,j
g,k,a,j,b,e,e,c,o,n,c,j,d,o,i,k,a,l,e,l,o,n,j,f,d,k,k,o,c,b,c,n,l,i,i,h,n,e,n,f,a,d,n,b,b,c,a,e,g,j,g,f,o,b,e,o,b,n,i,k,f,f,g,e,e,l,j,j,o,d,k,o,k,j,a,c,m,b,o,i,m,e,d,d,k,e,o,b,h,b,c,f,h,n,l,d,k,c,d,a
n,l,k,f,a,e,l,f,e,n,h,g,k,a,o,o,e,o,e,n,b,n,h,i,l,f,k,o,i,f,l,a,j,g,h,n,j,a,j,m,m,a,j,g,m,d,m,o,a,g,c,c,m,i,d,j,h,n,f,a,n,o,b,a,e,f,m,n,c,h,c,g,l,a,n,j,i,o,o,a,a,l,k,g,d,n,m,g,m,g,c,j,f,a,n,a,n,j,g,m
m,i,h,b,k,o,j,i,k,k,k,l,l,b,d,k,f,a,k,c,f,c,n,c,e,g,i,i,j,i,g,c,o,d,n,c,g,d,i,h,b,h,n,n,c,c,l,a,f,g,b,i,g,j,d,j,c,k,b,l,g,j,e,c,j,j,f,m,g,a,b,k,l,o,a,n,b,l,e,c,h,o,g,h,l,g,g,l,e,a,g,i,g,e,k,h,n,o,l,m
k,m,i,d,m,b,m,k,b,c,d,l,n,c,k,m,f,f,e,f,l,k,f,d,e,h,e,j,j,h,l,i,n,n,d,g,i,e,e,m,a,d,b,g,d,k,j,d,l,l,i,k,n,a,l,c,d,f,g,i,g,a,m,d,g,n,i,h,a,n,m,n,i,g,h,l,m,h,a,f,b,d,l,a,h,g,l,b,j,a,k,n,n,h,h,d,f,f,g,g
l,j,i,i,m,j,f,f,m,h,h,e,l,n,k,b,l,d,l,e,o,a,e,h,o,o,g,b,m,m,k,k,m,l,b,i,g,m,h,a,k,g,e,g,e,b,e,o,a,e,j,n,m,g,d,k,j,e,g,a,e,m,o,o,e,g,n,k,k,d,g,n,e,i,f,o,k,c,g,d,d,a,f,k,k,g,j,l,h,a,e,o,b,f,e,n,j,h,c,e
d,h,l,f,b,b,a,o,g,h,k,n,k,o,m,b,f,h,g,j,o,g,n,k,o,j,h,i,k,a,i,f,d,b,c,f,d,h,n,g,k,m,d,l,j,g,l,n,i,a,a,f,j,n,g,k,e,l,o,l,g,g,i,n,b,o,j,f,e,l,l,i,n,l,a,a,j,i,k,o,a,m,c,f,e,n,c,l,j,j,n,i,d,c,e,h,c,g,a,o
j,o,e,i,k,f,k,h,d,f,k,n,n,k,b,k,n,m,f,i,e,h,j,h,l,i,f,i,k,j,a,c,h,m,o,i,k,f,k,c,e,l,h,h,i,f,k,k,k,o,d,l,d,k,f,j,d,f,i,n,b,m,a,b,c,e,i,a,i,i,h,n,c,g,i,f,l,f,c,f,i,f,j,o,c,f,k,d,l,g,a,g,n,c,b,l,c,k,n,a
d,k,k,g,c,j,e,b,h,b,o,l,g,a,m,l,k,a,k,k,k,j,l,n,e,m,i,h,o,l,c,h,i,k,c,d,m,h,l,b,i,n,i,l,b,a,d,e,b,n,h,a,o,a,k,e,o,f,b,c,m,b,a,d,d,k,b,d,o,m,d,a,b,n,j,d,e,o,m,c,o,c,n,a,d,i,m,i,l,n,e,c,m,m,e,f,n,j,b,m
j,i,d,a,h,i,f,j,g,f,j,h,m,k,b,g,h,a,d,i,j,l,k,e,e,g,k,d,i,m,o,m,g,c,b,m,c,k,e,d,b,f,k,j,f,i,f,l,j,i,l,f,d,h,e,h,j,m,l,f,m,f,c,g,b,c,o,n,b,o,c,d,n,m,g,a,i,e,o,g,k,c,k,i,a,n,j,i,o,n,f,o,k,f,h,j,e,k,j,i
i,m,m,b,d,b,e,c,i,k,b,n,h,o,h,a,a,b,e,b,d,n,a,c,d,i,h,g,b,l,g,f,a,n,e,n,n,n,l,j,d,d,e,c,a,m,h,l,g,b,h,l,c,m,c,c,i,n,a,h,g,d,j,g,e,f,e,j,o,j,c,e,i,d,l,j,e,a,j,o,k,e,n,f,h,g,j,l,c,f,c,g,o,l,k,l,a,l,i,m
h,m,h,j,m,m,e,i,f,m,d,i,k,e,f,h,j,n,o,i,g,g,a,i,f,o,g,b,l,k,c,e,g,k,e,o,o,l,k,m,h,e,g,c,a,l,m,j,m,i,d,n,o,k,d,g,d,c,a,c,m,f,h,k,n,j,d,j,d,k,a,j,f,i,f,o,c,a,e,k,n,h,f,l,b,m,n,g,l,i,g,l,b,l,c,g,a,j,b,f
a,k,f,e,h,c,m,l,a,g,b,f,o,j,c,n,d,m,n,j,a,i,d,b,j,g,a,b,a,f,d,b,b,m,j,g,n,a,m,a,m,n,j,a,c,h,j,b,i,o,n,o,c,l,e,o,e,f,h,a,n,f,a,g,h,c,h,e,b,b,k,c,j,d,o,d,c,f,a,j,m,e,k,o,c,b,a,i,n,a,e,m,f,d,j,l,b,b,b,d
n,g,g,i,o,l,g,e,n,i,a,b,j,i,f,j,b,a,o,n,f,i,d,f,l,f,e,k,h,e,d,g,m,j,j,g,m,c,o,h,j,n,o,j,l,e,o,c,k,a,j,h,i,i,m,i,l,b,l,b,h,b,h,g,i,l,f,k,h,o,o,i,k,d,a,a,b,a,a,m,d,c,j,o,l,f,a,j,e,l,j,n,j,m,b,k,l,g,k,g
f,h,k,h,a,h,d,c,i,a,o,g,a,m,i,i,c,f,j,c,j,m,d,n,c,l,g,d,n,n,c,a,e,a,o,g,g,g,d,d,k,e,f,j,g,g,h,g,n,j,g,e,h,f,o,b,j,m,j,m,b,m,g,c,h,b,f,m,g,i,g,h,l,e,h,n,l,k,m,d,k,f,d,n,m,c,f,l,b,c,h,l,o,k,h,m,h,d,c,f
g,g,h,l,m,b,o,j,c,o,n,g,f,k,l,f,k,e,l,g,b,f,k,f,f,i,j,c,h,b,f,a,i,d,n,j,g,f,m,j,g,b,i,f,a,l,c,l,o,c,c,o,b,d,b,h,a,o,k,a,e,a,f,j,a,k,o,m,a,i,k,l,b,i,c,b,g,h,d,f,o,g,k,g,l,o,f,f,a,o,c,f,f,n,n,d,a,i,m,c
e,e,f,i,c,j,d,d,l,g,f,f,j,o,h,k,m,h,h,i,l,e,c,e,f,o,l,l,e,o,m,m,o,a,m,m,i,m,b,o,k,k,a,m,d,o,a,h,f,n,k,c,b,h,h,b,a,i,d,b,o,b,h,j,f,g,b,e,e,k,h,n,l,d,i,o,d,c,n,d,l,n,h,o,h,h,d,k,n,d,g,l,h,l,i,h,j,d,f,o
j,e,i,m,a,l,j,c,f,c,h,d,o,i,d,o,k,c,j,m,a,d,k,d,a,j,o,c,l,i,h,b,f,j,e,c,i,n,g,d,m,b,a,i,n,b,f,g,h,o,n,f,f,d,i,b,d,k,b,a,b,j,e,o,a,a,n,d,o,d,a,o,k,b,g,b,b,h,h,b,a,h,n,d,o,a,j,k,n,i,g,o,n,g,o,n,d,n,f,k
b,n,k,b,o,j,c,k,l,l,k,f,l,h,i,m,b,h,k,h,n,f,l,k,d,l,o,l,f,i,c,e,b,c,g,b,c,c,c,o,o,a,h,g,b,h,n,c,c,l,k,n,h,e,k,h,j,j,a,m,d,c,h,e,k,d,b,l,n,k,a,o,g,b,l,i,g,b,k,m,o,c,l,o,o,d,h,o,l,d,g,m,b,k,e,n,i,n,c,j
b,h,f,d,n,f,m,n,l,o,k,h,j,c,f,f,m,h,a,g,i,c,b,k,e,f,k,j,d,f,k,c,f,d,k,i,f,b,d,i,n,f,d,k,l,l,e,b,l,j,f,i,n,n,k,h,m,g,e,n,j,c,k,e,a,o,a,l,m,h,h,k,f,g,h,f,l,g,n,m,g,o,i,a,l,m,m,e,j,b,l,d,a,d,o,d,l,d,b,l
n,h,n,a,g,b,a,d,o,e,c,n,j,n,d,o,n,e,d,f,l,e,a,i,n,d,m,c,m,f,l,f,d,b,e,i,l,g,o,o,n,i,f,n,e,i,i,l,k,n,m,e,l,i,i,g,n,l,a,a,h,a,c,m,n,g,k,n,e,h,n,o,c,b,e,m,f,c,m,h,g,a,f,e,i,o,f,e,k,e,e,j,l,d,k,l,e,d,c,k
j,a,k,h,b,k,d,m,l,n,m,k,i,c,f,a,c,l,o,d,h,m,i,f,e,n,a,k,m,d,a,a,b,c,e,e,n,k,n,g,f,k,i,j,e,c,f,d,a,o,g,n,m,g,g,n,c,o,m,a,n,e,a,e,a,m,d,j,e,d,a,m,o,i,g,o,f,b,m,j,d,h,j,j,n,g,l,n,o,o,a,g,k,f,j,h,n,d,o,d
c,a,f,n,g,l,i,a,k,c,e,j,l,o,l,i,j,g,k,b,a,k,m,o,o,i,f,g,f,f,c,l,l,m,e,c,j,k,a,i,o,o,c,g,h,e,e,a,g,l,a,m,k,l,i,k,h,k,i,i,h,i,h,a,d,a,j,e,n,b,l,i,f,e,i,a,d,i,c,c,i,h,a,o,m,d,h,c,c,a,a,n,a,b,g,f,n,k,a,h
