var_1,var_2,var_3,var_4,var_5
i,c,d,a,i
c,e,b,a,h
h,c,g,h,c
h,d,g,h,d
b,j,b,i,c
i,i,g,h,a
a,h,e,b,g
d,h,c,d,i
g,j,d,b,g
e,j,g,j,g
j,i,b,b,i
h,a,g,b,e
h,h,a,d,c
h,h,b,h,i
g,b,b,b,h
h,c,c,h,h
g,d,g,g,c
a,g,f,e,a
f,j,j,i,i
a,g,d,d,b
g,a,i,j,g
c,g,e,a,i
d,d,d,h,a
a,i,f,j,h
d,a,b,c,f
b,g,g,f,f
h,a,a,i,e
h,d,d,h,e
e,j,c,j,j
c,j,c,j,a
e,b,a,g,e
g,d,h,d,b
d,e,a,a,j
i,d,i,d,i
i,j,d,g,c
j,i,a,e,c
h,a,h,h,c
c,i,c,c,c
c,g,h,j,g
d,g,a,b,d
g,i,c,a,g
b,e,e,i,h
b,a,e,d,c
e,c,e,b,d
d,f,f,j,d
h,g,d,g,b
c,b,f,c,a
i,j,e,c,f
i,i,b,j,d
c,a,e,j,a
e,e,d,b,j
j,h,i,a,j
b,b,c,h,j
c,d,f,i,e
g,i,j,h,j
d,f,d,e,g
f,b,e,j,j
g,g,a,i,c
i,e,c,i,b
c,h,d,a,a
e,g,a,b,c
j,g,a,h,a
j,f,h,g,g
g,d,g,e,c
b,b,b,d,d
h,b,b,j,b
b,g,e,g,e
j,e,j,i,d
e,j,a,b,h
d,d,h,i,d
e,i,a,f,b
h,b,f,e,d
j,e,f,i,i
j,c,h,d,f
j,j,h,h,i
f,i,c,d,c
h,g,f,h,d
i,b,b,e,a
e,h,d,j,f
g,a,d,c,j
f,i,j,g,g
b,f,b,g,e
g,f,i,b,h
j,g,f,i,e
c,h,j,f,f
h,g,c,a,d
g,h,c,f,b
e,i,h,a,c
b,f,a,f,h
a,f,f,i,i
c,f,i,d,c
j,b,i,i,e
f,h,b,a,i
f,h,a,f,g
a,b,h,i,c
i,g,i,a,c
j,c,e,e,d
e,b,h,c,b
d,h,g,e,h
d,a,a,h,c
j,f,f,j,g
f,a,h,c,c
c,e,g,e,i
c,i,i,j,b
h,c,a,g,h
d,g,f,b,b
c,g,b,e,e
h,b,c,e,e
g,h,h,g,g
d,e,d,h,j
e,a,b,a,d
g,d,h,c,j
b,a,i,b,f
f,j,j,j,j
b,g,a,c,a
a,f,i,a,i
b,c,d,f,c
c,b,e,h,a
f,g,f,i,e
e,c,d,g,f
c,c,g,f,h
f,i,i,h,a
j,g,j,c,d
f,a,c,j,i
g,h,i,h,e
b,h,d,g,e
b,f,c,a,d
i,d,d,d,j
j,e,a,g,c
i,f,h,i,b
f,i,e,g,d
a,b,g,d,c
d,i,g,h,f
h,g,c,i,h
c,g,g,d,c
j,a,g,b,c
i,c,b,d,e
i,e,b,f,c
d,a,b,i,f
d,a,b,b,i
c,a,a,c,d
f,i,j,c,f
b,f,b,b,f
h,c,j,b,h
c,j,g,c,c
f,f,j,e,g
g,f,e,e,b
i,g,f,d,b
g,f,i,a,e
a,e,i,b,c
j,j,i,b,i
g,i,h,h,c
b,i,b,d,d
h,j,j,i,a
c,g,b,b,i
i,j,b,b,f
a,d,e,g,a
g,j,c,a,j
j,e,j,i,c
f,f,g,b,b
e,e,i,d,i
j,b,b,g,e
c,j,d,f,b
f,c,g,f,h
e,c,e,c,e
c,g,c,h,c
i,g,a,e,g
j,c,h,a,j
d,g,a,j,d
c,j,j,i,d
a,i,a,b,g
b,f,g,f,e
j,j,e,c,e
f,i,j,a,g
b,d,b,e,e
h,f,c,e,j
j,a,h,f,j
h,a,i,h,g
i,j,b,h,d
j,b,d,e,b
a,a,e,e,d
d,f,h,a,b
b,g,j,e,e
a,i,i,a,d
i,j,j,f,d
g,e,j,a,j
g,h,h,b,e
b,h,h,f,a
c,i,g,g,g
i,i,i,d,b
e,a,c,h,a
b,e,j,g,g
a,e,j,i,a
f,d,a,g,d
i,i,a,e,a
g,d,e,j,j
b,h,a,i,j
f,c,e,j,i
h,a,b,j,j
b,j,c,f,e
j,b,g,f,c
j,i,f,g,d
i,h,c,f,j
f,b,f,f,e
g,i,h,b,g
c,i,b,a,b
b,g,d,h,e
e,e,i,a,h
a,d,h,g,e
d,g,a,i,e
j,d,i,b,f
j,e,h,h,g
a,d,d,e,j
b,g,i,d,c
f,c,d,b,e
e,f,i,c,f
e,d,f,e,i
d,g,i,f,j
h,e,h,c,g
h,e,d,g,b
j,h,e,c,h
c,c,g,h,g
d,d,j,g,j
i,b,a,h,c
d,d,b,b,h
e,i,a,a,c
e,d,h,c,g
d,j,i,f,d
d,i,f,h,f
e,h,g,f,f
b,i,i,f,e
h,b,f,f,i
i,g,g,f,j
d,f,f,e,a
j,i,g,i,j
b,h,e,i,h
i,j,c,e,e
c,e,e,f,h
c,a,h,d,f
i,i,h,e,b
d,e,d,d,h
a,a,a,c,b
b,i,i,b,h
i,j,i,a,f
e,i,d,f,f
e,i,c,i,f
d,e,f,b,d
b,g,h,j,j
g,c,d,h,i
a,i,c,f,c
h,g,f,e,f
e,j,g,d,c
g,j,c,d,a
j,e,e,e,f
b,e,f,f,g
j,a,g,c,f
b,c,a,c,b
g,a,a,h,e
a,f,b,f,j
e,d,b,h,c
e,e,j,f,g
g,i,a,d,f
j,j,d,g,e
j,c,d,a,e
c,g,d,c,c
g,c,f,j,b
d,j,a,d,c
e,b,g,a,h
a,a,f,g,a
h,f,j,d,j
d,h,e,a,b
i,a,b,a,b
b,e,a,d,e
a,g,h,i,b
c,h,b,h,h
e,c,d,f,b
d,b,g,e,f
e,d,d,c,b
h,d,a,e,e
j,d,h,i,a
h,a,c,i,i
g,e,d,d,e
j,h,a,a,j
j,g,e,b,j
g,g,g,j,e
i,i,b,c,c
b,h,b,i,d
f,h,e,f,a
e,g,g,f,f
h,d,i,c,b
j,g,c,f,i
b,g,c,c,e
i,a,e,b,a
e,j,a,a,i
j,h,a,h,f
g,d,d,c,b
e,g,d,h,f
j,f,b,d,b
a,a,d,a,a
b,d,g,j,g
h,a,g,j,e
d,a,j,d,b
h,a,i,b,i
b,g,i,a,f
d,e,d,h,c
d,g,j,f,i
a,b,a,b,e
f,f,b,i,f
a,d,c,b,i
c,j,b,f,h
i,g,h,b,h
e,e,d,j,f
e,c,d,d,b
j,d,b,a,i
h,a,i,c,d
a,i,j,d,h
h,b,d,h,c
j,d,e,f,h
b,h,e,j,e
h,f,a,c,f
i,a,j,c,f
b,h,e,b,d
d,h,a,j,b
g,i,a,e,c
e,c,c,i,c
b,b,a,b,d
f,g,a,h,i
e,j,a,j,f
a,i,e,b,c
b,b,i,e,j
d,i,d,d,e
f,j,i,c,a
i,g,e,d,j
e,c,e,a,d
j,e,a,e,f
i,c,g,a,f
e,c,e,g,f
e,i,g,b,c
e,h,a,f,i
a,i,e,e,i
g,i,i,c,d
d,a,a,g,h
a,j,f,g,j
f,j,i,a,b
e,b,d,e,a
f,b,e,f,g
c,a,i,c,i
j,g,h,b,f
i,j,c,b,h
b,j,g,a,h
f,i,b,g,f
d,i,c,f,i
i,b,f,e,g
c,b,i,h,g
g,d,j,b,a
a,a,e,e,e
d,f,f,b,g
h,g,d,f,g
j,j,e,g,j
e,g,c,j,i
d,g,g,b,a
f,g,g,c,i
e,e,b,b,g
a,h,b,e,h
g,i,j,h,g
b,b,j,e,c
e,e,a,f,i
g,f,c,b,a
d,d,e,i,h
h,d,j,b,d
a,j,a,i,f
e,i,j,h,e
j,h,f,c,c
b,g,g,b,d
b,d,i,b,j
c,h,a,d,b
h,c,f,g,b
b,j,b,e,i
d,e,i,f,f
b,h,c,e,g
a,e,i,j,c
e,f,g,e,h
d,i,i,e,d
e,i,h,e,i
a,f,c,d,g
i,d,b,a,a
h,e,d,e,d
i,e,j,f,a
g,e,a,b,h
g,a,h,f,d
g,i,i,e,e
a,h,i,j,a
g,h,c,d,e
g,f,j,b,g
i,e,f,d,f
d,g,g,e,d
f,a,b,j,b
d,d,d,e,e
e,d,f,g,a
g,i,c,i,c
g,g,c,e,f
h,g,c,b,b
b,f,h,b,a
b,c,e,f,b
i,e,i,d,j
f,d,f,h,h
a,d,d,b,a
d,d,d,i,i
b,h,i,i,j
i,h,g,d,e
a,h,j,e,f
g,b,f,f,a
f,g,i,i,h
g,f,e,f,j
d,b,e,b,a
f,h,g,h,j
c,a,e,b,f
f,b,a,e,f
d,d,f,c,h
j,j,c,a,a
a,a,a,e,g
d,h,a,h,b
b,a,d,i,e
c,d,d,b,h
a,d,i,f,j
c,g,d,d,c
d,i,h,h,e
a,b,f,a,f
a,f,d,a,g
c,b,d,b,j
e,d,b,d,d
b,d,j,b,c
j,f,g,a,e
c,h,g,a,f
a,g,h,e,j
h,e,c,f,c
i,f,d,d,i
c,g,j,g,a
e,g,d,h,d
h,e,f,f,b
g,j,h,i,i
a,f,f,c,d
j,c,d,h,i
j,j,c,a,f
e,e,g,j,d
f,d,b,f,i
a,d,e,h,c
h,i,f,f,j
f,j,i,a,f
c,a,g,b,c
a,e,h,g,b
f,e,a,j,h
f,d,c,d,b
f,j,f,g,e
f,i,i,e,h
a,g,d,h,c
b,g,i,e,g
c,d,g,b,f
b,h,b,j,f
i,j,h,j,a
b,d,j,g,d
b,d,b,g,i
i,j,g,g,d
h,g,e,g,h
e,i,j,i,c
h,j,a,a,f
g,e,g,f,a
a,g,g,d,h
c,d,a,e,j
a,g,b,f,b
b,a,a,j,h
i,b,j,e,f
c,g,a,f,j
j,f,d,f,i
j,j,d,i,j
i,j,c,d,a
i,f,i,g,d
e,f,b,a,j
a,c,a,i,h
b,j,d,i,f
f,c,e,i,f
g,b,g,d,g
e,i,e,b,c
g,e,a,c,i
j,a,b,g,b
g,f,g,i,h
j,g,a,e,g
a,b,f,f,e
c,j,i,e,a
g,h,h,b,d
b,a,j,c,a
i,i,f,i,j
h,i,c,e,j
d,i,i,e,d
j,g,g,i,c
h,i,d,h,c
g,c,c,a,j
h,h,j,c,d
d,b,h,a,h
b,i,e,c,a
e,j,f,i,d
h,f,i,j,e
a,c,b,b,j
f,a,g,e,j
b,a,c,d,c
d,c,i,i,e
j,b,d,i,e
h,a,b,h,h
g,a,b,c,g
a,a,f,j,d
g,b,b,c,i
i,j,f,e,a
i,e,h,f,h
g,g,c,h,g
j,a,g,b,h
f,i,b,h,i
j,d,d,f,a
d,h,i,f,g
j,j,c,h,d
d,f,h,i,c
b,c,d,c,f
h,d,b,a,c
d,j,i,i,h
